"VastDB.ID","paper_gene","paper_length","match_type","n_candidates","selected","rmats_ID","geneSymbol","chr","exonStart_0base","exonEnd","exon_size","strand","IncLevelDifference","FDR"
"MmuEX0000049","0610010K14Rik",95,"gene_size_contained",5,FALSE,61316,"0610010K14Rik","chr11",70127713,70127804,91,"-",-0.011,1
"MmuEX0000049","0610010K14Rik",95,"gene_size_contained",5,FALSE,61317,"0610010K14Rik","chr11",70127713,70127804,91,"-",-0.107,9.82594444425382e-05
"MmuEX0000049","0610010K14Rik",95,"gene_size_contained",5,FALSE,61318,"0610010K14Rik","chr11",70127713,70127804,91,"-",-0.053,0.0173156964188326
"MmuEX0000049","0610010K14Rik",95,"gene_size_contained",5,TRUE,61319,"0610010K14Rik","chr11",70128356,70128451,95,"-",-0.002,1
"MmuEX0000049","0610010K14Rik",95,"gene_size_contained",5,FALSE,61320,"0610010K14Rik","chr11",70128356,70128451,95,"-",0,1
"MmuEX0000051","0610010K14Rik",102,"gene_size_contained",4,FALSE,61312,"0610010K14Rik","chr11",70126521,70126626,105,"-",-0.032,0.619463925068216
"MmuEX0000051","0610010K14Rik",102,"gene_size_contained",4,FALSE,61313,"0610010K14Rik","chr11",70126521,70126626,105,"-",-0.016,1
"MmuEX0000051","0610010K14Rik",102,"gene_size_contained",4,TRUE,61314,"0610010K14Rik","chr11",70127702,70127804,102,"-",-0.072,1.73333787970259e-05
"MmuEX0000051","0610010K14Rik",102,"gene_size_contained",4,FALSE,61315,"0610010K14Rik","chr11",70127702,70127804,102,"-",-0.003,1
"MmuEX0000082","1110004F10Rik",192,"gene_size",3,TRUE,58767,"1110004F10Rik","chr7",115696996,115697188,192,"+",-0.123,0.397838517698896
"MmuEX0000082","1110004F10Rik",192,"gene_size",3,FALSE,58768,"1110004F10Rik","chr7",115696996,115697188,192,"+",0.013,1
"MmuEX0000082","1110004F10Rik",192,"gene_size",3,FALSE,58769,"1110004F10Rik","chr7",115696996,115697188,192,"+",0.001,1
"MmuEX0000269","1500009L16Rik",25,"gene_size",3,TRUE,24445,"1500009L16Rik","chr10",83573772,83573797,25,"+",0.011,0.0688346842703509
"MmuEX0000269","1500009L16Rik",25,"gene_size",3,FALSE,24446,"1500009L16Rik","chr10",83573772,83573797,25,"+",-0.011,1
"MmuEX0000269","1500009L16Rik",25,"gene_size",3,FALSE,24447,"1500009L16Rik","chr10",83573772,83573797,25,"+",0.005,1
"MmuEX0000308","1600020E01Rik",198,"gene_size",3,FALSE,16093,"1600020E01Rik","chr6",86527898,86528096,198,"+",-0.014,0.0832239501872059
"MmuEX0000308","1600020E01Rik",198,"gene_size",3,TRUE,16094,"1600020E01Rik","chr6",86527898,86528096,198,"+",-0.334,1
"MmuEX0000308","1600020E01Rik",198,"gene_size",3,FALSE,16095,"1600020E01Rik","chr6",86527898,86528096,198,"+",-0.064,1
"MmuEX0000546","1700037H04Rik",138,"gene_size_contained",4,FALSE,29963,"1700037H04Rik","chr2",130993537,130993676,139,"-",0,1
"MmuEX0000546","1700037H04Rik",138,"gene_size_contained",4,FALSE,29964,"1700037H04Rik","chr2",130993537,130993680,143,"-",0,1
"MmuEX0000546","1700037H04Rik",138,"gene_size_contained",4,FALSE,29965,"1700037H04Rik","chr2",130993537,130993680,143,"-",0.006,1
"MmuEX0000546","1700037H04Rik",138,"gene_size_contained",4,TRUE,29969,"1700037H04Rik","chr2",130997561,130997699,138,"-",0.004,0.720853321269399
"MmuEX0000547","1700037H04Rik",117,"gene_size",2,TRUE,29967,"1700037H04Rik","chr2",130995513,130995630,117,"-",0.012,1
"MmuEX0000547","1700037H04Rik",117,"gene_size",2,FALSE,29968,"1700037H04Rik","chr2",130995513,130995630,117,"-",0.001,1
"MmuEX0000548","1700037H04Rik",139,"gene_size_contained",4,FALSE,29963,"1700037H04Rik","chr2",130993537,130993676,139,"-",0,1
"MmuEX0000548","1700037H04Rik",139,"gene_size_contained",4,FALSE,29964,"1700037H04Rik","chr2",130993537,130993680,143,"-",0,1
"MmuEX0000548","1700037H04Rik",139,"gene_size_contained",4,TRUE,29965,"1700037H04Rik","chr2",130993537,130993680,143,"-",0.006,1
"MmuEX0000548","1700037H04Rik",139,"gene_size_contained",4,FALSE,29969,"1700037H04Rik","chr2",130997561,130997699,138,"-",0.004,0.720853321269399
"MmuEX0000599","1700086O06Rik",179,"gene_size",6,FALSE,52736,"1700086O06Rik","chr18",38372625,38372804,179,"-",0.084,0.729591636877542
"MmuEX0000599","1700086O06Rik",179,"gene_size",6,FALSE,52737,"1700086O06Rik","chr18",38372625,38372804,179,"-",0.257,0.000339929778839638
"MmuEX0000599","1700086O06Rik",179,"gene_size",6,FALSE,52738,"1700086O06Rik","chr18",38372625,38372804,179,"-",-0.014,1
"MmuEX0000599","1700086O06Rik",179,"gene_size",6,FALSE,52739,"1700086O06Rik","chr18",38372625,38372804,179,"-",0.144,0.14519571468884
"MmuEX0000599","1700086O06Rik",179,"gene_size",6,FALSE,52740,"1700086O06Rik","chr18",38372625,38372804,179,"-",0.014,1
"MmuEX0000599","1700086O06Rik",179,"gene_size",6,TRUE,52742,"1700086O06Rik","chr18",38372625,38372804,179,"-",0.455,0.00724548683895905
"MmuEX0000600","1700088E04Rik",101,"gene_size_contained",2,TRUE,25058,"1700088E04Rik","chr15",79019552,79019653,101,"-",0.002,1
"MmuEX0000600","1700088E04Rik",101,"gene_size_contained",2,FALSE,25062,"1700088E04Rik","chr15",79021825,79021923,98,"-",0.004,1
"MmuEX0000602","1700088E04Rik",63,"gene_size",3,FALSE,25063,"1700088E04Rik","chr15",79023437,79023500,63,"-",0.006,1
"MmuEX0000602","1700088E04Rik",63,"gene_size",3,TRUE,25064,"1700088E04Rik","chr15",79023437,79023500,63,"-",0.015,1
"MmuEX0000602","1700088E04Rik",63,"gene_size",3,FALSE,25065,"1700088E04Rik","chr15",79023437,79023500,63,"-",0.009,1
"MmuEX0000604","1700088E04Rik",183,"gene_size",3,FALSE,25059,"1700088E04Rik","chr15",79020506,79020689,183,"-",0.013,1
"MmuEX0000604","1700088E04Rik",183,"gene_size",3,FALSE,25060,"1700088E04Rik","chr15",79020506,79020689,183,"-",0.035,1
"MmuEX0000604","1700088E04Rik",183,"gene_size",3,TRUE,25061,"1700088E04Rik","chr15",79020506,79020689,183,"-",-0.08,1
"MmuEX0000670","1810030O07Rik",180,"gene_size",2,FALSE,9030,"1810030O07Rik","chrX",12528888,12529068,180,"-",-0.001,1
"MmuEX0000670","1810030O07Rik",180,"gene_size",2,TRUE,9031,"1810030O07Rik","chrX",12528888,12529068,180,"-",-0.034,0.04948378165882
"MmuEX0000688","1810055G02Rik",219,"gene_size",2,FALSE,4576,"1810055G02Rik","chr19",3764403,3764625,222,"+",-0.012,0.595100581774719
"MmuEX0000688","1810055G02Rik",219,"gene_size",2,TRUE,4577,"1810055G02Rik","chr19",3764406,3764625,219,"+",-0.018,0.444239747571609
"MmuEX0000701","2010001A14Rik",148,"gene_size",2,TRUE,26636,"2010001A14Rik","chr11",57686851,57686999,148,"-",-0.022,0.55202060640922
"MmuEX0000701","2010001A14Rik",148,"gene_size",2,FALSE,26637,"2010001A14Rik","chr11",57686851,57686999,148,"-",0.001,1
"MmuEX0000797","2210408F21Rik",254,"gene_size",5,FALSE,47436,"2210408F21Rik","chr6",31221039,31221293,254,"+",0.012,1
"MmuEX0000797","2210408F21Rik",254,"gene_size",5,TRUE,47437,"2210408F21Rik","chr6",31221039,31221293,254,"+",-0.043,5.24329656740738e-05
"MmuEX0000797","2210408F21Rik",254,"gene_size",5,FALSE,47438,"2210408F21Rik","chr6",31221039,31221293,254,"+",-0.05,1
"MmuEX0000797","2210408F21Rik",254,"gene_size",5,FALSE,47439,"2210408F21Rik","chr6",31221039,31221293,254,"+",-0.155,1
"MmuEX0000797","2210408F21Rik",254,"gene_size",5,FALSE,47440,"2210408F21Rik","chr6",31221039,31221293,254,"+",-0.049,1
"MmuEX0000798","2210408F21Rik",108,"gene_size_contained",6,FALSE,47444,"2210408F21Rik","chr6",31254782,31254890,108,"+",0.018,0.232085416412544
"MmuEX0000798","2210408F21Rik",108,"gene_size_contained",6,FALSE,47445,"2210408F21Rik","chr6",31254782,31254890,108,"+",-0.011,1
"MmuEX0000798","2210408F21Rik",108,"gene_size_contained",6,FALSE,47446,"2210408F21Rik","chr6",31254782,31254890,108,"+",-0.003,1
"MmuEX0000798","2210408F21Rik",108,"gene_size_contained",6,FALSE,47447,"2210408F21Rik","chr6",31254782,31254890,108,"+",0.011,0.83973818042446
"MmuEX0000798","2210408F21Rik",108,"gene_size_contained",6,TRUE,47449,"2210408F21Rik","chr6",31254782,31254890,108,"+",-0.038,1
"MmuEX0000798","2210408F21Rik",108,"gene_size_contained",6,FALSE,47492,"2210408F21Rik","chr6",31314164,31314274,110,"+",0.035,1
"MmuEX0000799","2210408F21Rik",118,"gene_size",6,FALSE,47450,"2210408F21Rik","chr6",31261937,31262055,118,"+",-0.017,1
"MmuEX0000799","2210408F21Rik",118,"gene_size",6,FALSE,47451,"2210408F21Rik","chr6",31261937,31262055,118,"+",-0.033,1
"MmuEX0000799","2210408F21Rik",118,"gene_size",6,FALSE,47453,"2210408F21Rik","chr6",31261937,31262055,118,"+",-0.01,1
"MmuEX0000799","2210408F21Rik",118,"gene_size",6,FALSE,47454,"2210408F21Rik","chr6",31261937,31262055,118,"+",-0.004,1
"MmuEX0000799","2210408F21Rik",118,"gene_size",6,FALSE,47455,"2210408F21Rik","chr6",31261937,31262055,118,"+",0.044,0.0212776841133997
"MmuEX0000799","2210408F21Rik",118,"gene_size",6,TRUE,47457,"2210408F21Rik","chr6",31261937,31262055,118,"+",0.053,0.0243979894094775
"MmuEX0000800","2210408F21Rik",29,"gene_size",2,TRUE,47479,"2210408F21Rik","chr6",31305266,31305295,29,"+",0.139,1
