ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165168386	165171984	165169947	165171984	165166930	165166996	4	40,34,42	318,371,314	77,120,98	577,668,686	298	149	0.0439322813409	0.25507934665565873	0.059,0.044,0.063	0.063,0.082,0.067	-0.015
5	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164963348	164963805	164963441	164963805	164961787	164961826	5	496,396,389	3,2,4	799,753,900	15,2,3	242	149	0.714489887557	1.0	0.99,0.992,0.984	0.97,0.996,0.995	0.002
6	"ENSMUSG00000040855"	"Reps2"	chrX	-	161297274	161297347	161297274	161297344	161301324	161301419	6	1,1,8	2,0,2	0,3,7	1,0,0	152	149	0.147142558111	0.559618822705137	0.329,1.0,0.797	0.0,1.0,1.0	0.042
7	"ENSMUSG00000040855"	"Reps2"	chrX	-	161335538	161335665	161335538	161335662	161337792	161337941	7	0,0,1	2,0,3	0,0,0	1,1,4	152	149	1	1.0	0.0,NA,0.246	0.0,0.0,0.0	0.123
9	"ENSMUSG00000025283"	"Sat1"	chrX	-	153996892	153996954	153996892	153996933	153997028	153997130	9	10,4,14	411,418,454	8,1,7	684,605,874	170	149	0.0273475375295	0.19047319998616669	0.021,0.008,0.026	0.01,0.001,0.007	0.012
10	"ENSMUSG00000025260"	"Hsd17b10"	chrX	+	150786618	150786777	150786648	150786777	150786356	150786521	10	6,4,6	1441,1653,1602	8,10,25	2848,2789,3159	179	149	1	1.0	0.003,0.002,0.003	0.002,0.003,0.007	-0.001
11	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589267	150589403	150589271	150589403	150583878	150583942	11	7,7,8	0,0,1	2,3,18	0,0,0	153	149	1	1.0	1.0,1.0,0.886	1.0,1.0,1.0	-0.038
12	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589267	150589403	150589271	150589403	150584309	150584362	12	22,24,30	4,4,0	14,11,32	6,7,1	153	149	0.0683952693376	0.3437078724940152	0.843,0.854,1.0	0.694,0.605,0.969	0.143
13	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589267	150589403	150589271	150589403	150586657	150586798	13	53,44,57	20,27,35	68,63,69	15,16,35	153	149	0.043442027595	0.25333819708225425	0.721,0.613,0.613	0.815,0.793,0.658	-0.106
14	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589267	150589403	150589271	150589403	150587441	150587536	14	55,83,72	37,37,48	70,93,122	32,51,81	153	149	0.906246036722	1.0	0.591,0.686,0.594	0.681,0.64,0.595	-0.015
15	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150681439	150681657	150681442	150681657	150680182	150680249	15	524,535,614	0,0,1	808,639,780	0,7,0	152	149	1	1.0	1.0,1.0,0.998	1.0,0.989,1.0	0.003
16	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150691723	150691952	150691726	150691952	150689946	150690080	16	61,68,63	0,0,0	67,51,110	0,2,0	152	149	1	1.0	1.0,1.0,1.0	1.0,0.962,1.0	0.013
17	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150691723	150691952	150691726	150691952	150690271	150690440	17	1469,1609,1477	57,41,58	2140,2124,2134	56,58,70	152	149	0.220338397541	0.7243098533178987	0.962,0.975,0.961	0.974,0.973,0.968	-0.006
18	"ENSMUSG00000025271"	"Pfkfb1"	chrX	+	149372791	149373080	149372948	149373080	149371940	149372040	18	7,24,14	21,24,30	16,20,33	25,31,40	298	149	0.429391457738	1.0	0.143,0.333,0.189	0.242,0.244,0.292	-0.038
21	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141134374	141134614	141134374	141134611	141143382	141143432	21	392,366,441	95,116,102	594,440,795	136,120,144	152	149	0.172289647227	0.6129429303583667	0.802,0.756,0.809	0.811,0.782,0.844	-0.023
22	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141134374	141134904	141134374	141134611	141143382	141143432	22	1957,1824,2132	95,116,102	2784,2287,3206	136,120,144	298	149	0.449395401216	1.0	0.912,0.887,0.913	0.911,0.905,0.918	-0.007
23	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141134374	141134904	141134374	141134614	141143382	141143432	23	1913,1801,2106	346,335,415	2725,2243,3135	532,395,714	298	149	0.522533747955	1.0	0.734,0.729,0.717	0.719,0.74,0.687	0.011
25	"ENSMUSG00000046432"	"Bex3"	chrX	+	135172011	135172727	135172016	135172727	135171558	135171631	25	5870,6401,6560	240,244,273	9131,8772,9645	390,380,461	154	149	0.275720298479	0.8297332130904483	0.959,0.962,0.959	0.958,0.957,0.953	0.004
27	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132973884	132974026	132973962	132974026	132970593	132970656	27	228,269,252	84,64,66	251,279,280	57,46,80	227	149	0.115379776175	0.48177591006405746	0.64,0.734,0.715	0.743,0.799,0.697	-0.05
28	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132973884	132974026	132973962	132974026	132973163	132973223	28	195,256,251	56,55,70	207,272,224	67,69,73	227	149	0.302905403359	0.8777623732373943	0.696,0.753,0.702	0.67,0.721,0.668	0.031
29	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132973884	132974026	132973962	132974026	132973426	132973513	29	173,222,186	92,141,100	196,234,240	262,236,263	227	149	5.97382066037e-09	1.2846203511737324e-06	0.552,0.508,0.55	0.329,0.394,0.375	0.171
31	"ENSMUSG00000025665"	"Rps6ka6"	chrX	-	110309904	110309981	110309904	110309966	110314374	110314536	31	90,107,104	84,83,66	53,58,97	60,46,61	164	149	0.775880114189	1.0	0.493,0.539,0.589	0.445,0.534,0.591	0.017
32	"ENSMUSG00000025665"	"Rps6ka6"	chrX	-	110372546	110372798	110372546	110372795	110372967	110373152	32	79,48,91	4,11,7	43,62,84	12,2,4	152	149	0.85281977228	1.0	0.951,0.811,0.927	0.778,0.968,0.954	-0.004
33	"ENSMUSG00000025665"	"Rps6ka6"	chrX	-	110372546	110372798	110372546	110372795	110396365	110396497	33	11,8,14	0,0,4	0,7,6	0,0,5	152	149	1	1.0	1.0,1.0,0.774	NA,1.0,0.541	0.154
36	"ENSMUSG00000031314"	"Taf1"	chrX	+	100584365	100584607	100584428	100584607	100582673	100582793	36	273,252,297	102,83,100	203,283,207	82,101,98	212	149	0.208680727393	0.699624216445202	0.653,0.681,0.676	0.635,0.663,0.598	0.038
41	"ENSMUSG00000035062"	"Zc4h2"	chrX	-	94685769	94685964	94685769	94685932	94686913	94687086	41	0,0,0	35,40,35	0,0,4	41,57,110	181	149	1	1.0	0.0,0.0,0.0	0.0,0.0,0.029	-0.01
44	"ENSMUSG00000035476"	"Tab3"	chrX	+	84652995	84653190	84652998	84653190	84619155	84619216	44	30,45,31	0,1,2	19,35,40	8,0,5	152	149	0.000827058369394	0.01563534155473419	1.0,0.978,0.938	0.7,1.0,0.887	0.11
45	"ENSMUSG00000035476"	"Tab3"	chrX	+	84652995	84653190	84652998	84653190	84637257	84637360	45	47,50,45	1,2,0	27,27,55	2,0,0	152	149	1	1.0	0.979,0.961,1.0	0.93,1.0,1.0	0.003
50	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73353995	73354140	73354085	73354140	73353568	73353740	50	4466,4712,4434	0,0,0	4832,5685,5968	0,2,0	239	149	1	1.0	1.0,1.0,1.0	1.0,0.999,1.0	0.0
51	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73331624	73331705	73331627	73331705	73327253	73327299	51	8,6,5	0,1,0	3,4,2	0,0,0	152	149	1	1.0	1.0,0.855,1.0	1.0,1.0,1.0	-0.048
52	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73331783	73332119	73332056	73332119	73331624	73331705	52	891,1035,984	0,0,0	1017,1537,1656	0,1,0	298	149	1	1.0	1.0,1.0,1.0	1.0,0.999,1.0	0.0
53	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73332053	73332119	73332056	73332119	73331783	73331825	53	50,34,56	176,231,273	12,28,32	131,158,159	152	149	0.134575689235	0.5322184920627088	0.218,0.126,0.167	0.082,0.148,0.165	0.039
54	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73332534	73332625	73332589	73332625	73332267	73332320	54	51,91,90	3,7,0	109,117,175	5,11,4	204	149	0.48057665126	1.0	0.925,0.905,1.0	0.941,0.886,0.97	0.011
55	"ENSMUSG00000031392"	"Irak1"	chrX	-	73060735	73061117	73060735	73061036	73061735	73061972	55	491,473,434	6,10,4	462,447,443	5,9,25	230	149	0.00908787166322	0.09054537771019	0.981,0.968,0.986	0.984,0.97,0.92	0.02
57	"ENSMUSG00000031392"	"Irak1"	chrX	-	73066078	73066270	73066078	73066267	73066454	73066558	57	141,151,162	75,69,63	180,138,180	69,75,73	152	149	0.772411151035	1.0	0.648,0.682,0.716	0.719,0.643,0.707	-0.008
58	"ENSMUSG00000031392"	"Irak1"	chrX	-	73066454	73066671	73066454	73066558	73066971	73067139	58	49,56,52	1,2,1	67,77,121	4,2,6	262	149	0.0873869379898	0.4047078869863708	0.965,0.941,0.967	0.905,0.956,0.92	0.031
62	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	72258833	72258961	72258846	72258961	72258379	72258426	62	96,103,95	11,9,5	100,185,186	6,5,8	162	149	0.0222061093233	0.16633632832736037	0.889,0.913,0.946	0.939,0.971,0.955	-0.039
63	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	72258833	72258961	72258846	72258961	72258379	72258462	63	208,319,280	19,20,19	321,351,433	15,13,13	162	149	0.00281551898119	0.03834008829003058	0.91,0.936,0.931	0.952,0.961,0.968	-0.035
64	"ENSMUSG00000015217"	"Hmgb3"	chrX	+	70601658	70601813	70601662	70601813	70599533	70599796	64	164,121,170	3,0,6	190,163,170	0,2,3	153	149	0.630746815461	1.0	0.982,1.0,0.965	1.0,0.988,0.982	-0.008
65	"ENSMUSG00000015217"	"Hmgb3"	chrX	+	70601658	70601813	70601662	70601813	70599595	70599843	65	7,17,14	0,1,0	16,5,3	0,0,0	153	149	1	1.0	1.0,0.943,1.0	1.0,1.0,1.0	-0.019
66	"ENSMUSG00000015217"	"Hmgb3"	chrX	+	70601658	70601813	70601662	70601813	70600551	70600714	66	4,5,4	1,0,0	5,3,1	0,0,0	153	149	1	1.0	0.796,1.0,1.0	1.0,1.0,1.0	-0.068
68	"ENSMUSG00000062070"	"Pgk1"	chrX	+	105243722	105243942	105243762	105243942	105243252	105243367	68	0,0,0	1232,1423,1405	1,1,0	1666,1631,1881	189	149	1	1.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0
69	"ENSMUSG00000054626"	"Xlr"	chrX	-	52798109	52798235	52798109	52798187	52799590	52799673	69	131,206,145	26,27,15	92,131,140	14,17,30	197	149	0.434086119044	1.0	0.792,0.852,0.88	0.833,0.854,0.779	0.019
70	"ENSMUSG00000054626"	"Xlr"	chrX	-	52798109	52798235	52798109	52798187	52799598	52799663	70	422,569,468	349,417,328	296,354,373	256,275,281	197	149	0.575875757183	1.0	0.478,0.508,0.519	0.467,0.493,0.501	0.015
72	"ENSMUSG00000036916"	"Zfp280c"	chrX	-	47667256	47667433	47667256	47667406	47677579	47677626	72	116,114,136	130,99,122	104,141,159	114,110,105	176	149	0.31841522077	0.8950658792995478	0.43,0.494,0.486	0.436,0.52,0.562	-0.036
73	"ENSMUSG00000036916"	"Zfp280c"	chrX	-	47667256	47667433	47667256	47667406	47680549	47680638	73	13,9,14	9,2,0	17,19,3	0,7,0	176	149	0.355938199986	0.941604329718619	0.55,0.792,1.0	1.0,0.697,1.0	-0.118
75	"ENSMUSG00000016308"	"Ube2a"	chrX	+	36146251	36146340	36146260	36146340	36145309	36145399	75	543,518,480	0,3,1	506,422,496	1,0,1	158	149	1	1.0	1.0,0.994,0.998	0.998,1.0,0.998	-0.001
76	"ENSMUSG00000054737"	"Zfp182"	chrX	-	20926741	20926796	20926741	20926767	20928132	20928242	76	1,9,5	0,1,0	4,11,4	0,0,0	178	149	1	1.0	1.0,0.883,1.0	1.0,1.0,1.0	-0.039
77	"ENSMUSG00000054737"	"Zfp182"	chrX	-	20926741	20926767	20926741	20926762	20928176	20928291	77	3,6,9	0,0,0	2,2,4	1,1,5	154	149	1.78566887765e-06	0.000184316741551033	1.0,1.0,1.0	0.659,0.659,0.436	0.415
78	"ENSMUSG00000054737"	"Zfp182"	chrX	-	20926741	20926796	20926741	20926762	20928176	20928291	78	87,94,122	0,0,0	52,58,42	1,1,5	183	149	0.0531017501939	0.28949697085786846	1.0,1.0,1.0	0.977,0.979,0.872	0.057
79	"ENSMUSG00000054737"	"Zfp182"	chrX	-	20926741	20926796	20926741	20926767	20928176	20928291	79	86,94,122	2,6,9	52,58,42	2,2,4	178	149	0.64759622636	1.0	0.973,0.929,0.919	0.956,0.96,0.898	0.002
