ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"ENSMUSG00000095041"	"ENSMUSG00000095041"	chrJH584304.1	-	53535	54479	52189	52367	54720	54867	0	23058,22752,22325	1,0,0	22791,23228,27449	0,2,0	1093	149	1	1.0	1.0,1.0,1.0	1.0,0.999,1.0	0.0
1	"ENSMUSG00000095041"	"ENSMUSG00000095041"	chrJH584304.1	-	53535	54479	52189	52367	55111	55701	1	20937,20542,20111	0,0,0	20474,20965,24579	0,0,2	1093	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.999	0.0
2	"ENSMUSG00000095041"	"ENSMUSG00000095041"	chrJH584304.1	-	54720	54867	52189	52367	55111	55701	2	4172,4483,4486	0,0,0	4415,4442,5250	0,0,2	296	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.999	0.0
3	"ENSMUSG00000095041"	"ENSMUSG00000095041"	chrJH584304.1	-	54720	54867	53535	54479	55111	55701	3	6299,6697,6711	7,4,11	6734,6704,8130	2,1,10	296	149	1	1.0	0.998,0.999,0.997	0.999,1.0,0.998	-0.001
4	"ENSMUSG00000095041"	"ENSMUSG00000095041"	chrJH584304.1	-	56985	57151	55111	55701	58563	58835	4	7353,7574,7625	751,753,855	7200,8000,9008	693,760,792	315	149	0.184133835458	1.0	0.822,0.826,0.808	0.831,0.833,0.843	-0.017
5	"ENSMUSG00000095041"	"ENSMUSG00000095041"	chrJH584304.1	-	56985	57151	55111	55701	59591	59667	5	3917,4194,4254	656,759,848	3788,4324,4886	885,750,842	315	149	0.588690757064	1.0	0.739,0.723,0.704	0.669,0.732,0.733	0.011
6	"ENSMUSG00000095041"	"ENSMUSG00000095041"	chrJH584304.1	-	58563	58835	55111	55701	59591	59667	6	6705,6801,7178	656,759,848	6872,7215,8188	885,750,842	421	149	0.812622530905	1.0	0.783,0.76,0.75	0.733,0.773,0.775	0.004
7	"ENSMUSG00000095041"	"ENSMUSG00000095041"	chrJH584304.1	-	58563	58835	56985	57151	59591	59667	7	9560,9596,9854	162,168,160	9686,10248,11613	95,117,94	421	149	4.21566802355e-07	4.118509515778718e-05	0.954,0.953,0.956	0.973,0.969,0.978	-0.019
168	"ENSMUSG00000031358"	"Msl3"	chrX	-	167439958	167440043	167437112	167437964	167441610	167441710	168	328,343,367	0,0,1	367,392,403	0,0,0	234	149	1	1.0	1.0,1.0,0.996	1.0,1.0,1.0	-0.001
169	"ENSMUSG00000031358"	"Msl3"	chrX	-	167452485	167452611	167451626	167451787	167453215	167453307	169	1059,1091,1056	0,0,1	1331,1395,1452	0,0,0	275	149	1	1.0	1.0,1.0,0.998	1.0,1.0,1.0	-0.001
170	"ENSMUSG00000031358"	"Msl3"	chrX	-	167452485	167452611	167451626	167451787	167454138	167454239	170	364,351,360	3,0,0	431,441,507	0,0,0	275	149	1	1.0	0.985,1.0,1.0	1.0,1.0,1.0	-0.005
171	"ENSMUSG00000031358"	"Msl3"	chrX	-	167453215	167453307	167451626	167451787	167454138	167454239	171	309,335,297	3,0,0	388,366,404	0,0,0	241	149	1	1.0	0.985,1.0,1.0	1.0,1.0,1.0	-0.005
172	"ENSMUSG00000031358"	"Msl3"	chrX	-	167453215	167453307	167452485	167452611	167454138	167454239	172	957,1020,933	0,2,1	1180,1232,1262	0,1,0	241	149	1	1.0	1.0,0.997,0.998	1.0,0.999,1.0	-0.001
173	"ENSMUSG00000031358"	"Msl3"	chrX	-	167455258	167455341	167454790	167454886	167456723	167456894	173	211,187,160	259,316,269	193,215,241	436,251,371	232	149	0.689538822531	1.0	0.343,0.275,0.276	0.221,0.355,0.294	0.008
175	"ENSMUSG00000025742"	"Prps2"	chrX	-	166133510	166133670	166129317	166131994	166135131	166135305	175	493,508,565	0,1,1	780,641,877	0,0,0	309	149	1	1.0	1.0,0.996,0.996	1.0,1.0,1.0	-0.003
176	"ENSMUSG00000025742"	"Prps2"	chrX	-	166135131	166135305	166133510	166133670	166146540	166146665	176	544,601,676	0,0,0	802,801,934	0,0,4	323	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.991	0.003
177	"ENSMUSG00000025742"	"Prps2"	chrX	-	166146540	166146665	166135131	166135305	166148114	166148213	177	535,629,677	2,0,2	765,873,899	7,2,6	274	149	0.924814440751	1.0	0.993,1.0,0.995	0.983,0.996,0.988	0.007
182	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165136560	165136680	165127687	165128077	165150023	165150170	182	152,160,194	2,4,2	278,331,343	23,16,15	269	149	1.98747020264e-05	0.0010334716684597968	0.977,0.957,0.982	0.87,0.92,0.927	0.066
