ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
5	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163205699	163205579	163205660	163210927	163211060	5	19,28,25	1,2,9	28,37,30	1,1,4	188	149	0.0587631443073	0.2813429813785833	0.938,0.917,0.688	0.957,0.967,0.856	-0.079
6	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163205982	163205579	163205660	163210927	163211060	6	443,528,527	1,2,9	495,458,529	1,1,4	471	149	0.124106158474	0.4635556631837648	0.993,0.988,0.949	0.994,0.993,0.977	-0.011
7	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206359	163205579	163205660	163210927	163211060	7	678,817,831	1,2,9	683,658,808	1,1,4	848	149	0.13676984992	0.4957615337012961	0.992,0.986,0.942	0.992,0.991,0.973	-0.012
8	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206668	163205579	163205660	163210927	163211060	8	676,788,842	1,2,9	677,668,805	1,1,4	1157	149	0.145148235105	0.5169775757703567	0.989,0.981,0.923	0.989,0.989,0.963	-0.016
9	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163205982	163205579	163205699	163210927	163211060	9	424,500,504	0,0,2	467,421,499	0,0,0	432	149	1	1.0	1.0,1.0,0.989	1.0,1.0,1.0	-0.004
10	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206359	163205579	163205699	163210927	163211060	10	659,789,808	0,0,2	655,621,778	0,0,0	809	149	1	1.0	1.0,1.0,0.987	1.0,1.0,1.0	-0.004
11	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206668	163205579	163205699	163210927	163211060	11	657,760,819	0,0,2	649,631,775	0,0,0	1118	149	1	1.0	1.0,1.0,0.982	1.0,1.0,1.0	-0.006
12	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206359	163205579	163205982	163210927	163211060	12	261,328,330	26,39,26	234,235,305	46,35,26	526	149	0.108486709645	0.42070370139768803	0.74,0.704,0.782	0.59,0.655,0.769	0.071
13	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206668	163205579	163205982	163210927	163211060	13	259,299,341	26,39,26	228,245,302	46,35,26	835	149	0.18355838499	0.6034390411952555	0.64,0.578,0.701	0.469,0.555,0.675	0.073
14	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206668	163205579	163206359	163210927	163211060	14	39,39,54	41,68,43	41,43,48	47,33,51	458	149	0.492382662143	1.0	0.236,0.157,0.29	0.221,0.298,0.234	-0.023
15	"ENSMUSG00000031295"	"Phka2"	chrX	+	159369774	159369950	159369774	159369945	159371960	159372014	15	16,9,18	123,118,92	11,47,26	153,205,277	154	149	0.876712201205	1.0	0.112,0.069,0.159	0.065,0.182,0.083	0.003
16	"ENSMUSG00000025283"	"Sat1"	chrX	-	153998115	153998680	153998596	153998680	153997028	153997130	16	174,170,162	744,687,668	151,151,245	1130,873,1349	630	149	0.000215683837521	0.0050246345852114445	0.052,0.055,0.054	0.031,0.039,0.041	0.017
18	"ENSMUSG00000025262"	"Fam120c"	chrX	+	150250295	150250852	150250295	150250434	150252471	150254838	18	379,502,435	0,0,0	635,688,762	2,0,0	567	149	1	1.0	1.0,1.0,1.0	0.988,1.0,1.0	0.004
20	"ENSMUSG00000041245"	"Wnk3"	chrX	+	150076805	150077037	150076805	150076896	150077417	150077548	20	12,6,4	3,10,24	12,8,13	20,16,14	290	149	0.971350004154	1.0	0.673,0.236,0.079	0.236,0.204,0.323	0.075
21	"ENSMUSG00000031433"	"Rbm41"	chrX	-	138895860	138895977	138895921	138895977	138894660	138894853	21	136,166,148	1,1,3	240,238,295	4,0,1	210	149	1	1.0	0.99,0.992,0.972	0.977,1.0,0.995	-0.006
30	"ENSMUSG00000025597"	"Klhl4"	chrX	+	113452698	113452885	113452698	113452867	113459049	113459274	30	12,5,2	12,29,33	0,0,0	4,3,8	167	149	1.50057315017e-05	0.0006464798023677603	0.472,0.133,0.051	0.0,0.0,0.0	0.219
31	"ENSMUSG00000025592"	"Dach2"	chrX	+	112724539	112724718	112724539	112724688	112724813	112724961	31	3,0,0	5,0,2	6,1,4	34,11,26	179	149	1	1.0	0.333,NA,0.0	0.128,0.07,0.114	0.063
