ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165168386	165171984	165168386	165168477	165169947	165171984	2	331,294,493	6,13,17	567,774,989	37,49,50	1619	149	0.00579070970946	0.03257612981640056	0.835,0.675,0.727	0.585,0.592,0.645	0.138
4	"ENSMUSG00000025262"	"Fam120c"	chrX	+	150250295	150250852	150250295	150250434	150250794	150250852	4	148,232,170	154,159,174	258,327,366	240,259,242	509	149	0.262382436049	0.5391174156083727	0.22,0.299,0.222	0.239,0.27,0.307	-0.025
5	"ENSMUSG00000025268"	"Maged2"	chrX	-	149591716	149592148	149591716	149591779	149592105	149592148	5	134,179,129	338,301,319	321,343,432	546,452,582	475	149	0.000117816044375	0.0013929332984139345	0.111,0.157,0.113	0.156,0.192,0.189	-0.052
6	"ENSMUSG00000025268"	"Maged2"	chrX	-	149594818	149595310	149594818	149594944	149595151	149595310	6	1363,1545,1523	0,2,0	2787,2099,2854	0,0,0	356	149	1	1.0	1.0,0.997,1.0	1.0,1.0,1.0	-0.001
8	"ENSMUSG00000000223"	"Drp2"	chrX	+	133341083	133342135	133341083	133341169	133341977	133342135	8	49,97,103	2,7,0	62,111,94	5,3,0	957	149	0.810516793062	1.0	0.792,0.683,1.0	0.659,0.852,1.0	-0.012
9	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132970593	132974026	132970593	132970656	132973884	132974026	9	828,923,1119	75,83,88	1132,1331,1564	85,63,78	3377	149	0.00337047776923	0.02151140324928032	0.328,0.329,0.359	0.37,0.482,0.469	-0.102
10	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132970593	132974026	132970593	132970656	132973962	132974026	10	981,1109,1283	84,64,66	1298,1547,1766	57,46,80	3455	149	0.00341290323153	0.021705342244968572	0.335,0.428,0.456	0.495,0.592,0.488	-0.119
12	"ENSMUSG00000046032"	"Snx12"	chrX	-	100255564	100257470	100255564	100255952	100257379	100257470	12	3002,3003,3130	79,80,98	2973,3034,3413	88,76,73	1576	149	0.373814170848	0.6842507106994355	0.782,0.78,0.751	0.762,0.791,0.816	-0.019
13	"ENSMUSG00000031297"	"Slc7a3"	chrX	-	100123706	100124477	100123706	100123873	100124313	100124477	13	125,107,155	382,298,376	148,169,203	683,531,694	589	149	0.0104723811618	0.050814101292270604	0.076,0.083,0.094	0.052,0.075,0.069	0.019
15	"ENSMUSG00000025151"	"Maged1"	chrX	-	93580479	93580962	93580479	93580594	93580899	93580962	15	614,621,519	4831,5106,5117	1086,1091,1325	4527,4334,5239	454	149	0	0.0	0.04,0.038,0.032	0.073,0.076,0.077	-0.039
16	"ENSMUSG00000025151"	"Maged1"	chrX	-	93580899	93581190	93580899	93580962	93581147	93581190	16	72,69,84	4682,4906,5097	144,107,121	4675,4410,5376	334	149	0.259205695889	0.5363065358977624	0.007,0.006,0.007	0.014,0.011,0.01	-0.005
17	"ENSMUSG00000025151"	"Maged1"	chrX	-	93581281	93581671	93581281	93581361	93581579	93581671	17	1938,1984,1978	3861,4094,4359	2579,2813,3341	3826,3439,3880	367	149	8.36258917669e-09	3.81715146470179e-07	0.169,0.164,0.156	0.215,0.249,0.259	-0.078
20	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73351277	73351867	73351277	73351476	73351735	73351867	20	1826,1980,2096	1725,1806,1737	1836,2612,2734	1913,2028,1839	408	149	0.335038468862	0.6348653277542681	0.279,0.286,0.306	0.26,0.32,0.352	-0.02
21	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73352681	73353740	73352681	73352781	73353568	73353740	21	692,835,774	3723,4042,4072	957,1269,1276	4194,4866,5203	936	149	0.00851635746819	0.0435602624543165	0.029,0.032,0.029	0.035,0.04,0.038	-0.008
22	"ENSMUSG00000019087"	"Atp6ap1"	chrX	+	73344183	73344964	73344183	73344377	73344929	73344964	22	276,284,284	1126,1118,1262	288,259,302	1207,935,1149	701	149	0.483431225793	0.8044545455512496	0.05,0.051,0.046	0.048,0.056,0.053	-0.003
23	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73326355	73327006	73326355	73326722	73326877	73327006	23	37,37,47	720,701,786	26,33,67	675,1124,1125	304	149	0.118347046264	0.3046105987351777	0.025,0.025,0.028	0.019,0.014,0.028	0.006
24	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73331783	73332119	73331783	73331825	73332053	73332119	24	888,985,947	46,33,55	1092,1669,1819	12,26,28	377	149	8.82627304577e-13	9.36104135383724e-11	0.884,0.922,0.872	0.973,0.962,0.963	-0.073
25	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73331783	73332119	73331783	73331825	73332056	73332119	25	892,986,948	176,231,273	1092,1671,1823	131,158,159	380	149	7.77156117238e-16	1.2738295267091944e-13	0.665,0.626,0.577	0.766,0.806,0.818	-0.174
26	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73332056	73332625	73332056	73332119	73332534	73332625	26	1006,1285,1136	14,2,8	1320,2065,2387	9,15,4	564	149	0.272352152308	0.5523632515312981	0.95,0.994,0.974	0.975,0.973,0.994	-0.008
27	"ENSMUSG00000031387"	"Renbp"	chrX	-	72972721	72974123	72972721	72973868	72974013	72974123	27	60,77,64	432,537,510	33,38,52	457,470,516	294	149	0.00104150588977	0.008318199512548212	0.066,0.068,0.06	0.035,0.039,0.049	0.024
28	"ENSMUSG00000002014"	"Ssr4"	chrX	+	72830789	72832559	72830789	72830912	72832440	72832559	28	646,611,563	2700,2920,2648	447,504,541	2760,2714,3088	1677	149	0.0112299257454	0.05356496327766191	0.021,0.018,0.019	0.014,0.016,0.015	0.004
29	"ENSMUSG00000002014"	"Ssr4"	chrX	+	72833405	72834030	72833405	72833480	72833964	72834030	29	713,700,806	42,33,24	727,659,858	36,55,27	633	149	0.387355477528	0.6987513016338008	0.8,0.833,0.888	0.826,0.738,0.882	0.025
31	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	72258379	72258961	72258379	72258426	72258833	72258961	31	476,577,618	79,70,86	494,664,885	92,163,160	556	149	0.00263885384492	0.0175243222187505	0.618,0.688,0.658	0.59,0.522,0.597	0.085
32	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	72258379	72258961	72258379	72258462	72258833	72258961	32	182,285,312	191,286,271	173,292,322	313,329,407	520	149	0.00180110376676	0.013120768046336485	0.214,0.222,0.248	0.137,0.203,0.185	0.053
33	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	72258379	72258961	72258379	72258426	72258846	72258961	33	493,610,627	11,9,5	502,686,911	6,5,8	569	149	0.13117969351	0.32883295227686726	0.921,0.947,0.97	0.956,0.973,0.968	-0.02
34	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	72258379	72258961	72258379	72258462	72258846	72258961	34	199,318,321	19,20,19	181,314,348	15,13,13	533	149	0.135040392666	0.33629534250938947	0.745,0.816,0.825	0.771,0.871,0.882	-0.046
36	"ENSMUSG00000035967"	"Ints6l"	chrX	+	55538398	55542094	55538398	55538493	55541875	55542094	36	658,799,759	8,5,2	411,543,727	0,4,5	3531	149	0.438050719898	0.7597685202278365	0.776,0.871,0.941	1.0,0.851,0.86	-0.041
38	"ENSMUSG00000087365"	"C430049B03Rik"	chrX	-	52143453	52145041	52143453	52144367	52145018	52145041	38	632,750,691	4,0,12	498,529,687	2,3,9	800	149	0.82228863079	1.0	0.967,1.0,0.915	0.979,0.97,0.934	-0.0
39	"ENSMUSG00000087365"	"C430049B03Rik"	chrX	-	52144732	52145041	52144732	52144782	52145018	52145041	39	418,540,528	4,2,1	356,383,472	0,0,6	385	149	1	1.0	0.976,0.991,0.995	1.0,1.0,0.968	-0.002
40	"ENSMUSG00000087365"	"C430049B03Rik"	chrX	-	52143453	52145646	52143453	52145041	52145534	52145646	40	63,53,49	106,141,120	31,34,37	77,86,139	642	149	0.0873736828359	0.24329691143340185	0.121,0.08,0.087	0.085,0.084,0.058	0.02
43	"ENSMUSG00000036932"	"Aifm1"	chrX	-	47572031	47573512	47572031	47572139	47573403	47573512	43	173,200,230	481,474,514	170,234,249	406,437,487	1413	149	0.10108058265	0.26994043586774835	0.037,0.043,0.045	0.042,0.053,0.051	-0.007
45	"ENSMUSG00000031066"	"Usp11"	chrX	+	20578564	20579221	20578564	20578682	20579075	20579221	45	3,27,20	238,275,204	13,26,27	257,242,263	542	149	0.283042625827	0.5665524579047481	0.003,0.026,0.026	0.014,0.029,0.027	-0.005
46	"ENSMUSG00000031066"	"Usp11"	chrX	+	20582985	20584043	20582985	20583192	20583993	20584043	46	265,186,272	450,476,356	342,355,502	424,376,465	950	149	5.37955291757e-07	1.4369383570931421e-05	0.085,0.058,0.107	0.112,0.129,0.145	-0.045
47	"ENSMUSG00000064127"	"Med14"	chrX	-	12572537	12572931	12572537	12572684	12572770	12572931	47	5,0,6	273,325,327	8,5,6	275,207,286	235	149	0.375540954171	0.6858618516596209	0.011,0.0,0.012	0.018,0.015,0.013	-0.008
48	"ENSMUSG00000039201"	"Tbc1d25"	chrX	-	8022554	8023017	8022554	8022743	8022889	8023017	48	26,33,34	121,139,124	18,35,37	119,83,113	295	149	0.402982139585	0.7183161618109293	0.098,0.107,0.122	0.071,0.176,0.142	-0.021
50	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8010086	8010918	8010086	8010186	8010811	8010918	50	1449,1520,1535	3733,4072,4764	1174,1314,1471	3954,3318,4004	774	149	0.781875424923	1.0	0.07,0.067,0.058	0.054,0.071,0.066	0.001
51	"ENSMUSG00000039231"	"Suv39h1"	chrX	-	7929934	7930296	7929934	7930064	7930149	7930296	51	87,99,112	697,693,643	47,68,66	414,446,455	234	149	0.587668739472	0.9009921235272246	0.074,0.083,0.1	0.067,0.088,0.085	0.006
52	"ENSMUSG00000031154"	"Otud5"	chrX	+	7733753	7734062	7733753	7733818	7733905	7734062	52	0,2,4	1127,1215,1076	1,5,1	1075,943,997	236	149	1	1.0	0.0,0.001,0.002	0.001,0.003,0.001	-0.001
54	"ENSMUSG00000031146"	"Plp2"	chrX	-	7535653	7535997	7535653	7535749	7535841	7535997	54	71,63,77	4259,4320,3702	40,35,51	3659,3962,4077	241	149	0.641400320007	0.9486831640464487	0.01,0.009,0.013	0.007,0.005,0.008	0.004
