ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
5	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163205699	163205579	163205660	163210927	163211060	5	19,28,25	1,2,9	28,37,30	1,1,4	188	149	0.0587631443073	0.28524514597572387	0.938,0.917,0.688	0.957,0.967,0.856	-0.079
6	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163205982	163205579	163205660	163210927	163211060	6	226,312,299	1,2,9	272,253,265	1,1,4	298	149	0.123556671467	0.46999402148827363	0.991,0.987,0.943	0.993,0.992,0.971	-0.012
7	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206359	163205579	163205660	163210927	163211060	7	241,341,316	1,2,9	273,251,290	1,1,4	298	149	0.142759643673	0.5203605573324431	0.992,0.988,0.946	0.993,0.992,0.973	-0.011
8	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206668	163205579	163205660	163210927	163211060	8	200,273,275	1,2,9	226,221,239	1,1,4	298	149	0.152626916401	0.5480614529507909	0.99,0.986,0.939	0.991,0.991,0.968	-0.012
9	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163205982	163205579	163205699	163210927	163211060	9	264,318,314	0,0,2	290,263,283	0,0,0	298	149	1	1.0	1.0,1.0,0.987	1.0,1.0,1.0	-0.004
10	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206359	163205579	163205699	163210927	163211060	10	279,347,331	0,0,2	291,261,308	0,0,0	298	149	1	1.0	1.0,1.0,0.988	1.0,1.0,1.0	-0.004
11	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206668	163205579	163205699	163210927	163211060	11	238,279,290	0,0,2	244,231,257	0,0,0	298	149	1	1.0	1.0,1.0,0.986	1.0,1.0,1.0	-0.005
12	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206359	163205579	163205982	163210927	163211060	12	165,198,215	26,39,26	159,142,181	46,35,26	298	149	0.0887813594669	0.3704528970053118	0.76,0.717,0.805	0.633,0.67,0.777	0.067
13	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206668	163205579	163205982	163210927	163211060	13	124,130,174	26,39,26	112,112,130	46,35,26	298	149	0.132233783902	0.49227316234607105	0.705,0.625,0.77	0.549,0.615,0.714	0.074
14	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206668	163205579	163206359	163210927	163211060	14	18,16,19	41,68,43	16,21,19	47,33,51	298	149	0.416794391503	1.0	0.18,0.105,0.181	0.145,0.241,0.157	-0.026
15	"ENSMUSG00000031295"	"Phka2"	chrX	+	159369774	159369950	159369774	159369945	159371960	159372014	15	16,9,18	123,118,92	11,47,26	153,205,277	154	149	0.876712201205	1.0	0.112,0.069,0.159	0.065,0.182,0.083	0.003
16	"ENSMUSG00000025283"	"Sat1"	chrX	-	153998115	153998680	153998596	153998680	153997028	153997130	16	72,85,80	744,687,668	79,75,126	1130,873,1349	298	149	0.0147706422179	0.10616670849810136	0.046,0.058,0.056	0.034,0.041,0.045	0.013
18	"ENSMUSG00000025262"	"Fam120c"	chrX	+	150250295	150250852	150250295	150250434	150252471	150254838	18	303,388,336	0,0,0	511,494,567	2,0,0	298	149	1	1.0	1.0,1.0,1.0	0.992,1.0,1.0	0.003
20	"ENSMUSG00000041245"	"Wnk3"	chrX	+	150076805	150077037	150076805	150076896	150077417	150077548	20	12,6,4	3,10,24	12,8,13	20,16,14	290	149	0.971350004154	1.0	0.673,0.236,0.079	0.236,0.204,0.323	0.075
21	"ENSMUSG00000031433"	"Rbm41"	chrX	-	138895860	138895977	138895921	138895977	138894660	138894853	21	136,166,148	1,1,3	240,238,295	4,0,1	210	149	1	1.0	0.99,0.992,0.972	0.977,1.0,0.995	-0.006
30	"ENSMUSG00000025597"	"Klhl4"	chrX	+	113452698	113452885	113452698	113452867	113459049	113459274	30	12,5,2	12,29,33	0,0,0	4,3,8	167	149	1.50057315017e-05	0.000637135248355965	0.472,0.133,0.051	0.0,0.0,0.0	0.219
31	"ENSMUSG00000025592"	"Dach2"	chrX	+	112724539	112724718	112724539	112724688	112724813	112724961	31	3,0,0	5,0,2	6,1,4	34,11,26	179	149	1	1.0	0.333,NA,0.0	0.128,0.07,0.114	0.063
34	"ENSMUSG00000097571"	"Jpx"	chrX	+	102546465	102546798	102546465	102546536	102561916	102561963	34	13,9,5	1,2,0	12,20,18	0,0,0	298	149	0.776249775817	1.0	0.867,0.692,1.0	1.0,1.0,1.0	-0.147
36	"ENSMUSG00000031297"	"Slc7a3"	chrX	-	100123706	100124477	100124313	100124477	100123305	100123414	36	326,302,345	0,0,1	536,560,576	2,0,0	298	149	1	1.0	1.0,1.0,0.994	0.993,1.0,1.0	0.0
38	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73351277	73351867	73351277	73351476	73352681	73352781	38	2869,3229,3357	0,0,0	3195,3965,4062	0,0,7	298	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.997	0.001
39	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73352681	73353740	73352681	73352781	73353995	73354140	39	3034,3320,3065	0,0,2	3343,4160,4156	0,0,0	298	149	1	1.0	1.0,1.0,0.999	1.0,1.0,1.0	-0.0
40	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73352681	73353740	73352681	73352781	73354243	73354298	40	146,191,168	2,0,3	216,285,290	0,0,0	298	149	0.557727424493	1.0	0.973,1.0,0.966	1.0,1.0,1.0	-0.02
41	"ENSMUSG00000019087"	"Atp6ap1"	chrX	+	73344929	73344970	73344929	73344964	73345541	73345627	41	1120,1037,1161	25,52,19	1173,887,1018	43,27,30	155	149	0.496899089795	1.0	0.977,0.95,0.983	0.963,0.969,0.97	0.003
42	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73332056	73332625	73332056	73332119	73332710	73332788	42	234,336,357	67,93,115	442,749,852	29,52,30	298	149	0	0.0	0.636,0.644,0.608	0.884,0.878,0.934	-0.269
43	"ENSMUSG00000031387"	"Renbp"	chrX	-	72973792	72973868	72973834	72973868	72973286	72973459	43	81,133,130	1,0,5	145,107,137	1,1,0	191	149	0.580752879354	1.0	0.984,1.0,0.953	0.991,0.988,1.0	-0.014
44	"ENSMUSG00000031387"	"Renbp"	chrX	-	72973792	72973868	72973834	72973868	72973610	72973686	44	523,642,582	68,61,45	646,569,620	32,50,39	191	149	0.00465531506132	0.04778225019008686	0.857,0.891,0.91	0.94,0.899,0.925	-0.035
45	"ENSMUSG00000002014"	"Ssr4"	chrX	+	72833405	72834030	72833405	72833480	72834259	72834432	45	1605,1425,1591	6,2,3	1610,1260,1539	0,0,0	298	149	1	1.0	0.993,0.997,0.996	1.0,1.0,1.0	-0.005
46	"ENSMUSG00000019558"	"Slc6a8"	chrX	+	72723524	72723662	72723524	72723653	72723737	72723840	46	126,165,129	1,2,0	242,170,198	1,6,0	158	149	0.920597718918	1.0	0.992,0.987,1.0	0.996,0.964,1.0	0.006
47	"ENSMUSG00000019558"	"Slc6a8"	chrX	+	72723524	72723677	72723524	72723653	72723737	72723840	47	1,8,0	1,2,0	2,0,1	1,6,0	173	149	1	1.0	0.463,0.775,NA	0.633,0.0,1.0	0.075
49	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	72257954	72258191	72257954	72258087	72258379	72258462	49	20,37,42	362,430,435	29,26,42	429,555,655	253	149	0.0775946587863	0.3419388750442561	0.032,0.048,0.054	0.038,0.027,0.036	0.011
