ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
2	56,61,63	6,13,17	123,192,186	37,49,50	298	149
4	90,157,86	154,159,174	158,175,233	240,259,242	298	149
5	54,83,56	338,301,319	130,163,214	546,452,582	298	149
6	947,1164,1122	0,2,0	2042,1650,1999	0,0,0	298	149
8	28,12,11	2,7,0	10,24,19	5,3,0	298	149
9	101,153,123	75,83,88	164,199,243	85,63,78	298	149
10	225,282,251	84,64,66	252,310,358	57,46,80	298	149
12	748,717,751	79,80,98	805,775,907	88,76,73	298	149
13	66,50,76	382,298,376	60,78,85	683,531,694	298	149
15	446,430,335	4831,5106,5117	774,757,981	4527,4334,5239	298	149
16	58,67,79	4682,4906,5097	139,107,116	4675,4410,5376	298	149
17	1708,1746,1705	3861,4094,4359	2266,2480,2963	3826,3439,3880	298	149
20	1411,1520,1644	1725,1806,1737	1402,1964,2092	1913,2028,1839	298	149
21	260,332,290	3723,4042,4072	356,503,516	4194,4866,5203	298	149
22	107,100,146	1126,1118,1262	98,120,114	1207,935,1149	298	149
23	37,33,47	720,701,786	26,33,67	675,1124,1125	298	149
24	779,880,821	46,33,55	963,1470,1600	12,26,28	298	149
25	783,880,821	176,231,273	959,1470,1603	131,158,159	298	149
26	586,709,610	14,2,8	682,1105,1273	9,15,4	298	149
27	60,77,64	432,537,510	33,38,52	457,470,516	294	149
28	102,93,93	2700,2920,2648	67,98,79	2760,2714,3088	298	149
29	309,290,327	42,33,24	304,307,363	36,55,27	298	149
31	390,455,485	79,70,86	424,537,742	92,163,160	298	149
32	104,174,193	191,286,271	115,170,197	313,329,407	298	149
33	406,479,489	11,9,5	432,556,768	6,5,8	298	149
34	120,198,197	19,20,19	123,189,223	15,13,13	298	149
36	47,46,57	8,5,2	24,36,21	0,4,5	298	149
38	247,280,248	4,0,12	158,194,256	2,3,9	298	149
39	348,440,435	4,2,1	293,303,388	0,0,6	298	149
40	52,37,40	106,141,120	15,18,22	77,86,139	298	149
43	44,54,54	481,474,514	50,46,61	406,437,487	298	149
45	2,13,11	238,275,204	3,13,10	257,242,263	298	149
46	85,72,114	450,476,356	96,142,163	424,376,465	298	149
47	5,0,6	273,325,327	8,5,6	275,207,286	235	149
48	26,33,34	121,139,124	18,35,37	119,83,113	295	149
50	400,417,424	3733,4072,4764	268,326,361	3954,3318,4004	298	149
51	87,99,112	697,693,643	47,68,66	414,446,455	234	149
52	0,2,4	1127,1215,1076	1,5,1	1075,943,997	236	149
54	71,63,77	4259,4320,3702	40,35,51	3659,3962,4077	241	149
56	28,36,32	3,4,3	40,47,33	6,13,1	298	149
57	4,7,17	130,165,186	6,8,9	164,136,197	270	149
58	4,2,8	307,375,322	3,4,3	414,341,378	229	149
59	58,40,70	31,13,37	31,53,66	39,51,50	298	149
