"event_id","GeneID","geneSymbol","chr","exonStart_0base","exonEnd","exon_length","size_category","Neg_dPSI","Neg_FDR","Neg_significant","Neg_direction","Pos_dPSI","Pos_FDR","Pos_significant","Pos_direction","KO_dPSI","KO_FDR","KO_significant","KO_direction","pattern"
"ENSMUSG00000000037_chrX_160038025_160038177","ENSMUSG00000000037","Scml2","chrX",160038025,160038177,152,"Regular (>50bp)",-0.098,1,FALSE,"Exclusion",-0.251,0.0012169775474326,TRUE,"Exclusion",-0.276,0.00668244294781898,TRUE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000131_chr7_125702794_125702887","ENSMUSG00000000131","Xpo6","chr7",125702794,125702887,93,"Regular (>50bp)",0.075,0.253647423566846,FALSE,"Inclusion",0.148,0.0300447947991917,TRUE,"Inclusion",0.057,0.811500067416801,FALSE,"Inclusion","Inc/Inc/Inc"
"ENSMUSG00000000244_chr7_142568695_142568797","ENSMUSG00000000244","Tspan32","chr7",142568695,142568797,102,"Regular (>50bp)",NA,NA,NA,NA,NA,NA,NA,NA,-0.259,0.0387604030216811,TRUE,"Exclusion","NS/NS/Exc"
"ENSMUSG00000000296_chr10_31214180_31214241","ENSMUSG00000000296","Tpd52l1","chr10",31214180,31214241,61,"Regular (>50bp)",-0.283,1,FALSE,"Exclusion",-0.561,0.00014979744909032,TRUE,"Exclusion",-0.348,0.275069270338895,FALSE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000296_chr10_31214180_31214241","ENSMUSG00000000296","Tpd52l1","chr10",31214180,31214241,61,"Regular (>50bp)",-0.283,1,FALSE,"Exclusion",-0.561,0.00014979744909032,TRUE,"Exclusion",-0.012,1,FALSE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000296_chr10_31214180_31214241","ENSMUSG00000000296","Tpd52l1","chr10",31214180,31214241,61,"Regular (>50bp)",-0.283,1,FALSE,"Exclusion",-0.561,0.00014979744909032,TRUE,"Exclusion",-0.145,1,FALSE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000296_chr10_31214180_31214241","ENSMUSG00000000296","Tpd52l1","chr10",31214180,31214241,61,"Regular (>50bp)",-0.179,0.683616171487678,FALSE,"Exclusion",-0.561,0.00014979744909032,TRUE,"Exclusion",-0.348,0.275069270338895,FALSE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000296_chr10_31214180_31214241","ENSMUSG00000000296","Tpd52l1","chr10",31214180,31214241,61,"Regular (>50bp)",-0.179,0.683616171487678,FALSE,"Exclusion",-0.561,0.00014979744909032,TRUE,"Exclusion",-0.012,1,FALSE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000296_chr10_31214180_31214241","ENSMUSG00000000296","Tpd52l1","chr10",31214180,31214241,61,"Regular (>50bp)",-0.179,0.683616171487678,FALSE,"Exclusion",-0.561,0.00014979744909032,TRUE,"Exclusion",-0.145,1,FALSE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000296_chr10_31214180_31214241","ENSMUSG00000000296","Tpd52l1","chr10",31214180,31214241,61,"Regular (>50bp)",-0.283,1,FALSE,"Exclusion",-0.592,0.000113527244093131,TRUE,"Exclusion",-0.348,0.275069270338895,FALSE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000296_chr10_31214180_31214241","ENSMUSG00000000296","Tpd52l1","chr10",31214180,31214241,61,"Regular (>50bp)",-0.283,1,FALSE,"Exclusion",-0.592,0.000113527244093131,TRUE,"Exclusion",-0.012,1,FALSE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000296_chr10_31214180_31214241","ENSMUSG00000000296","Tpd52l1","chr10",31214180,31214241,61,"Regular (>50bp)",-0.283,1,FALSE,"Exclusion",-0.592,0.000113527244093131,TRUE,"Exclusion",-0.145,1,FALSE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000296_chr10_31214180_31214241","ENSMUSG00000000296","Tpd52l1","chr10",31214180,31214241,61,"Regular (>50bp)",-0.224,1,FALSE,"Exclusion",-0.592,0.000113527244093131,TRUE,"Exclusion",-0.348,0.275069270338895,FALSE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000296_chr10_31214180_31214241","ENSMUSG00000000296","Tpd52l1","chr10",31214180,31214241,61,"Regular (>50bp)",-0.224,1,FALSE,"Exclusion",-0.592,0.000113527244093131,TRUE,"Exclusion",-0.012,1,FALSE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000296_chr10_31214180_31214241","ENSMUSG00000000296","Tpd52l1","chr10",31214180,31214241,61,"Regular (>50bp)",-0.224,1,FALSE,"Exclusion",-0.592,0.000113527244093131,TRUE,"Exclusion",-0.145,1,FALSE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000296_chr10_31214180_31214241","ENSMUSG00000000296","Tpd52l1","chr10",31214180,31214241,61,"Regular (>50bp)",-0.224,1,FALSE,"Exclusion",-0.561,0.00014979744909032,TRUE,"Exclusion",-0.348,0.275069270338895,FALSE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000296_chr10_31214180_31214241","ENSMUSG00000000296","Tpd52l1","chr10",31214180,31214241,61,"Regular (>50bp)",-0.224,1,FALSE,"Exclusion",-0.561,0.00014979744909032,TRUE,"Exclusion",-0.012,1,FALSE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000296_chr10_31214180_31214241","ENSMUSG00000000296","Tpd52l1","chr10",31214180,31214241,61,"Regular (>50bp)",-0.224,1,FALSE,"Exclusion",-0.561,0.00014979744909032,TRUE,"Exclusion",-0.145,1,FALSE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000296_chr10_31214180_31214241","ENSMUSG00000000296","Tpd52l1","chr10",31214180,31214241,61,"Regular (>50bp)",-0.179,0.683616171487678,FALSE,"Exclusion",-0.592,0.000113527244093131,TRUE,"Exclusion",-0.348,0.275069270338895,FALSE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000296_chr10_31214180_31214241","ENSMUSG00000000296","Tpd52l1","chr10",31214180,31214241,61,"Regular (>50bp)",-0.179,0.683616171487678,FALSE,"Exclusion",-0.592,0.000113527244093131,TRUE,"Exclusion",-0.012,1,FALSE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000296_chr10_31214180_31214241","ENSMUSG00000000296","Tpd52l1","chr10",31214180,31214241,61,"Regular (>50bp)",-0.179,0.683616171487678,FALSE,"Exclusion",-0.592,0.000113527244093131,TRUE,"Exclusion",-0.145,1,FALSE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000386_chr16_97256688_97256843","ENSMUSG00000000386","Mx1","chr16",97256688,97256843,155,"Regular (>50bp)",-0.222,0.00170232807648526,TRUE,"Exclusion",-0.019,1,FALSE,"Exclusion",-0.162,0.00245962252558269,TRUE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000386_chr16_97259879_97259932","ENSMUSG00000000386","Mx1","chr16",97259879,97259932,53,"Regular (>50bp)",0.173,0.00331046029530328,TRUE,"Inclusion",NA,NA,NA,NA,NA,NA,NA,NA,"Inc/NS/NS"
"ENSMUSG00000000386_chr16_97263898_97263970","ENSMUSG00000000386","Mx1","chr16",97263898,97263970,72,"Regular (>50bp)",-0.185,0.734438763701277,FALSE,"Exclusion",-0.312,0.0498350464452013,TRUE,"Exclusion",0.019,1,FALSE,"Inclusion","Exc/Exc/Inc"
"ENSMUSG00000000538_chr11_60129835_60129898","ENSMUSG00000000538","Tom1l2","chr11",60129835,60129898,63,"Regular (>50bp)",-0.151,6.10806624409645e-06,TRUE,"Exclusion",-0.235,0,TRUE,"Exclusion",-0.169,1.59746546269186e-06,TRUE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000538_chr11_60129835_60129898","ENSMUSG00000000538","Tom1l2","chr11",60129835,60129898,63,"Regular (>50bp)",-0.151,6.10806624409645e-06,TRUE,"Exclusion",-0.235,0,TRUE,"Exclusion",-0.152,0.0358086513924347,TRUE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000538_chr11_60129835_60129898","ENSMUSG00000000538","Tom1l2","chr11",60129835,60129898,63,"Regular (>50bp)",-0.02,1,FALSE,"Exclusion",-0.234,3.20736397438526e-06,TRUE,"Exclusion",-0.169,1.59746546269186e-06,TRUE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000538_chr11_60129835_60129898","ENSMUSG00000000538","Tom1l2","chr11",60129835,60129898,63,"Regular (>50bp)",-0.02,1,FALSE,"Exclusion",-0.234,3.20736397438526e-06,TRUE,"Exclusion",-0.152,0.0358086513924347,TRUE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000538_chr11_60129835_60129898","ENSMUSG00000000538","Tom1l2","chr11",60129835,60129898,63,"Regular (>50bp)",-0.151,6.10806624409645e-06,TRUE,"Exclusion",-0.234,3.20736397438526e-06,TRUE,"Exclusion",-0.169,1.59746546269186e-06,TRUE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000538_chr11_60129835_60129898","ENSMUSG00000000538","Tom1l2","chr11",60129835,60129898,63,"Regular (>50bp)",-0.151,6.10806624409645e-06,TRUE,"Exclusion",-0.234,3.20736397438526e-06,TRUE,"Exclusion",-0.152,0.0358086513924347,TRUE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000538_chr11_60129835_60129898","ENSMUSG00000000538","Tom1l2","chr11",60129835,60129898,63,"Regular (>50bp)",-0.02,1,FALSE,"Exclusion",-0.235,0,TRUE,"Exclusion",-0.169,1.59746546269186e-06,TRUE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000538_chr11_60129835_60129898","ENSMUSG00000000538","Tom1l2","chr11",60129835,60129898,63,"Regular (>50bp)",-0.02,1,FALSE,"Exclusion",-0.235,0,TRUE,"Exclusion",-0.152,0.0358086513924347,TRUE,"Exclusion","Exc/Exc/Exc"
"ENSMUSG00000000568_chr5_100124392_100124449","ENSMUSG00000000568","Hnrnpd","chr5",100124392,100124449,57,"Regular (>50bp)",0.001,1,FALSE,"Inclusion",0.258,0,TRUE,"Inclusion",0.163,1.69108282932661e-12,TRUE,"Inclusion","Inc/Inc/Inc"
"ENSMUSG00000000568_chr5_100124392_100124449","ENSMUSG00000000568","Hnrnpd","chr5",100124392,100124449,57,"Regular (>50bp)",0.202,0,TRUE,"Inclusion",0.258,0,TRUE,"Inclusion",0.163,1.69108282932661e-12,TRUE,"Inclusion","Inc/Inc/Inc"
"ENSMUSG00000000631_chr11_77702834_77703545","ENSMUSG00000000631","Myo18a","chr11",77702834,77703545,711,"Regular (>50bp)",0.017,1,FALSE,"Inclusion",-0.444,0.0158665579843822,TRUE,"Exclusion",-0.116,1,FALSE,"Exclusion","Inc/Exc/Exc"
"ENSMUSG00000000631_chr11_77702834_77703545","ENSMUSG00000000631","Myo18a","chr11",77702834,77703545,711,"Regular (>50bp)",0.017,1,FALSE,"Inclusion",-0.444,0.0158665579843822,TRUE,"Exclusion",0.002,1,FALSE,"Inclusion","Inc/Exc/Inc"
