20	chr5	135020564	135939421
34	chr5	135020564	135939425
1	chr5	135886070	135888136
11	chr5	135886070	135895981
133	chr5	135886070	135897027
1	chr5	135886070	135897030
1	chr5	135888154	135897027
16	chr5	135896001	135897027
301	chr5	135897374	135897682
11	chr5	135897780	135898633
357	chr5	135897907	135898011
200	chr5	135898149	135898574
130	chr5	135898149	135901934
158	chr5	135898653	135901934
4	chr5	135898661	135901934
9	chr5	135898895	135901934
6	chr5	135899936	135900232
8	chr5	135902210	135902979
9	chr5	135902545	135902579
2	chr5	135902857	135903011
