49	chr5	135020564	135939425
13	chr5	135258545	135938125
2	chr5	135886070	135888136
3	chr5	135886070	135895981
742	chr5	135886070	135897027
3	chr5	135886070	135897030
2	chr5	135888154	135895981
14	chr5	135896001	135897027
276	chr5	135897374	135897682
377	chr5	135897907	135898011
14	chr5	135897907	135898083
102	chr5	135898149	135898574
331	chr5	135898149	135901934
105	chr5	135898653	135901934
5	chr5	135898895	135901934
10	chr5	135899043	135899149
3	chr5	135900821	135900937
14	chr5	135902844	135903001
