28	chr5	135869272	135902689
2	chr5	135886070	135888136
8	chr5	135886070	135895981
157	chr5	135886070	135897027
2	chr5	135886070	135897030
6	chr5	135888154	135895981
31	chr5	135896001	135897027
3	chr5	135896676	135897030
273	chr5	135897374	135897682
332	chr5	135897907	135898011
145	chr5	135898149	135898574
185	chr5	135898149	135901934
115	chr5	135898653	135901934
1	chr5	135898895	135901934
3	chr5	135899195	135899232
2	chr5	135899982	135901934
3	chr5	135900922	135900942
4	chr5	135902217	135902610
