25	chr5	135020564	135939421
51	chr5	135020564	135939425
4	chr5	135886070	135888136
18	chr5	135886070	135895981
122	chr5	135886070	135897027
5	chr5	135888154	135895981
12	chr5	135892710	136055930
1	chr5	135894266	135895981
35	chr5	135896001	135897027
2	chr5	135896001	135897030
234	chr5	135897374	135897682
267	chr5	135897907	135898011
129	chr5	135898149	135898574
181	chr5	135898149	135901934
121	chr5	135898653	135901934
6	chr5	135898895	135901934
3	chr5	135899936	135900232
1	chr5	135902291	135902311
