25	chr5	135020564	135939421
16	chr5	135881326	135881746
1	chr5	135881776	135883195
35	chr5	135881776	135883222
46	chr5	135883285	135883417
55	chr5	135883453	135901934
3	chr5	135884097	135898778
3	chr5	135886070	135895981
80	chr5	135886070	135897027
6	chr5	135896001	135897027
131	chr5	135897374	135897682
149	chr5	135897907	135898011
19	chr5	135898149	135898574
140	chr5	135898149	135901934
8	chr5	135898212	135898684
13	chr5	135898601	135898660
4	chr5	135898806	135901934
3	chr5	135898895	135901934
2	chr5	135899982	135901934
4	chr5	135902545	135902815
