15	chr5	135881326	135881746
1	chr5	135881326	135883222
37	chr5	135881776	135883222
69	chr5	135883285	135883417
85	chr5	135883453	135901934
2	chr5	135886038	135897035
4	chr5	135886070	135888136
1	chr5	135886070	135895981
67	chr5	135886070	135897027
3	chr5	135886070	135897030
4	chr5	135888154	135895981
13	chr5	135896001	135897027
8	chr5	135897223	135898048
146	chr5	135897374	135897682
117	chr5	135897907	135898011
17	chr5	135898149	135898574
155	chr5	135898149	135901934
16	chr5	135898601	135898660
3	chr5	135898895	135901934
1	chr5	135898989	135899149
