ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165168386	165171984	165168386	165168477	165169947	165171984	2	331,294,493	6,13,17	314,370,453	23,29,21	1619	149	0.00506894344586	0.019967229399778956	0.835,0.675,0.727	0.557,0.54,0.665	0.158
4	"ENSMUSG00000025262"	"Fam120c"	chrX	+	150250295	150250852	150250295	150250434	150250794	150250852	4	148,232,170	154,159,174	153,262,238	281,287,204	509	149	0.0379083254323	0.10487005447836276	0.22,0.299,0.222	0.137,0.211,0.255	0.046
5	"ENSMUSG00000025268"	"Maged2"	chrX	-	149591716	149592148	149591716	149591779	149592105	149592148	5	134,179,129	338,301,319	141,174,128	458,445,392	475	149	0.00931930020606	0.03259955979417127	0.111,0.157,0.113	0.088,0.109,0.093	0.03
6	"ENSMUSG00000025268"	"Maged2"	chrX	-	149594818	149595310	149594818	149594944	149595151	149595310	6	1363,1545,1523	0,2,0	1994,2084,2222	0,0,0	356	149	1	1.0	1.0,0.997,1.0	1.0,1.0,1.0	-0.001
8	"ENSMUSG00000000223"	"Drp2"	chrX	+	133341083	133342135	133341083	133341169	133341977	133342135	8	49,97,103	2,7,0	102,138,89	11,12,3	957	149	0.0532265010318	0.13738806249233848	0.792,0.683,1.0	0.591,0.642,0.822	0.14
9	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132970593	132974026	132970593	132970656	132973884	132974026	9	828,923,1119	75,83,88	1101,1197,1309	41,32,22	3377	149	3.12696091243e-10	1.2452864117193757e-08	0.328,0.329,0.359	0.542,0.623,0.724	-0.291
10	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132970593	132974026	132970593	132970656	132973962	132974026	10	981,1109,1283	84,64,66	1274,1452,1551	32,48,25	3455	149	6.19540483027e-07	9.473479791096405e-06	0.335,0.428,0.456	0.632,0.566,0.728	-0.236
12	"ENSMUSG00000046032"	"Snx12"	chrX	-	100255564	100257470	100255564	100255952	100257379	100257470	12	3002,3003,3130	79,80,98	3733,3307,2883	79,93,85	1576	149	0.526156882982	0.7899717675722187	0.782,0.78,0.751	0.817,0.771,0.762	-0.012
13	"ENSMUSG00000031297"	"Slc7a3"	chrX	-	100123706	100124477	100123706	100123873	100124313	100124477	13	125,107,155	382,298,376	279,381,393	646,737,527	589	149	0.000122050562846	0.0009063754912989837	0.076,0.083,0.094	0.098,0.116,0.159	-0.04
15	"ENSMUSG00000025151"	"Maged1"	chrX	-	93580479	93580962	93580479	93580594	93580899	93580962	15	614,621,519	4831,5106,5117	291,474,345	3682,3739,3642	454	149	0.0813471448377	0.19420425091688065	0.04,0.038,0.032	0.025,0.04,0.03	0.005
16	"ENSMUSG00000025151"	"Maged1"	chrX	-	93580899	93581190	93580899	93580962	93581147	93581190	16	72,69,84	4682,4906,5097	83,60,67	3474,3292,3579	334	149	1	1.0	0.007,0.006,0.007	0.011,0.008,0.008	-0.002
17	"ENSMUSG00000025151"	"Maged1"	chrX	-	93581281	93581671	93581281	93581361	93581579	93581671	17	1938,1984,1978	3861,4094,4359	1184,1792,1448	3275,2999,3072	367	149	0.774693823164	1.0	0.169,0.164,0.156	0.128,0.195,0.161	0.002
20	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73351277	73351867	73351277	73351476	73351735	73351867	20	1826,1980,2096	1725,1806,1737	1030,1361,1516	1485,1725,1684	408	149	6.19594955664e-05	0.0005045869931070418	0.279,0.286,0.306	0.202,0.224,0.247	0.066
21	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73352681	73353740	73352681	73352781	73353568	73353740	21	692,835,774	3723,4042,4072	440,624,633	3451,4322,3410	936	149	0.00535345241558	0.020749638025734676	0.029,0.032,0.029	0.02,0.022,0.029	0.006
22	"ENSMUSG00000019087"	"Atp6ap1"	chrX	+	73344183	73344964	73344183	73344377	73344929	73344964	22	276,284,284	1126,1118,1262	177,269,200	1160,1197,983	701	149	0.0246959954069	0.07288134149397851	0.05,0.051,0.046	0.031,0.046,0.041	0.01
23	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73326355	73327006	73326355	73326722	73326877	73327006	23	37,37,47	720,701,786	14,21,14	579,792,738	304	149	2.18161762267e-06	2.8734952780547868e-05	0.025,0.025,0.028	0.012,0.013,0.009	0.015
24	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73331783	73332119	73331783	73331825	73332053	73332119	24	888,985,947	46,33,55	567,886,810	60,55,43	377	149	0.00888013516999	0.0313660914776255	0.884,0.922,0.872	0.789,0.864,0.882	0.048
25	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73331783	73332119	73331783	73331825	73332056	73332119	25	892,986,948	176,231,273	571,886,816	246,224,162	380	149	0.353582446957	0.5891415116193875	0.665,0.626,0.577	0.476,0.608,0.664	0.04
