ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
23	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134652693	134652766	134652693	134652725	134679654	134681535
25	"ENSMUSG00000033460"	"Armcx1"	chrX	+	133619668	133619857	133619668	133619741	133620143	133620252
34	"ENSMUSG00000097571"	"Jpx"	chrX	+	102546465	102546798	102546465	102546536	102561916	102561963
36	"ENSMUSG00000031297"	"Slc7a3"	chrX	-	100123706	100124477	100124313	100124477	100123305	100123414
38	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73351277	73351867	73351277	73351476	73352681	73352781
39	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73352681	73353740	73352681	73352781	73353995	73354140
40	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73352681	73353740	73352681	73352781	73354243	73354298
43	"ENSMUSG00000031387"	"Renbp"	chrX	-	72973792	72973868	72973834	72973868	72973286	72973459
45	"ENSMUSG00000002014"	"Ssr4"	chrX	+	72833405	72834030	72833405	72833480	72834259	72834432
51	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	72258379	72258462	72258379	72258426	72258846	72258961
52	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	72258379	72258462	72258379	72258426	72259646	72259715
62	"ENSMUSG00000031066"	"Usp11"	chrX	+	20582985	20584043	20582985	20583192	20584232	20584511
67	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8010086	8010918	8010811	8010918	8009896	8009990
74	"ENSMUSG00000031146"	"Plp2"	chrX	-	7535653	7535997	7535841	7535997	7535165	7535256
75	"ENSMUSG00000035173"	"Ccdc186"	chr19	-	56796409	56796622	56796492	56796622	56790316	56790421
80	"ENSMUSG00000025036"	"Sfxn2"	chr19	+	46576373	46578640	46576373	46576449	46578922	46578989
81	"ENSMUSG00000025225"	"Nfkb2"	chr19	+	46294721	46294965	46294721	46294803	46295209	46295308
84	"ENSMUSG00000025217"	"Btrc"	chr19	+	45352525	45352713	45352525	45352581	45394983	45395025
85	"ENSMUSG00000025217"	"Btrc"	chr19	+	45352525	45352713	45352525	45352581	45411571	45411679
97	"ENSMUSG00000097855"	"A930007I19Rik"	chr19	-	29498173	29498369	29498247	29498369	29487548	29487729
112	"ENSMUSG00000024660"	"Incenp"	chr19	-	9855040	9855612	9855491	9855612	9853953	9854180
114	"ENSMUSG00000071657"	"Bscl2"	chr19	+	8822534	8823688	8822534	8822678	8823829	8823927
115	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8713350	8713661	8713350	8713457	8715017	8715093
116	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8713350	8713661	8713350	8713457	8715211	8715358
118	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8715211	8715358	8715211	8715226	8716629	8716730
120	"ENSMUSG00000024764"	"Naa40"	chr19	-	7211468	7212523	7212427	7212523	7207552	7207648
124	"ENSMUSG00000024826"	"Dpf2"	chr19	-	5954174	5954346	5954267	5954346	5953758	5953800
128	"ENSMUSG00000092341"	"Malat1"	chr19	-	5850728	5852699	5851441	5852699	5850556	5850604
130	"ENSMUSG00000092341"	"Malat1"	chr19	-	5851441	5852699	5851860	5852699	5850556	5850604
139	"ENSMUSG00000034108"	"Ccs"	chr19	-	4884200	4884338	4884221	4884338	4883368	4883475
140	"ENSMUSG00000034108"	"Ccs"	chr19	-	4884200	4884338	4884267	4884338	4883368	4883475
141	"ENSMUSG00000034108"	"Ccs"	chr19	-	4884221	4884338	4884267	4884338	4883368	4883475
146	"ENSMUSG00000024889"	"Rce1"	chr19	-	4674687	4674791	4674712	4674791	4672618	4673270
147	"ENSMUSG00000024889"	"Rce1"	chr19	-	4674687	4674791	4674712	4674791	4674041	4674179
149	"ENSMUSG00000024858"	"Grk2"	chr19	-	4337585	4338013	4337850	4338013	4337380	4337494
150	"ENSMUSG00000024858"	"Grk2"	chr19	-	4341266	4341669	4341617	4341669	4340799	4340899
154	"ENSMUSG00000024824"	"Rad9a"	chr19	-	4247337	4247585	4247475	4247585	4247111	4247249
156	"ENSMUSG00000024845"	"Tmem134"	chr19	+	4177055	4177131	4177055	4177120	4177575	4177638
159	"ENSMUSG00000056153"	"Socs6"	chr18	-	88905332	88905457	88905336	88905457	88905115	88905176
160	"ENSMUSG00000056153"	"Socs6"	chr18	-	88905332	88905457	88905336	88905457	88905115	88905189
165	"ENSMUSG00000024560"	"Cxxc1"	chr18	+	74352201	74352638	74352201	74352309	74352908	74353116
166	"ENSMUSG00000024515"	"Smad4"	chr18	-	73782796	73782980	73782933	73782980	73781955	73782124
167	"ENSMUSG00000044906"	"4930503L19Rik"	chr18	-	70600401	70600556	70600405	70600556	70586264	70586459
168	"ENSMUSG00000044906"	"4930503L19Rik"	chr18	-	70600829	70601588	70601124	70601588	70600401	70600527
169	"ENSMUSG00000044906"	"4930503L19Rik"	chr18	-	70600829	70601588	70601124	70601588	70600405	70600556
171	"ENSMUSG00000044906"	"4930503L19Rik"	chr18	-	70601124	70601588	70601291	70601588	70600405	70600556
172	"ENSMUSG00000044906"	"4930503L19Rik"	chr18	-	70602519	70602825	70602564	70602825	70600405	70600556
176	"ENSMUSG00000024530"	"Prelid3a"	chr18	+	67610033	67610190	67610033	67610136	67612141	67612422
182	"ENSMUSG00000098098"	"Bvht"	chr18	+	61772603	61772839	61772603	61772803	61777257	61777341
187	"ENSMUSG00000024477"	"Pggt1b"	chr18	-	46407652	46407775	46407656	46407775	46392670	46392822
190	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38433481	38433636	38433481	38433537	38434708	38434860
192	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38433481	38433643	38433481	38433636	38434708	38434860
194	"ENSMUSG00000024454"	"Hdac3"	chr18	-	38074431	38074819	38074760	38074819	38074005	38074163
195	"ENSMUSG00000019143"	"Hars2"	chr18	+	36919163	36919259	36919163	36919224	36920554	36920680
201	"ENSMUSG00000037236"	"Matr3"	chr18	+	35695263	35695345	35695263	35695312	35711468	35711510
207	"ENSMUSG00000014503"	"Pkd2l2"	chr18	+	34549880	34550581	34549880	34550102	34554100	34555253
214	"ENSMUSG00000024404"	"Riok3"	chr18	+	12268908	12269895	12268908	12269024	12269984	12270092
229	"ENSMUSG00000024073"	"Birc6"	chr17	+	74925430	74926833	74925430	74925558	74929030	74929246
233	"ENSMUSG00000034647"	"Ankrd12"	chr17	-	66359778	66360086	66359948	66360086	66356780	66356928
234	"ENSMUSG00000034647"	"Ankrd12"	chr17	-	66359778	66360086	66359948	66360086	66357531	66357718
236	"ENSMUSG00000054874"	"Pcnx3"	chr19	-	5733304	5733440	5733334	5733440	5731459	5731602
238	"ENSMUSG00000007603"	"Dus3l"	chr17	+	57075347	57075902	57075347	57075413	57076049	57076125
243	"ENSMUSG00000013236"	"Ptprs"	chr17	-	56735851	56736157	56736098	56736157	56731879	56731977
245	"ENSMUSG00000003199"	"Mpnd"	chr17	+	56319270	56319492	56319270	56319343	56322207	56322278
249	"ENSMUSG00000024072"	"Yipf4"	chr17	+	74800922	74801094	74800922	74801010	74805303	74805417
253	"ENSMUSG00000023977"	"Ubr2"	chr17	-	47291245	47292368	47292279	47292368	47286852	47287016
255	"ENSMUSG00000023942"	"Slc29a1"	chr17	-	45899921	45900000	45899927	45900000	45898487	45898596
257	"ENSMUSG00000023942"	"Slc29a1"	chr17	-	45900339	45900746	45900606	45900746	45900133	45900231
258	"ENSMUSG00000023944"	"Hsp90ab1"	chr17	-	45882338	45882837	45882690	45882837	45881943	45882103
259	"ENSMUSG00000023947"	"Nfkbie"	chr17	+	45869420	45870356	45869420	45869523	45871049	45871138
270	"ENSMUSG00000024457"	"Trim26"	chr17	+	37148075	37148175	37148075	37148156	37148388	37148464
272	"ENSMUSG00000007029"	"Vars"	chr17	+	35232097	35232366	35232097	35232168	35232803	35232872
276	"ENSMUSG00000034254"	"Agpat1"	chr17	+	34829845	34829979	34829845	34829900	34830578	34830674
278	"ENSMUSG00000024339"	"Tap2"	chr17	+	34430843	34431332	34430843	34431041	34432988	34433177
281	"ENSMUSG00000059208"	"Hnrnpm"	chr17	-	33885467	33885659	33885620	33885659	33882198	33882259
284	"ENSMUSG00000091586"	"Cyp4f17"	chr17	+	32725867	32726082	32725867	32726066	32728277	32728402
285	"ENSMUSG00000091586"	"Cyp4f17"	chr17	+	32725867	32726082	32725867	32726066	32736867	32737012
290	"ENSMUSG00000024002"	"Brd4"	chr17	-	32502832	32503083	32503036	32503083	32472014	32472174
294	"ENSMUSG00000024042"	"Sik1"	chr17	-	32067932	32068648	32068492	32068648	32067605	32067822
305	"ENSMUSG00000024018"	"Ccdc167"	chr17	-	29923228	29923443	29923343	29923443	29906330	29909020
308	"ENSMUSG00000024013"	"Fgd2"	chr17	+	29592191	29592388	29592191	29592271	29592984	29593077
310	"ENSMUSG00000064147"	"Rab44"	chr17	+	29356952	29357146	29356952	29357057	29358088	29359524
315	"ENSMUSG00000024220"	"Zfp523"	chr17	+	28420234	28421322	28420234	28420414	28421408	28421572
316	"ENSMUSG00000024220"	"Zfp523"	chr17	+	28420234	28421322	28420234	28420414	28422059	28422224
320	"ENSMUSG00000024217"	"Snrpc"	chr17	+	28059437	28061352	28059437	28059480	28064156	28064246
326	"ENSMUSG00000025728"	"Pigq"	chr17	-	26150647	26151205	26151078	26151205	26149931	26150012
327	"ENSMUSG00000025728"	"Pigq"	chr17	-	26150647	26151205	26151078	26151205	26150435	26150547
328	"ENSMUSG00000073434"	"Wdr90"	chr17	-	26068536	26068944	26068841	26068944	26068227	26068387
329	"ENSMUSG00000073434"	"Wdr90"	chr17	-	26079345	26079791	26079682	26079791	26078992	26079107
333	"ENSMUSG00000039615"	"Stub1"	chr17	-	26050075	26050605	26050517	26050605	26049609	26049984
335	"ENSMUSG00000019214"	"Chtf18"	chr17	-	25941817	25942287	25942193	25942287	25941619	25941750
337	"ENSMUSG00000024163"	"Mapk8ip3"	chr17	-	25131709	25131840	25131721	25131840	25127384	25127402
340	"ENSMUSG00000041130"	"Zfp598"	chr17	+	24896808	24897687	24896808	24897026	24898010	24898198
343	"ENSMUSG00000052752"	"Traf7"	chr17	-	24728929	24729546	24729429	24729546	24728709	24728841
345	"ENSMUSG00000052752"	"Traf7"	chr17	-	24738087	24738220	24738104	24738220	24737715	24737768
348	"ENSMUSG00000036820"	"Amdhd2"	chr17	-	24376713	24377036	24376891	24377036	24376501	24376570
349	"ENSMUSG00000023908"	"Pkmyt1"	chr17	+	23951310	23953290	23951310	23951798	23953939	23954046
350	"ENSMUSG00000023908"	"Pkmyt1"	chr17	+	23954173	23954694	23954173	23954346	23955297	23955375
356	"ENSMUSG00000067942"	"Zfp160"	chr17	+	21231937	21232039	21231937	21232034	21239090	21239151
388	"ENSMUSG00000024177"	"Nme4"	chr17	-	26312590	26312934	26312832	26312934	26310707	26311126
395	"ENSMUSG00000022639"	"Dubr"	chr16	-	50547236	50548572	50548254	50548572	50530731	50530939
398	"ENSMUSG00000055447"	"Cd47"	chr16	+	49728416	49728445	49728416	49728441	49731236	49731454
399	"ENSMUSG00000058550"	"Dppa4"	chr16	+	48109401	48109568	48109401	48109463	48109690	48109741
400	"ENSMUSG00000058550"	"Dppa4"	chr16	+	48109401	48109568	48109401	48109463	48111376	48111677
402	"ENSMUSG00000022668"	"Gtpbp8"	chr16	-	44565645	44565856	44565757	44565856	44562866	44562966
406	"ENSMUSG00000022704"	"Qtrt2"	chr16	-	43701330	43701576	43701355	43701576	43698319	43698396
422	"ENSMUSG00000014075"	"Dynlt2b"	chr16	+	32244058	32245739	32244058	32244128	32247573	32247917
425	"ENSMUSG00000022537"	"Tmem44"	chr16	-	30359556	30362306	30362219	30362306	30358206	30358356
429	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22927337	22927601	22927337	22927383	22928734	22928903
430	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22929329	22930013	22929329	22929473	22930252	22930342
436	"ENSMUSG00000022843"	"Clcn2"	chr16	-	20526322	20526941	20526826	20526941	20526168	20526207
439	"ENSMUSG00000002833"	"Hdgfl2"	chr17	+	56405973	56406387	56405973	56406075	56406858	56406985
445	"ENSMUSG00000052142"	"Rasal3"	chr17	-	32611019	32611762	32611371	32611762	32610309	32610373
450	"ENSMUSG00000005262"	"Ufd1"	chr16	+	18633579	18633712	18633579	18633686	18636652	18636774
451	"ENSMUSG00000005262"	"Ufd1"	chr16	+	18645004	18645856	18645004	18645052	18646385	18646467
454	"ENSMUSG00000022761"	"Lztr1"	chr16	+	17342171	17342335	17342171	17342321	17343102	17343208
457	"ENSMUSG00000055692"	"Tmem191"	chr16	+	17094825	17095114	17094825	17094903	17095205	17095265
458	"ENSMUSG00000022788"	"Fgd4"	chr16	-	16321849	16322080	16321960	16322080	16301953	16302461
461	"ENSMUSG00000022789"	"Dnm1l"	chr16	-	16163843	16164009	16163861	16164009	16160560	16160599
467	"ENSMUSG00000041168"	"Lonp1"	chr17	-	56925317	56927069	56926985	56927069	56923358	56923446
469	"ENSMUSG00000037965"	"Zc3h7a"	chr16	-	10968155	10968620	10968458	10968620	10967074	10967271
471	"ENSMUSG00000022503"	"Nubp1"	chr16	+	10237516	10238992	10237516	10237549	10239440	10239543
472	"ENSMUSG00000022710"	"Usp7"	chr16	-	8529857	8530056	8529996	8530056	8526722	8526811
475	"ENSMUSG00000022536"	"Glyr1"	chr16	-	4866613	4867721	4867669	4867721	4865597	4865677
478	"ENSMUSG00000022488"	"Nckap1l"	chr15	+	103381943	103382285	103381943	103382025	103382479	103382625
483	"ENSMUSG00000036678"	"Aaas"	chr15	-	102247620	102247853	102247759	102247853	102247251	102247322
484	"ENSMUSG00000036678"	"Aaas"	chr15	-	102247620	102247853	102247759	102247853	102247251	102247333
485	"ENSMUSG00000001285"	"Myg1"	chr15	+	102240524	102241031	102240524	102240637	102242636	102242796
488	"ENSMUSG00000056185"	"Snx32"	chr19	-	5546968	5547053	5547013	5547053	5546343	5546430
492	"ENSMUSG00000046897"	"Zfp740"	chr15	+	102113005	102113521	102113005	102113318	102117589	102117708
497	"ENSMUSG00000037353"	"Letmd1"	chr15	+	100372903	100373288	100372903	100373090	100373382	100373535
500	"ENSMUSG00000023015"	"Racgap1"	chr15	-	99541273	99541404	99541302	99541404	99540763	99540848
502	"ENSMUSG00000022999"	"Lmbr1l"	chr15	-	98806400	98806802	98806729	98806802	98805774	98805852
509	"ENSMUSG00000022621"	"Rabl2"	chr15	-	89468112	89468593	89468546	89468593	89467801	89467885
511	"ENSMUSG00000022620"	"Arsa"	chr15	-	89358742	89359208	89358989	89359208	89358430	89358555
512	"ENSMUSG00000022617"	"Chkb"	chr15	-	89312613	89313030	89312916	89313030	89312336	89312432
513	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89247807	89248037	89247807	89247892	89248124	89248204
516	"ENSMUSG00000036529"	"Sbf1"	chr15	-	89186045	89186580	89186384	89186580	89184975	89185154
517	"ENSMUSG00000062906"	"Hdac10"	chr15	-	89008377	89008791	89008734	89008791	89008021	89008204
529	"ENSMUSG00000073468"	"Sft2d1"	chr17	+	8540631	8542167	8540631	8540667	8545786	8546274
530	"ENSMUSG00000022474"	"Pmm1"	chr15	-	81842063	81842111	81842096	81842111	81840369	81840461
531	"ENSMUSG00000022477"	"Aco2"	chr15	+	81773498	81773635	81773498	81773580	81779370	81779629
532	"ENSMUSG00000055024"	"Ep300"	chr15	+	81523941	81524342	81523941	81524092	81524640	81524754
534	"ENSMUSG00000073125"	"Xlr3b"	chrX	+	72239547	72241991	72239547	72239582	72245455	72245551
535	"ENSMUSG00000022394"	"L3mbtl2"	chr15	+	81551359	81552964	81551359	81551597	81554327	81554451
537	"ENSMUSG00000022407"	"Adsl"	chr15	+	80847860	80848228	80847860	80847930	80850292	80850383
541	"ENSMUSG00000022433"	"Csnk1e"	chr15	-	79325420	79326018	79325960	79326018	79322971	79323055
542	"ENSMUSG00000022433"	"Csnk1e"	chr15	-	79325420	79326018	79325960	79326018	79322971	79323059
546	"ENSMUSG00000022436"	"Sh3bp1"	chr15	+	78794207	78794299	78794207	78794293	78795538	78796247
549	"ENSMUSG00000033287"	"Kctd17"	chr15	+	78321100	78321194	78321100	78321163	78321357	78321779
551	"ENSMUSG00000033287"	"Kctd17"	chr15	+	78321100	78321299	78321100	78321163	78321783	78321871
552	"ENSMUSG00000033287"	"Kctd17"	chr15	+	78321100	78321299	78321100	78321194	78321783	78321871
553	"ENSMUSG00000073436"	"Eme2"	chr17	-	25113544	25114029	25113794	25114029	25113104	25113197
555	"ENSMUSG00000033819"	"Ppp1r16a"	chr15	+	76577036	76577338	76577036	76577140	76577638	76577714
557	"ENSMUSG00000115987"	"Vps28"	chr15	-	76507370	76508375	76508285	76508375	76506854	76506908
558	"ENSMUSG00000034022"	"Cpsf1"	chr15	-	76480419	76480771	76480615	76480771	76480208	76480347
560	"ENSMUSG00000022552"	"Sharpin"	chr15	-	76231681	76232204	76232095	76232204	76231458	76231587
562	"ENSMUSG00000022564"	"Grina"	chr15	+	76132648	76133100	76132648	76132849	76133177	76133321
563	"ENSMUSG00000075590"	"Nrbp2"	chr15	-	75962094	75962391	75962301	75962391	75961900	75961995
571	"ENSMUSG00000072501"	"Phf20l1"	chr15	+	66501648	66502815	66501648	66501830	66504554	66504750
575	"ENSMUSG00000022377"	"Asap1"	chr15	-	64030726	64030853	64030730	64030853	64024678	64024779
576	"ENSMUSG00000022377"	"Asap1"	chr15	-	64030726	64030853	64030766	64030853	64024678	64024779
580	"ENSMUSG00000097039"	"Pvt1"	chr15	+	61978996	61979356	61978996	61979314	62021087	62021201
592	"ENSMUSG00000097039"	"Pvt1"	chr15	+	62116567	62116706	62116567	62116690	62130269	62132064
597	"ENSMUSG00000038679"	"Trps1"	chr15	-	50709409	50710338	50710125	50710338	50695002	50695354
599	"ENSMUSG00000022283"	"Pabpc1"	chr15	-	36598216	36598556	36598445	36598556	36597700	36597785
601	"ENSMUSG00000048307"	"Ankrd46"	chr15	-	36484126	36486273	36485940	36486273	36477813	36479619
619	"ENSMUSG00000022111"	"Uchl3"	chr14	+	101903196	101906012	101903196	101903325	101928007	101928083
626	"ENSMUSG00000048922"	"Cdca2"	chr14	-	67932290	67932499	67932413	67932499	67931581	67931900
641	"ENSMUSG00000047153"	"Khnyn"	chr14	+	56123230	56125075	56123230	56123448	56125170	56125301
643	"ENSMUSG00000022220"	"Adcy4"	chr14	-	56007248	56007589	56007481	56007589	56006829	56006954
644	"ENSMUSG00000002329"	"Mdp1"	chr14	-	55897444	55897685	55897624	55897685	55896826	55896934
647	"ENSMUSG00000040701"	"Ap1g2"	chr14	-	55338527	55338979	55338851	55338979	55338107	55338234
652	"ENSMUSG00000038084"	"Opa1"	chr16	+	29432943	29433982	29432943	29433016	29434724	29434789
654	"ENSMUSG00000022760"	"Thap7"	chr16	-	17348541	17348721	17348641	17348721	17346798	17346939
661	"ENSMUSG00000022515"	"Anks3"	chr16	-	4765512	4766227	4766089	4766227	4765128	4765296
662	"ENSMUSG00000004561"	"Mettl17"	chr14	+	52122607	52122979	52122607	52122761	52124679	52124761
665	"ENSMUSG00000006289"	"Osgep"	chr14	-	51154839	51154960	51154910	51154960	51154256	51154322
670	"ENSMUSG00000021843"	"Ktn1"	chr14	+	47971611	47971723	47971611	47971721	47973556	47977351
680	"ENSMUSG00000058690"	"Ccser2"	chr14	-	36612250	36612383	36612298	36612383	36607707	36607747
688	"ENSMUSG00000021916"	"Glt8d1"	chr14	+	30731691	30732122	30731691	30731809	30732253	30732366
689	"ENSMUSG00000021916"	"Glt8d1"	chr14	+	30732820	30733190	30732820	30732987	30733441	30733948
690	"ENSMUSG00000031311"	"Nono"	chrX	+	100488293	100488940	100488293	100488396	100489724	100489834
704	"ENSMUSG00000039599"	"Fam149b"	chr14	+	20402771	20402907	20402771	20402905	20406422	20406565
705	"ENSMUSG00000039599"	"Fam149b"	chr14	+	20402771	20402907	20402771	20402905	20408091	20408208
706	"ENSMUSG00000039599"	"Fam149b"	chr14	+	20402771	20402907	20402771	20402905	20417913	20421410
707	"ENSMUSG00000039599"	"Fam149b"	chr14	+	20402771	20402907	20402771	20402905	20424397	20424522
712	"ENSMUSG00000025451"	"Paip1"	chr13	+	119565668	119565948	119565668	119565696	119574504	119574690
714	"ENSMUSG00000024830"	"Rps6kb2"	chr19	-	4208608	4208918	4208801	4208918	4208064	4208127
716	"ENSMUSG00000024830"	"Rps6kb2"	chr19	-	4208801	4208918	4208823	4208918	4208064	4208127
719	"ENSMUSG00000010110"	"Stx5a"	chr19	+	8726018	8726252	8726018	8726075	8727029	8727136
727	"ENSMUSG00000021714"	"Cenpk"	chr13	+	104370654	104370740	104370654	104370727	104371504	104371539
729	"ENSMUSG00000021714"	"Cenpk"	chr13	+	104370654	104370740	104370654	104370727	104378696	104378779
731	"ENSMUSG00000021639"	"Gtf2h2"	chr13	-	100622578	100623032	100622981	100623032	100619445	100619551
742	"ENSMUSG00000041747"	"Utp15"	chr13	-	98394343	98395797	98395612	98395797	98393608	98393734
745	"ENSMUSG00000021686"	"Ap3b1"	chr13	+	94679286	94679391	94679286	94679384	94680491	94680829
763	"ENSMUSG00000023007"	"Prpf40b"	chr15	+	99193121	99193309	99193121	99193154	99201921	99202065
764	"ENSMUSG00000023007"	"Prpf40b"	chr15	+	99202305	99203314	99202305	99202371	99203421	99203532
767	"ENSMUSG00000044258"	"Ctla2a"	chr13	-	61084199	61084385	61084304	61084385	61083360	61083483
768	"ENSMUSG00000044258"	"Ctla2a"	chr13	-	61084283	61084371	61084304	61084371	61083360	61083483
769	"ENSMUSG00000044258"	"Ctla2a"	chr13	-	61084283	61084371	61084304	61084371	61083771	61083930
771	"ENSMUSG00000025212"	"Sfxn3"	chr19	+	45040534	45040662	45040534	45040622	45040849	45040899
776	"ENSMUSG00000021494"	"Ddx41"	chr13	-	55683698	55684219	55684108	55684219	55683542	55683617
777	"ENSMUSG00000021493"	"Pdlim7"	chr13	-	55654118	55655179	55655142	55655179	55653746	55653981
778	"ENSMUSG00000034789"	"Rab24"	chr13	-	55468914	55469271	55469202	55469271	55468739	55468807
787	"ENSMUSG00000025873"	"Faf2"	chr13	+	54789231	54789366	54789231	54789309	54797790	54797876
793	"ENSMUSG00000022546"	"Gpt"	chr15	+	76582914	76583351	76582914	76583089	76583435	76583548
794	"ENSMUSG00000036438"	"Calm2"	chr17	-	87743031	87743362	87743218	87743362	87742503	87742639
811	"ENSMUSG00000006958"	"Chrd"	chr16	+	20558156	20558806	20558156	20558260	20559939	20560094
823	"ENSMUSG00000041319"	"Thoc6"	chr17	-	23889166	23889526	23889422	23889526	23889009	23889081
833	"ENSMUSG00000022216"	"Psme1"	chr14	+	55817227	55817498	55817227	55817290	55817570	55817616
835	"ENSMUSG00000022160"	"Mettl3"	chr14	-	52537157	52537562	52537490	52537562	52535325	52535542
837	"ENSMUSG00000033799"	"Tasor2"	chr13	-	3631751	3632193	3632081	3632193	3620311	3620437
839	"ENSMUSG00000021218"	"Gdi2"	chr13	+	3606313	3606520	3606313	3606512	3606933	3607044
848	"ENSMUSG00000021288"	"Klc1"	chr12	+	111755758	111755920	111755758	111755893	111760082	111760133
849	"ENSMUSG00000021288"	"Klc1"	chr12	+	111755758	111755920	111755758	111755893	111761981	111762112
850	"ENSMUSG00000021288"	"Klc1"	chr12	+	111755758	111755920	111755758	111755893	111772441	111772508
858	"ENSMUSG00000040856"	"Dlk1"	chr12	+	109425532	109425818	109425532	109425758	109425971	109429262
867	"ENSMUSG00000021203"	"Otub2"	chr12	+	103369075	103369687	103369075	103369160	103370484	103372604
872	"ENSMUSG00000057440"	"Mpp7"	chr18	-	7626728	7626866	7626732	7626866	7607884	7608009
879	"ENSMUSG00000036561"	"Ppp6r2"	chr15	+	89137221	89137464	89137221	89137453	89140865	89141052
880	"ENSMUSG00000021037"	"Ahsa1"	chr12	+	87316648	87317228	87316648	87316731	87318112	87318201
