ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"ENSMUSG00000095041"	"ENSMUSG00000095041"	chrJH584304.1	-	53535	54479	54720	54867	52189	52367	55111	55701	0	4172,4483,4486	221,272,261	3095,4419,3479	113,289,208	296	298	0.54050412587	0.9518996473024068	0.95,0.943,0.945	0.965,0.939,0.944	-0.003
1	"ENSMUSG00000095041"	"ENSMUSG00000095041"	chrJH584304.1	-	56985	57151	58563	58835	55111	55701	59591	59667	1	5788,5859,6237	3463,3690,3702	3807,5949,5336	2492,3794,3024	298	298	0.828584747533	1.0	0.626,0.614,0.628	0.604,0.611,0.638	0.005
7	"ENSMUSG00000031358"	"Msl3"	chrX	-	167452485	167452611	167453215	167453307	167451626	167451787	167454138	167454239	7	309,335,297	364,351,360	601,540,465	659,708,524	241	275	0.783049764216	1.0	0.492,0.521,0.485	0.51,0.465,0.503	0.007
8	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165136560	165136680	165150023	165150170	165127687	165128077	165155633	165155820	8	264,281,307	5,7,4	334,454,368	0,23,7	269	296	0.26303360321	0.7728234708956768	0.983,0.978,0.988	1.0,0.956,0.983	0.003
9	"ENSMUSG00000031381"	"Piga"	chrX	+	163210927	163211060	163211535	163211668	163205579	163205982	163211806	163212013	9	26,41,22	68,82,111	36,44,22	66,75,71	282	282	0.16465130554	0.6471751849613528	0.277,0.333,0.165	0.353,0.37,0.237	-0.062
10	"ENSMUSG00000031379"	"Pir"	chrX	+	163063124	163063217	163083219	163083426	163054598	163054727	163113010	163113095	10	166,182,144	424,480,456	266,248,242	633,540,548	242	298	0.0635799783477	0.4137632355194748	0.325,0.318,0.28	0.341,0.361,0.352	-0.044
11	"ENSMUSG00000031379"	"Pir"	chrX	+	163113010	163113095	163125469	163125514	163083219	163083426	163141143	163141226	11	371,424,382	79,89,98	522,487,434	102,70,108	234	194	0.22548036319	0.7312859645216542	0.796,0.798,0.764	0.809,0.852,0.769	-0.024
12	"ENSMUSG00000031379"	"Pir"	chrX	+	163125469	163125514	163141143	163141226	163113010	163113095	163152041	163152108	12	32,37,41	91,104,126	78,33,63	141,164,142	194	232	0.661324869692	1.0	0.296,0.298,0.28	0.398,0.194,0.347	-0.022
13	"ENSMUSG00000031370"	"Zrsr2"	chrX	-	162722301	162722411	162723114	162723170	162718438	162719961	162726095	162726309	13	92,93,87	116,81,104	101,153,88	112,148,113	205	259	0.977076973019	1.0	0.501,0.592,0.514	0.533,0.566,0.496	0.004
14	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642294	161642442	161646055	161646204	161640052	161641004	161655510	161655650	14	279,338,348	377,413,408	223,267,249	344,436,335	298	297	0.0676239952593	0.42848184898086167	0.424,0.449,0.459	0.392,0.379,0.426	0.045
15	"ENSMUSG00000031357"	"Syap1"	chrX	-	161642868	161642927	161646055	161646204	161642294	161642442	161655510	161655650	15	278,338,347	144,145,128	222,269,250	106,156,118	298	208	0.176975364563	0.6641296483889314	0.574,0.619,0.654	0.594,0.546,0.597	0.037
16	"ENSMUSG00000031357"	"Syap1"	chrX	-	161661326	161661400	161665675	161665742	161655510	161655650	161665963	161666082	16	214,274,307	310,312,268	232,192,198	237,322,234	216	223	0.437317098188	0.9036453237067424	0.416,0.476,0.542	0.503,0.381,0.466	0.028
17	"ENSMUSG00000031357"	"Syap1"	chrX	-	161661326	161661400	161665963	161666082	161655510	161655650	161671064	161671443	17	544,612,528	311,310,268	477,578,552	237,322,234	268	223	0.477786931197	0.9227707879947339	0.593,0.622,0.621	0.626,0.599,0.662	-0.017
18	"ENSMUSG00000031295"	"Phka2"	chrX	+	159371960	159372014	159373163	159373364	159369774	159369945	159373934	159374137	18	35,16,30	51,71,58	36,55,48	67,114,81	203	298	0.470486373048	0.9184490709079021	0.502,0.249,0.432	0.441,0.415,0.465	-0.046
19	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158331234	158331311	158334746	158335370	158315663	158315831	158336239	158336890	19	378,500,489	212,195,311	483,694,636	214,356,339	226	298	0.692757348851	1.0	0.702,0.772,0.675	0.748,0.72,0.712	-0.01
20	"ENSMUSG00000044150"	"Bclaf3"	chrX	+	158338470	158338646	158340438	158340553	158336239	158336890	158341330	158341394	20	95,133,149	115,107,107	132,160,242	106,142,145	298	264	0.300050522962	0.8059852154464138	0.423,0.524,0.552	0.525,0.5,0.597	-0.041
21	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156341880	156342061	156344378	156344497	156338592	156338687	156355854	156355982	21	324,410,395	711,569,598	317,360,261	537,665,470	268	298	0.562285673462	0.9615837921705832	0.336,0.445,0.423	0.396,0.376,0.382	0.017
22	"ENSMUSG00000046873"	"Mbtps2"	chrX	-	156344378	156344497	156355854	156355982	156341880	156342061	156359079	156359183	22	544,544,659	212,212,239	659,674,513	222,281,228	277	268	0.682224102231	1.0	0.713,0.713,0.727	0.742,0.699,0.685	0.009
23	"ENSMUSG00000025283"	"Sat1"	chrX	-	153996892	153996933	153997028	153997130	153996127	153996663	153998596	153998680	23	573,522,459	103,162,120	678,649,677	119,162,119	251	190	0.0834027291562	0.47173029448492243	0.808,0.709,0.743	0.812,0.752,0.812	-0.039
24	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150963992	150964088	150986927	150987329	150961959	150962086	150991765	150992661	24	119,112,111	80,73,82	144,173,94	156,178,110	245	298	0.000724156610159	0.023339332062996238	0.644,0.651,0.622	0.529,0.542,0.51	0.112
25	"ENSMUSG00000041133"	"Smc1a"	chrX	+	150824322	150824464	150829655	150829801	150820586	150820693	150829890	150830044	25	1333,1487,1660	1173,1286,1436	1699,1718,1488	1532,1467,1404	291	295	0.709989669661	1.0	0.535,0.54,0.54	0.529,0.543,0.518	0.008
26	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589715	150589856	150618219	150618288	150586322	150586565	150623051	150623150	26	880,919,972	384,441,477	1184,1595,1112	500,677,514	290	218	0.434844096592	0.9024521701080206	0.633,0.61,0.605	0.64,0.639,0.619	-0.017
27	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150635470	150635548	150636394	150636442	150633712	150633775	150636519	150636588	27	356,294,374	185,175,258	459,515,401	246,345,310	227	197	0.442042726497	0.9064833175356037	0.625,0.593,0.557	0.618,0.564,0.529	0.021
28	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150636394	150636442	150636519	150636588	150635470	150635548	150637137	150637237	28	424,365,475	211,157,184	487,628,567	210,266,215	197	218	0.574415151293	0.9665303855403345	0.69,0.72,0.741	0.72,0.723,0.745	-0.012
29	"ENSMUSG00000025262"	"Fam120c"	chrX	+	150182670	150182799	150211912	150212012	150164906	150164989	150212832	150212909	29	122,92,95	68,89,90	233,193,144	99,129,63	278	249	0.011566638188	0.15471423194064146	0.616,0.481,0.486	0.678,0.573,0.672	-0.113
30	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149873591	149873777	149874671	149874763	149870090	149873410	149879160	149879251	30	364,365,364	179,142,186	863,868,670	451,434,333	241	298	0.370655010132	0.862628105366326	0.715,0.761,0.708	0.703,0.712,0.713	0.019
31	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149873600	149873777	149874671	149874763	149870089	149873410	149879160	149879251	31	364,365,364	672,751,853	863,868,670	1759,1768,1370	241	298	0.854910148313	1.0	0.401,0.375,0.345	0.378,0.378,0.377	-0.004
32	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149873600	149873777	149874671	149874763	149872476	149873410	149879424	149879539	32	80,108,161	672,751,853	176,123,104	1765,1768,1369	241	298	5.96149041243e-08	1.0193271915488766e-05	0.128,0.151,0.189	0.11,0.079,0.086	0.064
33	"ENSMUSG00000025264"	"Tsr2"	chrX	-	149874671	149874763	149879160	149879251	149873600	149873777	149879424	149879539	33	507,532,668	677,639,745	1335,1345,1177	1482,1708,1214	240	241	0.4632278312	0.9143170812770622	0.429,0.455,0.474	0.475,0.442,0.493	-0.017
34	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141115187	141115379	141116665	141116740	141111843	141111958	141121879	141122052	34	919,1002,1027	1783,2022,1850	812,1038,863	1536,2015,1576	224	298	0.85496945539	1.0	0.407,0.397,0.425	0.413,0.407,0.421	-0.004
35	"ENSMUSG00000031433"	"Rbm41"	chrX	-	138855655	138855803	138868944	138869348	138790259	138791325	138894046	138894251	35	58,59,55	1,4,8	64,87,73	3,9,7	298	297	0.693421230033	1.0	0.983,0.936,0.873	0.955,0.906,0.912	0.006
36	"ENSMUSG00000087368"	"BC065397"	chrX	+	135661166	135661324	135662739	135662837	135660604	135660667	135689269	135689366	36	16,23,25	32,29,19	44,44,39	37,62,43	298	247	0.662025400789	1.0	0.293,0.397,0.522	0.496,0.37,0.429	-0.028
37	"ENSMUSG00000031422"	"Morf4l2"	chrX	-	135636294	135636371	135640553	135640643	135633701	135635250	135641958	135642101	37	991,1021,995	2361,2601,2411	1088,1075,884	2663,2962,2543	239	226	0.294315705844	0.7995805423851083	0.284,0.271,0.281	0.279,0.256,0.247	0.018
38	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134644190	134644271	134644311	134644363	134643481	134643727	134645247	134645324	38	208,248,208	68,90,73	373,453,330	182,206,185	230	201	0.0030128226986	0.06294948457597689	0.728,0.707,0.713	0.642,0.658,0.609	0.08
39	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134698301	134698378	134698536	134698613	134652693	134652766	134698771	134698843	39	3,7,4	195,147,176	8,8,2	179,193,132	226	226	0.436036490013	0.9030881108134351	0.015,0.045,0.022	0.043,0.04,0.015	-0.005
40	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134698301	134698378	134698536	134698613	134697697	134697786	134698771	134698843	40	25,12,16	198,148,177	26,29,14	180,195,132	226	226	0.149803298578	0.6178099944191298	0.112,0.075,0.083	0.126,0.129,0.096	-0.027
41	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	134698536	134698613	134698771	134698843	134698301	134698378	134699139	134699222	41	31,51,64	129,105,119	29,28,44	147,116,109	226	221	0.0577993431967	0.39300173295206486	0.19,0.322,0.345	0.162,0.191,0.283	0.074
