ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165168386	165171984	165168386	165168477	165169947	165171984	2	56,61,63	6,13,17	87,54,118	23,29,21	298	149	0.192867803632	0.3905009116858609	0.824,0.701,0.649	0.654,0.482,0.737	0.1
4	"ENSMUSG00000025262"	"Fam120c"	chrX	+	150250295	150250852	150250295	150250434	150250794	150250852	4	90,157,86	154,159,174	103,149,124	281,287,204	298	149	0.0424590434233	0.12193452995847381	0.226,0.331,0.198	0.155,0.206,0.233	0.054
5	"ENSMUSG00000025268"	"Maged2"	chrX	-	149591716	149592148	149591716	149591779	149592105	149592148	5	54,83,56	338,301,319	59,84,60	458,445,392	298	149	0.0695859387504	0.18057300796596606	0.074,0.121,0.081	0.061,0.086,0.071	0.019
6	"ENSMUSG00000025268"	"Maged2"	chrX	-	149594818	149595310	149594818	149594944	149595151	149595310	6	947,1164,1122	0,2,0	1555,1484,1547	0,0,0	298	149	1	1.0	1.0,0.997,1.0	1.0,1.0,1.0	-0.001
8	"ENSMUSG00000000223"	"Drp2"	chrX	+	133341083	133342135	133341083	133341169	133341977	133342135	8	28,12,11	2,7,0	18,25,18	11,12,3	298	149	0.0687331727672	0.17848851992173534	0.875,0.462,1.0	0.45,0.51,0.75	0.209
9	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132970593	132974026	132970593	132970656	132973884	132974026	9	101,153,123	75,83,88	162,198,212	41,32,22	298	149	5.4145576911e-13	5.744208703469912e-11	0.402,0.48,0.411	0.664,0.756,0.828	-0.318
10	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132970593	132974026	132970593	132970656	132973962	132974026	10	225,282,251	84,64,66	257,341,368	32,48,25	298	149	2.57116212765e-08	7.728484828694625e-07	0.573,0.688,0.655	0.801,0.78,0.88	-0.182
12	"ENSMUSG00000046032"	"Snx12"	chrX	-	100255564	100257470	100255564	100255952	100257379	100257470	12	748,717,751	79,80,98	942,877,783	79,93,85	298	149	0.204512159648	0.4075554474311249	0.826,0.818,0.793	0.856,0.825,0.822	-0.022
13	"ENSMUSG00000031297"	"Slc7a3"	chrX	-	100123706	100124477	100123706	100123873	100124313	100124477	13	66,50,76	382,298,376	135,174,131	646,737,527	298	149	0.0478919388789	0.13432832312301113	0.08,0.077,0.092	0.095,0.106,0.111	-0.021
15	"ENSMUSG00000025151"	"Maged1"	chrX	-	93580479	93580962	93580479	93580594	93580899	93580962	15	446,430,335	4831,5106,5117	226,347,232	3682,3739,3642	298	149	0.262030921995	0.4879429714176381	0.044,0.04,0.032	0.03,0.044,0.031	0.004
16	"ENSMUSG00000025151"	"Maged1"	chrX	-	93580899	93581190	93580899	93580962	93581147	93581190	16	58,67,79	4682,4906,5097	82,53,62	3474,3292,3579	298	149	0.851394031817	1.0	0.006,0.007,0.008	0.012,0.008,0.009	-0.003
17	"ENSMUSG00000025151"	"Maged1"	chrX	-	93581281	93581671	93581281	93581361	93581579	93581671	17	1708,1746,1705	3861,4094,4359	1018,1554,1303	3275,2999,3072	298	149	0.789415687726	1.0	0.181,0.176,0.164	0.135,0.206,0.175	0.002
20	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73351277	73351867	73351277	73351476	73351735	73351867	20	1411,1520,1644	1725,1806,1737	778,1026,1104	1485,1725,1684	298	149	1.03180043116e-05	0.00012833462604117655	0.29,0.296,0.321	0.208,0.229,0.247	0.074
21	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73352681	73353740	73352681	73352781	73353568	73353740	21	260,332,290	3723,4042,4072	172,240,272	3451,4322,3410	298	149	0.0434547923125	0.12439796497713293	0.034,0.039,0.034	0.024,0.027,0.038	0.006
22	"ENSMUSG00000019087"	"Atp6ap1"	chrX	+	73344183	73344964	73344183	73344377	73344929	73344964	22	107,100,146	1126,1118,1262	64,94,71	1160,1197,983	298	149	0.00146710925021	0.008153872211875917	0.045,0.043,0.055	0.027,0.038,0.035	0.014
23	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73326355	73327006	73326355	73326722	73326877	73327006	23	37,33,47	720,701,786	13,21,14	579,792,738	298	149	3.89090241582e-06	5.4397228735902094e-05	0.025,0.023,0.029	0.011,0.013,0.009	0.015
24	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73331783	73332119	73331783	73331825	73332053	73332119	24	779,880,821	46,33,55	498,769,680	60,55,43	298	149	0.00515486195043	0.022241132841149532	0.894,0.93,0.882	0.806,0.875,0.888	0.046
25	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73331783	73332119	73331783	73331825	73332056	73332119	25	783,880,821	176,231,273	502,769,686	246,224,162	298	149	0.279233875009	0.5113338137026874	0.69,0.656,0.601	0.505,0.632,0.679	0.044
26	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73332056	73332625	73332056	73332119	73332534	73332625	26	586,709,610	14,2,8	412,566,518	7,8,2	298	149	0.680000868734	0.9548051292400038	0.954,0.994,0.974	0.967,0.973,0.992	-0.003
27	"ENSMUSG00000031387"	"Renbp"	chrX	-	72972721	72974123	72972721	72973868	72974013	72974123	27	60,77,64	432,537,510	27,36,26	403,506,491	294	149	4.85043771037e-07	9.457042606110588e-06	0.066,0.068,0.06	0.033,0.035,0.026	0.033
28	"ENSMUSG00000002014"	"Ssr4"	chrX	+	72830789	72832559	72830789	72830912	72832440	72832559	28	102,93,93	2700,2920,2648	79,69,92	3566,4540,3455	298	149	6.80124776331e-05	0.0006355466497994603	0.019,0.016,0.017	0.011,0.008,0.013	0.007
29	"ENSMUSG00000002014"	"Ssr4"	chrX	+	72833405	72834030	72833405	72833480	72833964	72834030	29	309,290,327	42,33,24	315,365,315	43,45,43	298	149	0.194077900866	0.3919591200580414	0.786,0.815,0.872	0.786,0.802,0.786	0.033
31	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	72258379	72258961	72258379	72258426	72258833	72258961	31	390,455,485	79,70,86	343,410,500	109,115,131	298	149	0.000106825876018	0.000932980471663259	0.712,0.765,0.738	0.611,0.641,0.656	0.102
32	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	72258379	72258961	72258379	72258462	72258833	72258961	32	104,174,193	191,286,271	114,140,181	214,258,261	298	149	0.62721064126	0.9074804584937104	0.214,0.233,0.263	0.21,0.213,0.257	0.01
33	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	72258379	72258961	72258379	72258426	72258846	72258961	33	406,479,489	11,9,5	367,448,514	0,2,12	298	149	0.0748848347982	0.1911603673864879	0.949,0.964,0.98	1.0,0.991,0.955	-0.018
34	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	72258379	72258961	72258379	72258462	72258846	72258961	34	120,198,197	19,20,19	138,178,195	12,22,11	298	149	0.253312781953	0.4751425920460068	0.759,0.832,0.838	0.852,0.802,0.899	-0.041
36	"ENSMUSG00000035967"	"Ints6l"	chrX	+	55538398	55542094	55538398	55538493	55541875	55542094	36	47,46,57	8,5,2	15,27,30	0,2,0	298	149	0.000488325965397	0.0032855797331542216	0.746,0.821,0.934	1.0,0.871,1.0	-0.123
38	"ENSMUSG00000087365"	"C430049B03Rik"	chrX	-	52143453	52145041	52143453	52144367	52145018	52145041	38	247,280,248	4,0,12	182,265,185	9,8,5	298	149	0.119718184351	0.274958099038958	0.969,1.0,0.912	0.91,0.943,0.949	0.026
39	"ENSMUSG00000087365"	"C430049B03Rik"	chrX	-	52144732	52145041	52144732	52144782	52145018	52145041	39	348,440,435	4,2,1	316,463,298	3,0,5	298	149	0.691665881395	0.9668005478750559	0.978,0.991,0.995	0.981,1.0,0.968	0.005
40	"ENSMUSG00000087365"	"C430049B03Rik"	chrX	-	52143453	52145646	52143453	52145041	52145534	52145646	40	52,37,40	106,141,120	12,23,15	110,148,104	298	149	8.93798275725e-07	1.565014747834988e-05	0.197,0.116,0.143	0.052,0.072,0.067	0.088
43	"ENSMUSG00000036932"	"Aifm1"	chrX	-	47572031	47573512	47572031	47572139	47573403	47573512	43	44,54,54	481,474,514	28,37,20	500,375,361	298	149	0.0100013273914	0.03817437873098392	0.044,0.054,0.05	0.027,0.047,0.027	0.016
45	"ENSMUSG00000031066"	"Usp11"	chrX	+	20578564	20579221	20578564	20578682	20579075	20579221	45	2,13,11	238,275,204	9,0,8	410,422,304	298	149	0.0763859258164	0.19469251596998496	0.004,0.023,0.026	0.011,0.0,0.013	0.01
46	"ENSMUSG00000031066"	"Usp11"	chrX	+	20582985	20584043	20582985	20583192	20583993	20584043	46	85,72,114	450,476,356	72,108,108	540,818,434	298	149	0.036651617479	0.10862973233093919	0.086,0.07,0.138	0.062,0.062,0.111	0.02
47	"ENSMUSG00000064127"	"Med14"	chrX	-	12572537	12572931	12572537	12572684	12572770	12572931	47	5,0,6	273,325,327	7,2,10	283,280,256	235	149	0.512414957412	0.7919696926781048	0.011,0.0,0.012	0.015,0.005,0.024	-0.007
48	"ENSMUSG00000039201"	"Tbc1d25"	chrX	-	8022554	8023017	8022554	8022743	8022889	8023017	48	26,33,34	121,139,124	51,46,35	142,130,100	295	149	0.0255721251905	0.08076940066736733	0.098,0.107,0.122	0.154,0.152,0.15	-0.043
50	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8010086	8010918	8010086	8010186	8010811	8010918	50	400,417,424	3733,4072,4764	257,329,285	6203,6014,5616	298	149	3.77475828373e-14	5.042797455338559e-12	0.051,0.049,0.043	0.02,0.027,0.025	0.024
51	"ENSMUSG00000039231"	"Suv39h1"	chrX	-	7929934	7930296	7929934	7930064	7930149	7930296	51	87,99,112	697,693,643	45,83,69	574,608,467	234	149	0.0996173322299	0.24002653129809573	0.074,0.083,0.1	0.048,0.08,0.086	0.014
52	"ENSMUSG00000031154"	"Otud5"	chrX	+	7733753	7734062	7733753	7733818	7733905	7734062	52	0,2,4	1127,1215,1076	2,0,0	1101,1198,806	236	149	1	1.0	0.0,0.001,0.002	0.001,0.0,0.0	0.001
54	"ENSMUSG00000031146"	"Plp2"	chrX	-	7535653	7535997	7535653	7535749	7535841	7535997	54	71,63,77	4259,4320,3702	36,35,49	4157,4695,3262	241	149	0.641329149348	0.9209855770742162	0.01,0.009,0.013	0.005,0.005,0.009	0.004
56	"ENSMUSG00000025036"	"Sfxn2"	chr19	+	46576373	46578640	46576373	46576449	46578579	46578640	56	28,36,32	3,4,3	15,41,37	1,7,0	298	149	0.662059010963	0.9379602720123885	0.824,0.818,0.842	0.882,0.745,1.0	-0.048
57	"ENSMUSG00000025225"	"Nfkb2"	chr19	+	46294721	46294965	46294721	46294803	46294924	46294965	57	4,7,17	130,165,186	11,13,18	189,323,237	270	149	0.827257929873	1.0	0.017,0.023,0.048	0.031,0.022,0.04	-0.002
58	"ENSMUSG00000025225"	"Nfkb2"	chr19	+	46297303	46297735	46297303	46297513	46297593	46297735	58	4,2,8	307,375,322	3,5,6	392,655,355	229	149	1	1.0	0.008,0.003,0.016	0.005,0.005,0.011	0.002
59	"ENSMUSG00000118087"	"4833438C02Rik"	chr19	-	46292019	46294075	46292019	46293289	46293546	46294075	59	58,40,70	31,13,37	54,89,66	38,89,54	298	149	0.00420321244402	0.01897495279797264	0.483,0.606,0.486	0.415,0.333,0.379	0.149
60	"ENSMUSG00000118087"	"4833438C02Rik"	chr19	-	46293546	46294075	46293546	46293630	46293800	46294075	60	56,56,54	2,0,3	77,171,132	2,4,2	298	149	0.898776920595	1.0	0.933,1.0,0.9	0.951,0.955,0.971	-0.015
61	"ENSMUSG00000025220"	"Oga"	chr19	-	45765325	45767123	45765325	45765456	45767025	45767123	61	70,74,81	1137,1118,1081	66,85,64	1493,1841,1332	298	149	0.00323633471764	0.015400342119429393	0.03,0.032,0.036	0.022,0.023,0.023	0.01
63	"ENSMUSG00000025159"	"Mms19"	chr19	-	41934171	41935542	41934171	41934254	41935355	41935542	63	110,104,110	266,260,224	94,82,78	366,309,271	298	149	0.000171851405142	0.0013848323246566897	0.171,0.167,0.197	0.114,0.117,0.126	0.059
64	"ENSMUSG00000025159"	"Mms19"	chr19	-	41937893	41938276	41937893	41938020	41938207	41938276	64	54,66,71	260,249,253	32,63,48	334,342,257	298	149	0.000684414483505	0.004315879444060375	0.094,0.117,0.123	0.046,0.084,0.085	0.04
65	"ENSMUSG00000036502"	"Tmem255a"	chrX	-	37313457	37314002	37313457	37313546	37313930	37314002	65	0,0,1	0,0,0	0,1,0	0,0,2	298	149	1	1.0	NA,NA,1.0	NA,1.0,0.0	0.5
73	"ENSMUSG00000100417"	"Gm28578"	chr19	-	45326193	45326560	45326193	45326287	45326369	45326560	73	0,0,1	0,2,0	0,0,0	3,2,0	231	149	1	1.0	NA,0.0,1.0	0.0,0.0,NA	0.5
76	"ENSMUSG00000024695"	"Zfp91"	chr19	-	12753358	12753826	12753358	12753437	12753775	12753826	76	15,9,12	624,732,688	5,6,23	813,1057,725	298	149	0.888702741452	1.0	0.012,0.006,0.009	0.003,0.003,0.016	0.002
82	"ENSMUSG00000024740"	"Ddb1"	chr19	+	10604489	10605228	10604489	10604599	10605125	10605228	82	70,71,78	1,8,0	89,79,59	1,0,1	298	149	0.0059438777102	0.024843067092342293	0.972,0.816,1.0	0.978,1.0,0.967	-0.052
84	"ENSMUSG00000036372"	"Tmem258"	chr19	+	10183787	10184664	10183787	10183897	10184527	10184664	84	147,167,197	1442,1615,1445	69,86,86	1916,2477,1922	298	149	0	0.0	0.048,0.049,0.064	0.018,0.017,0.022	0.035
85	"ENSMUSG00000024660"	"Incenp"	chr19	-	9855040	9855612	9855040	9855160	9855491	9855612	85	92,102,75	670,686,700	43,136,73	599,671,588	298	149	0.952404222665	1.0	0.064,0.069,0.051	0.035,0.092,0.058	-0.0
86	"ENSMUSG00000071646"	"Mta2"	chr19	+	8923630	8924114	8923630	8923748	8924011	8924114	86	73,112,105	540,602,599	80,118,55	692,717,597	298	149	0.0204521401045	0.06799158466076635	0.063,0.085,0.081	0.055,0.076,0.044	0.018
87	"ENSMUSG00000071647"	"Eml3"	chr19	+	8916391	8916649	8916391	8916480	8916551	8916649	87	73,71,84	449,538,517	51,55,65	674,670,525	220	149	0.000183019450571	0.001457287324965998	0.099,0.082,0.099	0.049,0.053,0.077	0.034
88	"ENSMUSG00000071653"	"1810009A15Rik"	chr19	+	8866487	8867091	8866487	8866612	8867000	8867091	88	9,27,16	5,8,8	13,15,15	12,21,12	298	149	0.00836812384834	0.032808502957567806	0.474,0.628,0.5	0.351,0.263,0.385	0.201
89	"ENSMUSG00000071655"	"Ubxn1"	chr19	+	8849371	8849651	8849371	8849478	8849581	8849651	89	35,32,32	1306,1464,1281	27,29,28	1838,2109,1846	252	149	0.0178249689245	0.06147505161140133	0.016,0.013,0.015	0.009,0.008,0.009	0.006
90	"ENSMUSG00000071657"	"Bscl2"	chr19	+	8817898	8820454	8817898	8818788	8820372	8820454	90	22,5,22	1211,1270,1377	12,20,13	1415,1362,1085	298	149	1	1.0	0.009,0.002,0.008	0.004,0.007,0.006	0.001
91	"ENSMUSG00000071657"	"Bscl2"	chr19	+	8822534	8823688	8822534	8822678	8823553	8823688	91	35,43,51	1239,1313,1361	43,39,41	1428,1433,1184	298	149	0.640393119359	0.9209855770742162	0.014,0.016,0.018	0.015,0.013,0.017	0.001
93	"ENSMUSG00000071657"	"Bscl2"	chr19	+	8825030	8825346	8825030	8825097	8825277	8825346	93	46,44,58	659,676,603	68,66,66	650,795,635	298	149	0.0920771540899	0.22635225489009209	0.034,0.032,0.046	0.05,0.04,0.049	-0.009
94	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8713350	8713661	8713350	8713457	8713539	8713661	94	130,155,187	962,1183,1145	156,205,157	1706,2112,1597	231	149	0.000161578886631	0.0013245796456318568	0.08,0.078,0.095	0.056,0.059,0.06	0.026
95	"ENSMUSG00000042729"	"Wdr74"	chr19	+	8715017	8715618	8715017	8715093	8715516	8715618	95	22,37,39	0,1,0	23,61,48	0,0,2	298	149	1	1.0	1.0,0.949,1.0	1.0,1.0,0.923	0.009
96	"ENSMUSG00000024759"	"Atl3"	chr19	+	7507884	7509812	7507884	7507956	7509380	7509812	96	17,35,47	126,159,175	23,22,27	195,249,160	298	149	0.00183455691402	0.009702707901569121	0.063,0.099,0.118	0.056,0.042,0.078	0.035
98	"ENSMUSG00000024764"	"Naa40"	chr19	-	7207086	7207648	7207086	7207170	7207552	7207648	98	90,109,83	3,3,6	95,91,92	1,2,7	298	149	0.742563392065	1.0	0.938,0.948,0.874	0.979,0.958,0.868	-0.015
99	"ENSMUSG00000024764"	"Naa40"	chr19	-	7211468	7212523	7211468	7211521	7212427	7212523	99	58,77,63	239,292,257	59,82,62	378,435,339	298	149	0.0102624231336	0.03908823679291996	0.108,0.116,0.109	0.072,0.086,0.084	0.03
100	"ENSMUSG00000024960"	"Plcb3"	chr19	-	6931748	6932130	6931748	6931835	6932072	6932130	100	89,142,80	863,813,799	103,97,87	844,1004,777	298	149	0.2904199891	0.5278879113153597	0.049,0.08,0.048	0.058,0.046,0.053	0.007
101	"ENSMUSG00000024960"	"Plcb3"	chr19	-	6932574	6933274	6932574	6932725	6933081	6933274	101	49,35,40	321,331,322	28,40,24	324,347,266	298	149	0.109723978423	0.2576656186014069	0.071,0.05,0.058	0.041,0.054,0.043	0.014
102	"ENSMUSG00000038812"	"Trmt112"	chr19	+	6887951	6888396	6887951	6888041	6888119	6888396	102	109,155,128	2791,2735,2701	117,146,110	3602,4442,3524	227	149	0.000489147856031	0.0032855797331542216	0.025,0.036,0.03	0.021,0.021,0.02	0.01
103	"ENSMUSG00000024953"	"Prdx5"	chr19	-	6884609	6885484	6884609	6884648	6885349	6885484	103	28,24,20	0,3,0	12,30,17	0,5,1	298	149	0.00934818370259	0.03602446433252364	1.0,0.8,1.0	1.0,0.75,0.895	0.052
104	"ENSMUSG00000024787"	"Snx15"	chr19	-	6173859	6174218	6173859	6173980	6174182	6174218	104	48,80,51	247,247,252	41,40,28	289,381,333	298	149	2.39933514501e-07	5.120947850917793e-06	0.089,0.139,0.092	0.066,0.05,0.04	0.055
