"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0014069","postsynaptic density","56/1015","463/28829",0.120950323974082,3.43534668950622,10.0916177939138,9.26844690804382e-16,5.75570552989521e-13,4.07811663953928e-13,"Dgkz/Hspa8/Mapt/Dlg3/Map2/Myo6/Picalm/Camk2d/Neo1/Pdlim5/Ank3/Nrg1/Inpp4a/Dlg4/Ablim1/Mapk10/Slc8a1/Tnik/Sh2d5/Slc16a3/Epb41l1/Mink1/Plekha5/Syngap1/Homer3/Kpna2/Cpeb1/Shank1/Dnm1l/Gria2/Psd/Rnf112/Homer2/Macf1/Numb/Dmtn/Ptprs/Gopc/Nptn/Dst/Scrib/Iqsec1/Nrcam/Dtnb/Arfgap1/Pak6/Dnajc6/Ptprf/Camk2g/Tsc2/Lrp8/Cacna1c/Grin1/Sharpin/Epb41l3/Hnrnpa2b1",56
"GO:0032279","asymmetric synapse","57/1015","487/28829",0.117043121149897,3.32437058091664,9.88241656640036,2.20358214059959e-15,6.84212254656172e-13,4.8478807093191e-13,"Dgkz/Hspa8/Mapt/Dlg3/Map2/Myo6/Picalm/Camk2d/Neo1/Pdlim5/Ank3/Nrg1/Inpp4a/Dlg4/Ablim1/Mapk10/Slc8a1/Tnik/Sh2d5/Slc16a3/Epb41l1/Mink1/Plekha5/Syngap1/Homer3/Kpna2/Cpeb1/Shank1/Dnm1l/Gria2/Psd/Rnf112/Homer2/Macf1/Numb/Plxna4/Dmtn/Ptprs/Gopc/Nptn/Dst/Scrib/Iqsec1/Nrcam/Dtnb/Arfgap1/Pak6/Dnajc6/Ptprf/Camk2g/Tsc2/Lrp8/Cacna1c/Grin1/Sharpin/Epb41l3/Hnrnpa2b1",57
"GO:0150034","distal axon","49/1015","430/28829",0.113953488372093,3.23661587810746,8.92652982336183,5.7429308834311e-13,1.18878669287024e-10,8.42296529569895e-11,"Hspa8/L1cam/Mapt/Dlg3/Ap3d1/Map2/Agrn/Rimbp2/Neo1/Auts2/Scn9a/Slc8a1/Rapgef3/Hdac5/Cpeb1/Elavl4/Gria2/P2rx4/Unc13a/Copg2/Bin1/Synj1/Dbh/Fkbp1a/Gprin1/Myo9a/Ptprs/Sirt2/Flna/Arhgap4/Exoc7/Cttn/Clcn3/Kcnma1/Clasp2/Brsk2/Adgrl1/Aak1/Ptprf/Tsc2/Ncam1/Cib1/Cbarp/Stmn4/Grin1/Kcnc3/Klc1/Ndel1/Inpp5j",49
"GO:0016607","nuclear speck","47/1015","438/28829",0.107305936073059,3.04780574487707,8.24981139781963,1.44221100976513e-11,2.23903259266036e-09,1.58643211074164e-09,"Dgkz/Srsf6/Mapt/Ccnl2/Fam193b/Srpk2/Pla2g6/Dnajc11/Srrm1/Zc3h18/Rtel1/Il15/Akap8l/Srsf7/U2af1/Dzip1/Rbm25/Chd5/Sf3b1/Hdac5/Tcf12/Ythdc1/Atpaf2/Srek1/Prpf40b/Luc7l2/Ccnl1/Zbtb18/Ncapg2/Hif3a/Sfmbt2/Ddx46/Thoc2/Pnisr/Pacsin2/Acin1/Nup43/Chtop/Bard1/Arglu1/Dgkq/Prpf4b/Mbd4/Erbin/Zc3h14/Akap17b/Gatad2a",47
"GO:0030426","growth cone","33/1015","242/28829",0.136363636363636,3.8731303179579,8.57407483542896,3.1462426107255e-11,3.90763332252107e-09,2.76869349743844e-09,"L1cam/Mapt/Dlg3/Map2/Agrn/Neo1/Auts2/Rapgef3/Hdac5/Cpeb1/Elavl4/Gria2/Copg2/Gprin1/Myo9a/Ptprs/Sirt2/Flna/Arhgap4/Exoc7/Cttn/Clasp2/Adgrl1/Ptprf/Tsc2/Ncam1/Cib1/Cbarp/Stmn4/Grin1/Klc1/Ndel1/Inpp5j",33
"GO:0030427","site of polarized growth","33/1015","250/28829",0.132,3.74919014778325,8.33988038198186,7.59173767185447e-11,7.85744849036938e-09,5.56727429269328e-09,"L1cam/Mapt/Dlg3/Map2/Agrn/Neo1/Auts2/Rapgef3/Hdac5/Cpeb1/Elavl4/Gria2/Copg2/Gprin1/Myo9a/Ptprs/Sirt2/Flna/Arhgap4/Exoc7/Cttn/Clasp2/Adgrl1/Ptprf/Tsc2/Ncam1/Cib1/Cbarp/Stmn4/Grin1/Klc1/Ndel1/Inpp5j",33
"GO:0005874","microtubule","46/1015","489/28829",0.0940695296523517,2.67185268014547,7.12296917656255,1.83241935084324e-09,1.62561773839094e-07,1.15180644910147e-07,"Eml2/Hspa8/Mapt/Kifc2/Map2/Dync1i2/Cdk5rap3/Tmem214/Slc8a1/Radil/Ttll11/Tube1/Kif6/Kntc1/Fam161a/Septin2/Cep170/Dnm1l/Bin1/Macf1/Camsap3/Synj1/Cdk5rap2/Pierce2/Lzts2/Sirt2/Arhgap4/Dst/Dctn1/Clasp2/Zfp207/Chmp3/Dysf/Lrrc49/Haus2/Kif1b/Ttll5/Snph/Eml4/Klc1/Eml5/Ndel1/Mdm1/Ninl/Shroom1/Fign",46
"GO:0031252","cell leading edge","45/1015","484/28829",0.0929752066115702,2.64077067133493,6.95409929087718,3.95167989444498e-09,3.06749151806292e-07,2.17342394194474e-07,"Dgkz/Gabbr1/Mapt/Map2/Myo6/Ablim1/Actr2/Slc9a5/Fgd2/Hpca/Rapgef3/Gria2/Psd/Slc12a5/Tirap/Macf1/Slk/Pde9a/Ablim3/Cttn/Dst/Scrib/Itgav/Dctn1/Clasp2/Cdc42bpa/Fgd4/Sgce/Dysf/Aak1/Pacsin2/Cib1/Scyl3/Amotl1/Pear1/Grin1/Epb41l3/Kcnc3/Nckap1/Evl/Nf2/Ndel1/Inpp5j/Plce1/Ptk2",45
"GO:0044304","main axon","17/1015","93/28829",0.182795698924731,5.19193813231633,7.73484711257595,2.39160141749381e-08,1.65020497807073e-06,1.16922735966364e-06,"Gabbr1/Mapt/Map2/Camk2d/Ank3/Scn9a/Dlg4/Scn1a/Bin1/Kcnq2/Dbh/Sirt2/Nrcam/Epb41l3/Kcnc3/Trim46/Sptan1",17
"GO:0030133","transport vesicle","40/1015","445/28829",0.0898876404494382,2.55307466651907,6.30730880768003,7.21121282422725e-08,4.47816316384512e-06,3.17293364265999e-06,"Gabbr1/Hspa8/Slc9b2/Sh3glb1/Picalm/Slc17a9/Dlg4/Aftph/Ube3a/Vps33b/Septin2/Dnm1l/Gria2/Trim9/Unc13a/Rnf112/Vdac3/Bin1/Dbh/Vti1a/Mff/Ap1ar/Ptprs/Ap3s1/Gopc/Rab4b/Clcn3/Iqsec1/Sec22b/Syt17/Sec31b/Scamp5/Atp13a2/Sec24c/Madd/Kif1b/Cbarp/Grin1/Ap1g2/Ndel1",40
"GO:0008021","synaptic vesicle","30/1015","289/28829",0.103806228373702,2.94840370225169,6.35930179318424,1.45466420428337e-07,8.21224064418159e-06,5.81865681713349e-06,"Gabbr1/Hspa8/Slc9b2/Sh3glb1/Picalm/Dlg4/Ube3a/Vps33b/Septin2/Dnm1l/Gria2/Trim9/Unc13a/Rnf112/Vdac3/Bin1/Vti1a/Mff/Ptprs/Ap3s1/Rab4b/Clcn3/Iqsec1/Sec22b/Scamp5/Madd/Kif1b/Cbarp/Grin1/Ndel1",30
"GO:0070382","exocytic vesicle","31/1015","309/28829",0.100323624595469,2.84948746153969,6.24402197992656,1.94832366559936e-07,1.00825749694767e-05,7.143853440531e-06,"Gabbr1/Hspa8/Slc9b2/Sh3glb1/Picalm/Dlg4/Ube3a/Vps33b/Septin2/Dnm1l/Gria2/Trim9/Unc13a/Rnf112/Vdac3/Bin1/Vti1a/Mff/Ptprs/Ap3s1/Rab4b/Clcn3/Iqsec1/Sec22b/Syt17/Scamp5/Madd/Kif1b/Cbarp/Grin1/Ndel1",31
"GO:0005819","spindle","37/1015","435/28829",0.0850574712643678,2.41588358530095,5.68417498497353,8.54160841656944e-07,4.08026063591509e-05,2.89100592560812e-05,"Eml2/Kifc2/Afg2a/Espl1/Nubp2/Kntc1/Fam161a/Racgap1/Wnk1/Septin2/Cep170/Cpeb1/Ncor1/Cdk5rap2/Lzts2/Sirt2/Cttn/Ttc28/Cep89/Flcn/Dctn1/Clasp2/Zfp207/Chmp3/Kat2a/Irag2/Hsf1/Haus2/Limk2/Cep250/Afg2b/Uxt/Map2k5/Eml4/Ndel1/Birc6/Ikbkg",37
"GO:0031256","leading edge membrane","23/1015","205/28829",0.11219512195122,3.18667307461252,6.0021131577585,1.05934099029858e-06,4.69893396411012e-05,3.32935739808124e-05,"Gabbr1/Mapt/Map2/Myo6/Slc9a5/Fgd2/Hpca/Gria2/Psd/Slc12a5/Tirap/Macf1/Pde9a/Itgav/Clasp2/Sgce/Pacsin2/Cib1/Grin1/Epb41l3/Kcnc3/Nckap1/Inpp5j",23
"GO:0072686","mitotic spindle","21/1015","182/28829",0.115384615384615,3.27726411519515,5.88732587153334,1.95869603974068e-06,8.10900160452641e-05,5.74550838323932e-05,"Eml2/Kifc2/Espl1/Fam161a/Racgap1/Wnk1/Ncor1/Cdk5rap2/Lzts2/Sirt2/Cttn/Ttc28/Flcn/Dctn1/Clasp2/Kat2a/Hsf1/Haus2/Limk2/Eml4/Ikbkg",21
"GO:0030055","cell-substrate junction","23/1015","214/28829",0.107476635514019,3.05265411353068,5.75750518985395,2.23074528383524e-06,8.65808013288554e-05,6.13454953054692e-05,"Itga2b/Dcaf6/Tle2/Sorbs1/Ppfia1/Lpp/Fblim1/Slc9a5/Zyx/Peak1/Zfp384/Cttn/Actn4/Dst/Alkbh6/Itgav/Clasp2/Map4k4/Plec/Evl/Erbin/Shc1/Ptk2",23
"GO:0005925","focal adhesion","22/1015","200/28829",0.11,3.12432512315271,5.75892531648976,2.50945843408261e-06,9.16690404450177e-05,6.49506888821381e-05,"Itga2b/Dcaf6/Tle2/Sorbs1/Ppfia1/Lpp/Fblim1/Slc9a5/Zyx/Peak1/Zfp384/Cttn/Actn4/Dst/Alkbh6/Itgav/Clasp2/Map4k4/Plec/Evl/Shc1/Ptk2",22
"GO:0005765","lysosomal membrane","29/1015","317/28829",0.0914826498422713,2.598377647589,5.46642935810723,3.11379947551689e-06,0.000101772077594526,7.21090404856543e-05,"Hspa8/Slc9b2/Sppl2a/Slc17a9/Spag9/Atg16l1/Rnf13/Elapor1/Vps33b/Hps4/Snx14/Mitf/Clcn7/Vps11/P2rx4/Depdc5/Abcd4/Slc39a14/Flcn/Clcn3/Tpcn2/Trim23/Chmp3/Tsc2/Marchf8/Atp13a2/Gpr137/Slc37a3/Slc26a11",29
"GO:0098852","lytic vacuole membrane","29/1015","317/28829",0.0914826498422713,2.598377647589,5.46642935810723,3.11379947551689e-06,0.000101772077594526,7.21090404856543e-05,"Hspa8/Slc9b2/Sppl2a/Slc17a9/Spag9/Atg16l1/Rnf13/Elapor1/Vps33b/Hps4/Snx14/Mitf/Clcn7/Vps11/P2rx4/Depdc5/Abcd4/Slc39a14/Flcn/Clcn3/Tpcn2/Trim23/Chmp3/Tsc2/Marchf8/Atp13a2/Gpr137/Slc37a3/Slc26a11",29
"GO:0005938","cell cortex","31/1015","366/28829",0.0846994535519126,2.40571482408679,5.17018381394556,7.04416109850747e-06,0.000218721202108657,0.000154971544167164,"Rasal3/Rimbp2/Dlg4/Traf2/Actr2/Ryr1/Rapgef3/Septin2/Unc13a/Macf1/Dmtn/Mpp7/Flna/Exoc7/Cttn/Actn4/Dst/Exoc1/Dctn1/Epb41l2/Clasp2/Cald1/Asph/Nlrp4f/Kcnc3/Nf2/Exoc3l4/Rims2/Shroom1/Ptk2/Sptan1",31
"GO:0043194","axon initial segment","8/1015","31/28829",0.258064516129032,7.32979501032894,6.73593490500285,8.80477034580007e-06,0.000254764421193384,0.000180509412761818,"Map2/Camk2d/Ank3/Scn1a/Bin1/Kcnq2/Nrcam/Trim46",8
"GO:0005769","early endosome","35/1015","444/28829",0.0788288288288288,2.23897173035104,5.02593636579179,9.02547063809089e-06,0.000254764421193384,0.000180509412761818,"Ap3d1/Sh3glb1/Picalm/Atp11b/Inpp4a/Snx13/Rabgap1l/Fgd2/Vps33b/Rapgef1/Pikfyve/Vps11/Stam/Rabep2/Numb/Hps3/Slc39a14/Nae1/Ap3s1/Washc3/Rab4b/Atf6b/Gripap1/Clcn3/Bltp3b/Pla2g4b/Vps26a/Plekhj1/Chmp3/Dysf/Pacsin2/Marchf8/Ptp4a2/Nf2/Tom1",35
"GO:0005681","spliceosomal complex","23/1015","234/28829",0.0982905982905983,2.79174350553661,5.25711248862219,9.98266690726608e-06,0.000269532006496184,0.00019097275822596,"Hspa8/Lsm2/Lsm5/Dhx35/Srrm1/U2af1/Raly/Tra2b/Sf3b1/Lsm7/Srek1/Sf1/Snrpd1/Prpf40b/Luc7l2/Rbm41/Prpf39/Ddx46/Yju2b/Ppil2/Prpf4b/Akap17b/Hnrnpa2b1",23
"GO:0005774","vacuolar membrane","31/1015","378/28829",0.082010582010582,2.32934292490943,4.96984350220743,1.33755695920488e-05,0.000346092863194263,0.000245218775854228,"Sbf2/Hspa8/Slc9b2/Sh3glb1/Sppl2a/Slc17a9/Spag9/Atg16l1/Rnf13/Elapor1/Vps33b/Hps4/Snx14/Mitf/Clcn7/Vps11/P2rx4/Depdc5/Abcd4/Slc39a14/Flcn/Clcn3/Tpcn2/Trim23/Chmp3/Tsc2/Marchf8/Atp13a2/Gpr137/Slc37a3/Slc26a11",31
