"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0150034","distal axon","38/705","430/28829",0.0883720930232558,3.61372917697509,8.64582738209569,1.1215803778637e-11,5.4707725306788e-09,3.61945057327421e-09,"Cpeb4/Mapt/Dixdc1/Slc8a1/Scn9a/Auts2/Ap3d1/Map2/Agrn/Elavl4/Cttn/Hdac5/Unc13a/Snap25/Clasp2/Brsk2/Synj1/Dlg3/Cbarp/Bin1/Inpp5j/Syt7/Kcnma1/P2rx4/Grin1/Kcnab2/Tmod2/P2rx3/Klc1/Aak1/Adgrl1/Mapk8ip3/Arhgap4/Map1b/Mical1/Tnk2/Src/Dnm2",38
"GO:0014069","postsynaptic density","39/705","463/28829",0.0842332613390929,3.44448324985065,8.39540752997224,2.56641620919273e-11,5.4707725306788e-09,3.61945057327421e-09,"Adam22/Cpeb4/Mapt/Picalm/Slc8a1/Afdn/Map2/Ank3/Plekha5/Gopc/Inpp4a/Scn8a/Tnik/Cadm1/Rnf112/Nrg1/Dlg3/Camk2b/Epb41l1/Zdhhc2/Plcb4/Itga8/Epb41l3/Grin1/Kcnab2/Sh2d5/Slc16a3/Rtn4/Camk2g/Homer2/Dlg1/Map1b/Scrib/Arfgap1/Iqsec1/Dnm2/Pick1/Hnrnpa2b1/Nsmf",39
"GO:0032279","asymmetric synapse","40/705","487/28829",0.082135523613963,3.35870214222261,8.3116185906022,3.07923406980045e-11,5.4707725306788e-09,3.61945057327421e-09,"Adam22/Cpeb4/Mapt/Picalm/Slc8a1/Afdn/Map2/Ank3/Plekha5/Gopc/Inpp4a/Scn8a/Tnik/Cadm1/Rnf112/Nrg1/Dlg3/Camk2b/Epb41l1/Zdhhc2/Plcb4/Itga8/Epb41l3/Elavl2/Grin1/Kcnab2/Sh2d5/Slc16a3/Rtn4/Camk2g/Homer2/Dlg1/Map1b/Scrib/Arfgap1/Iqsec1/Dnm2/Pick1/Hnrnpa2b1/Nsmf",40
"GO:0044304","main axon","16/705","93/28829",0.172043010752688,7.03521696026844,9.2296338948568,9.16461967936705e-10,1.22118557227566e-07,8.07933576996832e-08,"Adam22/Mapt/Scn9a/Map2/Gabbr1/Ank3/Scn8a/Bin1/Epb41l3/Kcnab2/Trim46/Dlg1/Mapk8ip3/Map1b/Kcnq2/Cd40",16
"GO:0030426","growth cone","23/705","242/28829",0.0950413223140496,3.88644862552019,7.13921555456207,3.51054934494335e-08,3.64224718389322e-06,2.40970239281965e-06,"Cpeb4/Mapt/Auts2/Map2/Agrn/Elavl4/Cttn/Hdac5/Snap25/Clasp2/Dlg3/Cbarp/Inpp5j/Grin1/Tmod2/Klc1/Adgrl1/Mapk8ip3/Arhgap4/Map1b/Tnk2/Src/Dnm2",23
"GO:0031252","cell leading edge","34/705","484/28829",0.0702479338842975,2.87259246234101,6.57795641601664,4.73714771054429e-08,3.64224718389322e-06,2.40970239281965e-06,"Mapt/Map2/Gabbr1/Psd2/Cttn/Slk/Snap25/Clasp2/Casp8/Pecam1/C2cd5/Carmil3/Gnas/Hpca/Inpp5j/Pacsin2/Itga8/Epb41l3/Grin1/Sgce/Cdc42bpa/Nrbp1/Dctn1/Tesc/Aak1/Carmil2/Pxn/Mapk8ip3/Scrib/Nf2/Src/Adgre5/Sh3bp1/Dnm2",34
"GO:0016607","nuclear speck","32/705","438/28829",0.0730593607305936,2.98755788723728,6.63635740564845,4.78343907828378e-08,3.64224718389322e-06,2.40970239281965e-06,"Mapt/Afdn/Sf3b1/Ddx46/Pla2g6/Srpk2/Srrm1/Fam193b/Dzip1/Zc3h18/Il15/Srek1/Hdac5/Erbin/U2af1/Tcf12/Luc7l2/Phf7/Prpf40a/Srsf6/Pacsin2/Hdac4/Dennd1b/Pnisr/Prpf4b/Nfatc4/Arglu1/Eif4enif1/Zfp638/Luc7l3/Gatad2a/Ppig",32
"GO:0030427","site of polarized growth","23/705","250/28829",0.092,3.76208226950355,6.94458616366766,6.4016594485469e-08,4.26510560759437e-06,2.82178409903054e-06,"Cpeb4/Mapt/Auts2/Map2/Agrn/Elavl4/Cttn/Hdac5/Snap25/Clasp2/Dlg3/Cbarp/Inpp5j/Grin1/Tmod2/Klc1/Adgrl1/Mapk8ip3/Arhgap4/Map1b/Tnk2/Src/Dnm2",23
"GO:0005819","spindle","31/705","435/28829",0.071264367816092,2.91415668052499,6.36901238609875,1.34806873032192e-07,7.98356259179539e-06,5.28190672114438e-06,"Tbl1xr1/Ncor1/Rab11a/Kifc5b/Cntrl/Racgap1/Hsf1/Cep170/Afg2a/Iqcb1/Cttn/Zfp207/Cep128/Clasp2/Fam161a/Camk2b/Septin2/Birc6/Eml4/Alms1/Dctn1/Dctn4/Cep89/Kif2a/Anapc5/Mical3/Hdac3/Kif15/Irag2/Tubgcp4/Cdc14b",31
"GO:0005814","centriole","17/705","161/28829",0.105590062111801,4.31780978811506,6.68388539594886,4.81919465073031e-07,2.56863074883926e-05,1.69940021894174e-05,"Cep43/Rab11a/Sfi1/Cep97/Dzip1/Cep170/Cep128/Odf2l/Fam161a/Tedc2/Alms1/Crocc/Dctn1/Cep89/Lrrcc1/Dnm2/Tedc1",17
