"event_key","event_type","GeneID","geneSymbol","exon_length","size_category","dPSI","FDR","significant"
"chrX:100584365:100584607:100582793:100586069:SE","SE","ENSMUSG00000031314","Taf1",242,"Regular (>50bp)",0.005,1,FALSE
"chrX:100584428:100584607:100582793:100586069:SE","SE","ENSMUSG00000031314","Taf1",179,"Regular (>50bp)",0.006,1,FALSE
"chrX:100605679:100605893:100603550:100606419:SE","SE","ENSMUSG00000031314","Taf1",214,"Regular (>50bp)",-0.001,1,FALSE
"chrX:100621977:100622062:100621898:100633553:SE","SE","ENSMUSG00000031314","Taf1",85,"Regular (>50bp)",-0.002,1,FALSE
"chrX:100634339:100634345:100634195:100637545:SE","SE","ENSMUSG00000031314","Taf1",6,"Microexon (0-30bp)",0.201,5.80152882256624e-11,TRUE
"chrX:13391063:13391090:13388586:13392236:SE","SE","ENSMUSG00000031012","Cask",27,"Microexon (0-30bp)",0.022,0.0134963564687648,FALSE
"chrX:13410752:13410868:13404080:13415403:SE","SE","ENSMUSG00000031012","Cask",116,"Regular (>50bp)",0.01,1,FALSE
"chrX:13417185:13417221:13415600:13418611:SE","SE","ENSMUSG00000031012","Cask",36,"Small (30-50bp)",0.07,0.2055903003081,FALSE
"chrX:13417185:13417221:13415600:13421116:SE","SE","ENSMUSG00000031012","Cask",36,"Small (30-50bp)",0.059,9.10968246513015e-06,FALSE
"chrX:13418611:13418680:13415600:13421116:SE","SE","ENSMUSG00000031012","Cask",69,"Regular (>50bp)",0.095,1.53545278769916e-05,FALSE
"chrX:13418611:13418680:13417221:13421116:SE","SE","ENSMUSG00000031012","Cask",69,"Regular (>50bp)",0.108,0.00985058287082485,TRUE
"chrX:13453082:13453204:13437350:13466595:SE","SE","ENSMUSG00000031012","Cask",122,"Regular (>50bp)",0.001,1,FALSE
"chrX:13462924:13462942:13453204:13466595:SE","SE","ENSMUSG00000031012","Cask",18,"Microexon (0-30bp)",0.169,0,TRUE
"chrX:13466595:13466695:13453204:13474972:SE","SE","ENSMUSG00000031012","Cask",100,"Regular (>50bp)",0.001,1,FALSE
"chrX:13486888:13487064:13480831:13543823:SE","SE","ENSMUSG00000031012","Cask",176,"Regular (>50bp)",-0.003,1,FALSE
"chrX:13492433:13492536:13487064:13543823:SE","SE","ENSMUSG00000031012","Cask",103,"Regular (>50bp)",-0.001,1,FALSE
"chrX:13549209:13549287:13543896:13580904:SE","SE","ENSMUSG00000031012","Cask",78,"Regular (>50bp)",0,1,FALSE
"chrX:13652157:13652288:13581010:13712246:SE","SE","ENSMUSG00000031012","Cask",131,"Regular (>50bp)",-0.012,1,FALSE
"chrX:13652175:13652288:13581010:13712246:SE","SE","ENSMUSG00000031012","Cask",113,"Regular (>50bp)",-0.004,1,FALSE
"chr19:42159984:42160182:42159224:42165827:SE","SE","ENSMUSG00000018820","Zfyve27",198,"Regular (>50bp)",-0.001,1,FALSE
"chr19:42165827:42165898:42160182:42167727:SE","SE","ENSMUSG00000018820","Zfyve27",71,"Regular (>50bp)",0.009,0.975845465727342,FALSE
"chr19:42167727:42167929:42160182:42169940:SE","SE","ENSMUSG00000018820","Zfyve27",202,"Regular (>50bp)",0.001,1,FALSE
"chr19:42169940:42170036:42167929:42171097:SE","SE","ENSMUSG00000018820","Zfyve27",96,"Regular (>50bp)",0.002,1,FALSE
"chr19:42174058:42174079:42172628:42174243:SE","SE","ENSMUSG00000018820","Zfyve27",21,"Microexon (0-30bp)",0.131,0.0409838238074037,TRUE
"chr19:42177635:42177682:42174388:42177960:SE","SE","ENSMUSG00000018820","Zfyve27",47,"Small (30-50bp)",-0.003,1,FALSE
"chr19:16977302:16977407:16933656:16980985:SE","SE","ENSMUSG00000039126","Prune2",105,"Regular (>50bp)",-0.003,1,FALSE
"chr19:16977302:16977407:16933656:16993571:SE","SE","ENSMUSG00000039126","Prune2",105,"Regular (>50bp)",-0.005,1,FALSE
