"Comparison","EventType","EventDescription","GeneSymbol","GeneID","Chromosome","Strand","FDR","DeltaPSI","PSI_Group1","PSI_Group2","exonStart_0base","exonEnd","upstreamES","upstreamEE","downstreamES","downstreamEE","longExonStart_0base","longExonEnd","shortES","shortEE","flankingES","flankingEE","X1stExonStart_0base","X1stExonEnd","X2ndExonStart_0base","X2ndExonEnd","riExonStart_0base","riExonEnd"
"KO_vs_Parental","SE","Skipped Exon","Klf8","ENSMUSG00000041649","chrX","+",0.00107890738874271,0.381,"1.0,1.0,1.0","0.504,0.354,1.0",152142837,152142960,152142608,152142705,152143291,152143479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Iqsec2","ENSMUSG00000041115","chrX","+",0.0212813891506949,0.183,"0.874,0.923,1.0","0.768,0.646,0.834",150963992,150964088,150949929,150949959,150976861,150977597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Huwe1","ENSMUSG00000025261","chrX","+",0.00398028504742425,-0.106,"0.255,0.218,0.252","0.344,0.387,0.313",150587441,150587536,150586256,150586565,150589267,150589403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Huwe1","ENSMUSG00000025261","chrX","+",0.0180066919207727,-0.108,"0.285,0.237,0.25","0.308,0.398,0.391",150587441,150587536,150586256,150586565,150589271,150589403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","BC065397","ENSMUSG00000087368","chrX","+",0.0369270091883456,-0.16,"0.712,0.618,0.599","0.744,0.845,0.819",135657242,135657369,135648071,135648197,135658849,135658930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Gprasp1","ENSMUSG00000043384","chrX","+",0.00126677701305995,-0.131,"0.5,0.526,0.482","0.679,0.575,0.647",134644190,134644271,134643481,134643727,134645247,134645324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Cstf2","ENSMUSG00000031256","chrX","+",0.00277765122138729,-0.127,"0.589,0.645,0.676","0.744,0.826,0.722",132973163,132973223,132970593,132970656,132973962,132974026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Cstf2","ENSMUSG00000031256","chrX","+",2.46415787043347e-05,-0.239,"0.318,0.419,0.387","0.633,0.68,0.528",132973426,132973513,132970593,132970656,132973962,132974026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Cstf2","ENSMUSG00000031256","chrX","+",1.8996794068008e-05,-0.25,"0.588,0.518,0.451","0.749,0.678,0.879",132973426,132973513,132973163,132973223,132973884,132974026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Cstf2","ENSMUSG00000031256","chrX","+",0.000295687057373402,-0.129,"0.653,0.721,0.633","0.801,0.787,0.805",132973426,132973513,132973163,132973223,132973962,132974026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Jpx","ENSMUSG00000097571","chrX","+",0.0126534606016359,-0.159,"0.585,0.967,0.971","1.0,1.0,1.0",102540043,102540136,102537157,102537306,102568472,102568602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Tab3","ENSMUSG00000035476","chrX","+",0.022880355594169,0.205,"1.0,0.825,1.0","0.715,0.584,0.91",84637257,84637360,84617755,84617771,84652995,84653190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Tab3","ENSMUSG00000035476","chrX","+",0.0418759276903432,0.148,"1.0,0.899,0.892","0.666,1.0,0.68",84637257,84637360,84619155,84619216,84652998,84653190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Tafazzin","ENSMUSG00000009995","chrX","+",2.14630423655758e-05,-0.178,"0.677,0.659,0.549","0.812,0.76,0.847",73332267,73332320,73332053,73332119,73332710,73332788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Tafazzin","ENSMUSG00000009995","chrX","+",0,-0.468,"0.285,0.289,0.322","0.75,0.701,0.848",73332534,73332625,73332056,73332119,73332710,73332788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Tafazzin","ENSMUSG00000009995","chrX","+",4.85784297941638e-11,-0.312,"0.19,0.24,0.337","0.516,0.559,0.628",73332534,73332625,73332267,73332320,73332710,73332788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Tafazzin","ENSMUSG00000009995","chrX","+",0,-0.507,"0.186,0.172,0.252","0.679,0.63,0.823",73332589,73332625,73332053,73332119,73332710,73332788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Tafazzin","ENSMUSG00000009995","chrX","+",2.69508527644452e-11,-0.299,"0.164,0.17,0.253","0.425,0.494,0.565",73332589,73332625,73332267,73332320,73332710,73332788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Cacul1","ENSMUSG00000033417","chr19","-",0.00235048316135479,0.104,"0.724,0.679,0.68","0.594,0.578,0.6",60525851,60525941,60522573,60522712,60531447,60531550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Ccdc186","ENSMUSG00000035173","chr19","-",5.4297892542432e-07,-0.58,"0.392,0.518,0.35","1.0,1.0,1.0",56779350,56779478,56778962,56779061,56781727,56781938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Btrc","ENSMUSG00000025217","chr19","+",0.00388008188258202,0.123,"0.445,0.493,0.403","0.301,0.394,0.277",45394983,45395025,45352190,45352325,45411571,45411679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Btrc","ENSMUSG00000025217","chr19","+",0.0108050767654745,0.153,"1.0,1.0,0.937","0.956,0.963,0.559",45394983,45395025,45352190,45352325,45491370,45491602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Lcor","ENSMUSG00000025019","chr19","+",0.0163789099207314,0.174,"0.732,0.926,0.911","0.704,0.584,0.76",41516459,41516525,41471965,41472039,41570216,41574975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Lcor","ENSMUSG00000025019","chr19","+",0.00734535077235633,0.338,"0.53,0.793,0.749","0.483,0.24,0.335",41544046,41544140,41471965,41472039,41570216,41574975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Cep55","ENSMUSG00000024989","chr19","+",0.000323740201018749,-0.137,"0.84,0.77,0.794","0.934,0.944,0.936",38045857,38045990,38043536,38043765,38046236,38046431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Cep55","ENSMUSG00000024989","chr19","+",0.000488067649464199,-0.163,"0.797,0.747,0.727","0.929,0.918,0.913",38045857,38046014,38043489,38043765,38046236,38046431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Sgms1","ENSMUSG00000040451","chr19","-",0.000103268623783818,-0.675,"0.111,0.556,0.0","1.0,1.0,0.692",32134865,32135077,32134722,32134779,32136923,32137763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Prune2","ENSMUSG00000039126","chr19","+",0.0451444672100232,0.103,"0.833,0.81,0.874","0.679,0.728,0.801",17189655,17189694,17185594,17185693,17193689,17193737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Incenp","ENSMUSG00000024660","chr19","-",0.000413627253948577,-0.139,"0.554,0.571,0.589","0.696,0.763,0.673",9860555,9860567,9855682,9855792,9861062,9861197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Mark2","ENSMUSG00000024969","chr19","-",8.02839729144509e-06,0.176,"0.649,0.728,0.709","0.491,0.526,0.541",7318532,7318619,7267967,7268147,7319131,7319225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Plcb3","ENSMUSG00000024960","chr19","-",0.00306979510272974,-0.159,"0.454,0.488,0.469","0.621,0.655,0.611",6946752,6946881,6943999,6944077,6951562,6951719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Sf1","ENSMUSG00000024949","chr19","+",0.00477807104423599,-0.286,"1.0,0.429,0.714","1.0,1.0,1.0",6425687,6425892,6424578,6424638,6426325,6426542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Ehbp1l1","ENSMUSG00000024937","chr19","-",0.019200913733288,-0.136,"0.354,0.304,0.34","0.466,0.54,0.4",5770999,5771035,5770836,5770905,5771469,5771612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Kat5","ENSMUSG00000024926","chr19","-",3.96897900792317e-05,-0.176,"0.563,0.491,0.438","0.667,0.66,0.694",5658829,5658985,5658665,5658740,5659263,5659400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Mus81","ENSMUSG00000024906","chr19","-",0.0366299032879542,-0.193,"1.0,0.734,0.688","1.0,1.0,1.0",5533662,5533693,5533482,5533586,5533957,5534053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Grk2","ENSMUSG00000024858","chr19","-",0,-0.13,"0.823,0.852,0.855","0.982,0.982,0.957",4338439,4338535,4337850,4338013,4338619,4338686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Ssh3","ENSMUSG00000034616","chr19","-",0.0126967473509425,-0.166,"0.915,0.745,0.73","1.0,0.887,1.0",4317774,4318002,4316402,4316665,4318572,4318613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Ssh3","ENSMUSG00000034616","chr19","-",0.0116660743116072,-0.111,"0.939,0.825,0.821","1.0,0.918,1.0",4317774,4318006,4316549,4316665,4318572,4318610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO_vs_Parental","SE","Skipped Exon","Zmym3","ENSMUSG00000031310","chrX","-",2.08238221611932e-08,-0.103,"0.809,0.866,0.781","0.917,0.915,0.934",100459772,100460067,100458534,100459544,100460514,100460581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
