ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165168386	165171984	165168386	165168477	165169947	165171984	2	331,294,493	6,13,17	503,495,498	13,38,37	1619	149	0.0604876660644	0.16883299803175797	0.835,0.675,0.727	0.781,0.545,0.553	0.119
4	"ENSMUSG00000025262"	"Fam120c"	chrX	+	150250295	150250852	150250295	150250434	150250794	150250852	4	148,232,170	154,159,174	198,276,167	169,263,264	509	149	0.143164424654	0.32759177871955386	0.22,0.299,0.222	0.255,0.235,0.156	0.032
5	"ENSMUSG00000025268"	"Maged2"	chrX	-	149591716	149592148	149591716	149591779	149592105	149592148	5	134,179,129	338,301,319	109,99,117	395,390,493	475	149	4.99368715934e-07	1.0075660500502586e-05	0.111,0.157,0.113	0.08,0.074,0.069	0.053
6	"ENSMUSG00000025268"	"Maged2"	chrX	-	149594818	149595310	149594818	149594944	149595151	149595310	6	1363,1545,1523	0,2,0	2142,2113,2391	0,0,0	356	149	1	1.0	1.0,0.997,1.0	1.0,1.0,1.0	-0.001
8	"ENSMUSG00000000223"	"Drp2"	chrX	+	133341083	133342135	133341083	133341169	133341977	133342135	8	49,97,103	2,7,0	59,87,110	4,7,2	957	149	0.366820225246	0.6454564224769865	0.792,0.683,1.0	0.697,0.659,0.895	0.075
9	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132970593	132974026	132970593	132970656	132973884	132974026	9	828,923,1119	75,83,88	1116,1136,1250	78,129,147	3377	149	0.319006555921	0.5877961363387951	0.328,0.329,0.359	0.387,0.28,0.273	0.025
10	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132970593	132974026	132970593	132970656	132973962	132974026	10	981,1109,1283	84,64,66	1367,1419,1568	58,53,59	3455	149	0.00128461827178	0.008144836681494027	0.335,0.428,0.456	0.504,0.536,0.534	-0.118
12	"ENSMUSG00000046032"	"Snx12"	chrX	-	100255564	100257470	100255564	100255952	100257379	100257470	12	3002,3003,3130	79,80,98	3705,4119,4475	86,114,103	1576	149	0.270713650522	0.5264357037839957	0.782,0.78,0.751	0.803,0.774,0.804	-0.023
13	"ENSMUSG00000031297"	"Slc7a3"	chrX	-	100123706	100124477	100123706	100123873	100124313	100124477	13	125,107,155	382,298,376	521,489,416	455,610,492	589	149	0	0.0	0.076,0.083,0.094	0.225,0.169,0.176	-0.106
15	"ENSMUSG00000025151"	"Maged1"	chrX	-	93580479	93580962	93580479	93580594	93580899	93580962	15	614,621,519	4831,5106,5117	326,373,325	4368,4172,5379	454	149	8.24059855575e-07	1.512294770130603e-05	0.04,0.038,0.032	0.024,0.029,0.019	0.013
16	"ENSMUSG00000025151"	"Maged1"	chrX	-	93580899	93581190	93580899	93580962	93581147	93581190	16	72,69,84	4682,4906,5097	64,71,127	4192,4041,5093	334	149	0.907504751969	1.0	0.007,0.006,0.007	0.007,0.008,0.011	-0.002
17	"ENSMUSG00000025151"	"Maged1"	chrX	-	93581281	93581671	93581281	93581361	93581579	93581671	17	1938,1984,1978	3861,4094,4359	1354,1450,1548	3722,3700,4667	367	149	0.000906403539301	0.006051527834601922	0.169,0.164,0.156	0.129,0.137,0.119	0.035
20	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73351277	73351867	73351277	73351476	73351735	73351867	20	1826,1980,2096	1725,1806,1737	1351,1641,1603	1578,1868,1882	408	149	0.0025229219786	0.014351574868920872	0.279,0.286,0.306	0.238,0.243,0.237	0.051
21	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73352681	73353740	73352681	73352781	73353568	73353740	21	692,835,774	3723,4042,4072	550,651,599	2994,3684,3847	936	149	0.175613640302	0.3790431527085721	0.029,0.032,0.029	0.028,0.027,0.024	0.004
22	"ENSMUSG00000019087"	"Atp6ap1"	chrX	+	73344183	73344964	73344183	73344377	73344929	73344964	22	276,284,284	1126,1118,1262	288,296,244	942,1448,1312	701	149	0.534842265661	0.8336508553964883	0.05,0.051,0.046	0.061,0.042,0.038	0.002
23	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73326355	73327006	73326355	73326722	73326877	73327006	23	37,37,47	720,701,786	34,22,23	612,746,737	304	149	0.0256627347972	0.08726586235213593	0.025,0.025,0.028	0.027,0.014,0.015	0.007
24	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73331783	73332119	73331783	73331825	73332053	73332119	24	888,985,947	46,33,55	622,622,654	36,36,64	377	149	0.00762422372598	0.03322633060534482	0.884,0.922,0.872	0.872,0.872,0.802	0.044
25	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73331783	73332119	73331783	73331945	73332053	73332119	25	553,641,573	0,0,0	410,375,435	0,0,2	257	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.992	0.003
