ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
5	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163205699	163205579	163205660	163210927	163211060	5	19,28,25	1,2,9	18,36,33	2,2,4	188	149	0.34851925436	0.9584000733472	0.938,0.917,0.688	0.877,0.934,0.867	-0.045
6	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163205982	163205579	163205660	163210927	163211060	6	226,312,299	1,2,9	316,329,353	2,2,4	298	149	0.194337994967	0.640729227704597	0.991,0.987,0.943	0.988,0.988,0.978	-0.011
7	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206359	163205579	163205660	163210927	163211060	7	241,341,316	1,2,9	335,365,379	2,2,4	298	149	0.188866371046	0.6312062774009606	0.992,0.988,0.946	0.988,0.989,0.979	-0.01
8	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206668	163205579	163205660	163210927	163211060	8	200,273,275	1,2,9	293,302,313	2,2,4	298	149	0.188833207857	0.6312062774009606	0.99,0.986,0.939	0.987,0.987,0.975	-0.011
9	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163205982	163205579	163205699	163210927	163211060	9	264,318,314	0,0,2	328,362,355	0,0,0	298	149	1	1.0	1.0,1.0,0.987	1.0,1.0,1.0	-0.004
10	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206359	163205579	163205699	163210927	163211060	10	279,347,331	0,0,2	347,398,381	0,0,0	298	149	1	1.0	1.0,1.0,0.988	1.0,1.0,1.0	-0.004
11	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206668	163205579	163205699	163210927	163211060	11	238,279,290	0,0,2	305,335,315	0,0,0	298	149	1	1.0	1.0,1.0,0.986	1.0,1.0,1.0	-0.005
12	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206359	163205579	163205982	163210927	163211060	12	165,198,215	26,39,26	160,185,192	23,28,40	298	149	0.700315311798	1.0	0.76,0.717,0.805	0.777,0.768,0.706	0.01
13	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206668	163205579	163205982	163210927	163211060	13	124,130,174	26,39,26	118,122,126	23,28,40	298	149	0.489822520684	1.0	0.705,0.625,0.77	0.72,0.685,0.612	0.028
14	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206668	163205579	163206359	163210927	163211060	14	18,16,19	41,68,43	10,27,11	42,64,66	298	149	0.337496969902	0.9361724994266533	0.18,0.105,0.181	0.106,0.174,0.077	0.036
