ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
2	56,61,63	6,13,17	103,113,80	13,38,37	298	149
4	90,157,86	154,159,174	100,156,98	169,263,264	298	149
5	54,83,56	338,301,319	57,51,66	395,390,493	298	149
6	947,1164,1122	0,2,0	1520,1495,1774	0,0,0	298	149
8	28,12,11	2,7,0	11,19,21	4,7,2	298	149
9	101,153,123	75,83,88	195,154,196	78,129,147	298	149
10	225,282,251	84,64,66	367,380,436	58,53,59	298	149
12	748,717,751	79,80,98	1037,1117,1142	86,114,103	298	149
13	66,50,76	382,298,376	260,205,198	455,610,492	298	149
15	446,430,335	4831,5106,5117	229,261,248	4368,4172,5379	298	149
16	58,67,79	4682,4906,5097	52,63,124	4192,4041,5093	298	149
17	1708,1746,1705	3861,4094,4359	1203,1294,1369	3722,3700,4667	298	149
20	1411,1520,1644	1725,1806,1737	1049,1208,1249	1578,1868,1882	298	149
21	260,332,290	3723,4042,4072	189,206,207	2994,3684,3847	298	149
22	107,100,146	1126,1118,1262	109,128,101	942,1448,1312	298	149
23	37,33,47	720,701,786	34,22,23	612,746,737	298	149
24	779,880,821	46,33,55	551,547,583	36,36,64	298	149
25	553,641,573	0,0,0	410,375,435	0,0,2	257	149
26	783,880,821	176,231,273	550,556,583	192,297,266	298	149
27	586,709,610	14,2,8	424,480,459	2,2,3	298	149
28	60,77,64	432,537,510	37,24,40	422,428,534	294	149
29	102,93,93	2700,2920,2648	63,91,91	3661,4193,3640	298	149
30	309,290,327	42,33,24	296,363,375	61,38,52	298	149
32	390,455,485	79,70,86	463,544,493	128,142,159	298	149
33	104,174,193	191,286,271	187,222,166	271,310,272	298	149
34	406,479,489	11,9,5	476,556,510	2,19,9	298	149
35	120,198,197	19,20,19	200,234,183	21,24,25	298	149
37	47,46,57	8,5,2	37,46,44	0,14,0	298	149
39	247,280,248	4,0,12	162,153,184	11,6,11	298	149
40	348,440,435	4,2,1	278,346,301	1,10,1	298	149
41	52,37,40	106,141,120	21,20,19	98,103,108	298	149
44	44,54,54	481,474,514	26,37,41	524,485,525	298	149
46	2,13,11	238,275,204	17,13,1	227,373,303	298	149
47	85,72,114	450,476,356	64,59,65	348,533,453	298	149
48	5,0,6	273,325,327	6,8,16	298,232,375	235	149
49	26,33,34	121,139,124	51,37,68	105,175,146	295	149
51	400,417,424	3733,4072,4764	393,355,444	8081,7825,7930	298	149
52	87,99,112	697,693,643	68,124,121	584,602,768	234	149
53	0,2,4	1127,1215,1076	1,1,4	1016,1074,1212	236	149
55	71,63,77	4259,4320,3702	51,74,37	3402,3603,4118	241	149
57	28,36,32	3,4,3	39,29,30	9,6,4	298	149
58	4,7,17	130,165,186	8,6,7	147,212,166	270	149
59	4,2,8	307,375,322	5,5,1	340,434,432	229	149
60	58,40,70	31,13,37	60,109,71	33,47,33	298	149
61	56,56,54	2,0,3	98,137,111	3,0,0	298	149
62	70,74,81	1137,1118,1081	72,125,71	1370,1692,1670	298	149
64	110,104,110	266,260,224	75,80,85	241,300,341	298	149
65	54,66,71	260,249,253	49,88,26	220,257,322	298	149
74	0,0,1	0,2,0	0,0,0	0,1,0	231	149
77	15,9,12	624,732,688	3,6,5	909,1152,1133	298	149
83	70,71,78	1,8,0	66,106,73	2,1,10	298	149
85	147,167,197	1442,1615,1445	122,93,113	2911,2941,2708	298	149
86	92,102,75	670,686,700	100,100,108	714,825,781	298	149
87	73,112,105	540,602,599	74,121,80	534,804,834	298	149
88	73,71,84	449,538,517	97,136,115	501,631,658	220	149
89	9,27,16	5,8,8	16,14,14	11,26,18	298	149
90	35,32,32	1306,1464,1281	35,46,23	1937,1997,2155	252	149
91	22,5,22	1211,1270,1377	18,9,14	981,1155,1194	298	149
92	35,43,51	1239,1313,1361	24,31,48	997,1285,1207	298	149
94	46,44,58	659,676,603	28,46,66	559,701,693	298	149
95	130,155,187	962,1183,1145	198,218,207	1768,2107,1999	231	149
96	22,37,39	0,1,0	73,53,32	0,0,0	298	149
97	17,35,47	126,159,175	27,30,43	176,190,236	298	149
99	90,109,83	3,3,6	91,114,167	2,13,17	298	149
100	58,77,63	239,292,257	46,62,55	380,466,459	298	149
101	89,142,80	863,813,799	57,116,102	732,754,838	298	149
102	49,35,40	321,331,322	18,12,27	270,293,292	298	149
103	109,155,128	2791,2735,2701	197,173,195	4014,4397,4387	227	149
104	28,24,20	0,3,0	28,43,25	2,3,5	298	149
105	48,80,51	247,247,252	39,34,43	391,462,426	298	149
106	8,13,33	345,386,401	12,17,40	353,384,427	236	149
107	12,7,21	289,380,372	20,12,9	314,369,416	236	149
108	96,84,78	176,213,240	23,26,44	178,201,213	298	149
109	40,26,29	290,292,269	13,16,25	224,273,302	243	149
110	53,58,49	164,186,164	23,37,42	221,247,290	298	149
111	12,9,7	155,186,215	0,8,18	166,218,205	234	149
112	36,23,30	311,327,338	12,19,44	292,381,341	228	149
113	345,361,393	132,135,101	271,412,378	162,160,181	298	149
114	15,6,9	45,41,57	23,21,41	36,76,47	268	149
115	54,32,28	145,191,181	39,37,38	208,325,283	228	149
