ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165168386	165171984	165169947	165171984	165166930	165166996	4	40,34,42	318,371,314	56,109,64	388,441,440	298	149	0.00247380996818	0.03284429992665915	0.059,0.044,0.063	0.067,0.11,0.068	-0.026
5	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164963348	164963805	164963441	164963805	164961787	164961826	5	496,396,389	3,2,4	596,554,586	0,2,5	242	149	1	1.0	0.99,0.992,0.984	1.0,0.994,0.986	-0.005
6	"ENSMUSG00000040855"	"Reps2"	chrX	-	161297274	161297347	161297274	161297344	161301324	161301419	6	1,1,8	2,0,2	10,3,1	3,0,1	152	149	0.763057243472	1.0	0.329,1.0,0.797	0.766,1.0,0.495	-0.045
7	"ENSMUSG00000040855"	"Reps2"	chrX	-	161335538	161335665	161335538	161335662	161337792	161337941	7	0,0,1	2,0,3	1,0,3	2,2,5	152	149	1	1.0	0.0,NA,0.246	0.329,0.0,0.37	-0.11
9	"ENSMUSG00000025283"	"Sat1"	chrX	-	153996892	153996954	153996892	153996933	153997028	153997130	9	10,4,14	411,418,454	4,8,4	321,537,528	170	149	0.0524479016112	0.29362000859939935	0.021,0.008,0.026	0.011,0.013,0.007	0.008
10	"ENSMUSG00000025260"	"Hsd17b10"	chrX	+	150786618	150786777	150786648	150786777	150786356	150786521	10	6,4,6	1441,1653,1602	6,2,8	2588,3198,3148	179	149	1	1.0	0.003,0.002,0.003	0.002,0.001,0.002	0.001
11	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589267	150589403	150589271	150589403	150583878	150583942	11	7,7,8	0,0,1	11,4,7	0,0,0	153	149	1	1.0	1.0,1.0,0.886	1.0,1.0,1.0	-0.038
12	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589267	150589403	150589271	150589403	150584309	150584362	12	22,24,30	4,4,0	27,29,20	3,5,24	153	149	0.0197373264454	0.1547470235182925	0.843,0.854,1.0	0.898,0.85,0.448	0.167
13	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589267	150589403	150589271	150589403	150586657	150586798	13	53,44,57	20,27,35	60,88,82	25,19,43	153	149	0.148050799824	0.5727390846304663	0.721,0.613,0.613	0.7,0.819,0.65	-0.074
14	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589267	150589403	150589271	150589403	150587441	150587536	14	55,83,72	37,37,48	91,85,105	56,43,49	153	149	0.58551027331	1.0	0.591,0.686,0.594	0.613,0.658,0.676	-0.025
15	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150681439	150681657	150681442	150681657	150680182	150680249	15	524,535,614	0,0,1	768,715,908	0,0,0	152	149	1	1.0	1.0,1.0,0.998	1.0,1.0,1.0	-0.001
