ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
2	331,294,493	6,13,17	503,495,498	13,38,37	1619	149
4	148,232,170	154,159,174	198,276,167	169,263,264	509	149
5	134,179,129	338,301,319	109,99,117	395,390,493	475	149
6	1363,1545,1523	0,2,0	2142,2113,2391	0,0,0	356	149
8	49,97,103	2,7,0	59,87,110	4,7,2	957	149
9	828,923,1119	75,83,88	1116,1136,1250	78,129,147	3377	149
10	981,1109,1283	84,64,66	1367,1419,1568	58,53,59	3455	149
12	3002,3003,3130	79,80,98	3705,4119,4475	86,114,103	1576	149
13	125,107,155	382,298,376	521,489,416	455,610,492	589	149
15	614,621,519	4831,5106,5117	326,373,325	4368,4172,5379	454	149
16	72,69,84	4682,4906,5097	64,71,127	4192,4041,5093	334	149
17	1938,1984,1978	3861,4094,4359	1354,1450,1548	3722,3700,4667	367	149
20	1826,1980,2096	1725,1806,1737	1351,1641,1603	1578,1868,1882	408	149
21	692,835,774	3723,4042,4072	550,651,599	2994,3684,3847	936	149
22	276,284,284	1126,1118,1262	288,296,244	942,1448,1312	701	149
23	37,37,47	720,701,786	34,22,23	612,746,737	304	149
24	888,985,947	46,33,55	622,622,654	36,36,64	377	149
25	553,641,573	0,0,0	410,375,435	0,0,2	257	149
26	892,986,948	176,231,273	623,631,654	192,297,266	380	149
27	1006,1285,1136	14,2,8	716,842,823	2,2,3	564	149
28	60,77,64	432,537,510	37,24,40	422,428,534	294	149
29	646,611,563	2700,2920,2648	575,701,578	3661,4193,3640	1677	149
30	713,700,806	42,33,24	648,755,798	61,38,52	633	149
32	476,577,618	79,70,86	568,700,601	128,142,159	556	149
33	182,285,312	191,286,271	286,360,265	271,310,272	520	149
34	493,610,627	11,9,5	586,728,625	2,19,9	569	149
35	199,318,321	19,20,19	304,388,289	21,24,25	533	149
37	658,799,759	8,5,2	480,712,633	0,14,0	3531	149
39	632,750,691	4,0,12	365,413,449	11,6,11	800	149
40	418,540,528	4,2,1	329,426,374	1,10,1	385	149
41	63,53,49	106,141,120	29,28,27	98,103,108	642	149
44	173,200,230	481,474,514	115,125,125	524,485,525	1413	149
46	3,27,20	238,275,204	29,25,8	227,373,303	542	149
47	265,186,272	450,476,356	219,294,188	348,533,453	950	149
48	5,0,6	273,325,327	6,8,16	298,232,375	235	149
49	26,33,34	121,139,124	51,37,68	105,175,146	295	149
51	1449,1520,1535	3733,4072,4764	1333,1422,1607	8081,7825,7930	774	149
52	87,99,112	697,693,643	68,124,121	584,602,768	234	149
53	0,2,4	1127,1215,1076	1,1,4	1016,1074,1212	236	149
55	71,63,77	4259,4320,3702	51,74,37	3402,3603,4118	241	149
57	210,209,263	3,4,3	234,178,209	9,6,4	2279	149
58	4,7,17	130,165,186	8,6,7	147,212,166	270	149
59	4,2,8	307,375,322	5,5,1	340,434,432	229	149
60	82,51,90	31,13,37	89,148,91	33,47,33	406	149
61	67,59,58	2,0,3	105,168,111	3,0,0	319	149
62	370,375,405	1137,1118,1081	434,581,430	1370,1692,1670	1718	149
64	334,324,358	266,260,224	230,246,264	241,300,341	1250	149
65	60,69,77	260,249,253	51,93,30	220,257,322	336	149
74	0,0,1	0,2,0	0,0,0	0,1,0	231	149
77	25,16,27	624,732,688	21,14,23	909,1152,1133	487	149
83	408,474,545	1,8,0	399,482,600	2,1,10	675	149
85	373,414,405	1442,1615,1445	289,262,277	2911,2941,2708	779	149
86	151,174,147	670,686,700	137,144,168	714,825,781	480	149
87	110,161,128	540,602,599	88,151,98	534,804,834	412	149
88	73,71,84	449,538,517	97,136,115	501,631,658	220	149
89	38,66,57	5,8,8	36,37,40	11,26,18	537	149
90	35,32,32	1306,1464,1281	35,46,23	1937,1997,2155	252	149
91	74,86,59	1211,1270,1377	46,31,71	981,1155,1194	1733	149
92	119,115,141	1239,1313,1361	124,119,167	997,1285,1207	1024	149
94	51,44,64	659,676,603	28,49,69	559,701,693	329	149
95	130,155,187	962,1183,1145	198,218,207	1768,2107,1999	231	149
96	52,64,65	0,1,0	110,106,67	0,0,0	572	149
97	163,178,172	126,159,175	185,258,310	176,190,236	1573	149
99	160,198,182	3,3,6	168,244,291	2,13,17	531	149
100	202,285,241	239,292,257	187,238,236	380,466,459	1055	149
101	132,164,116	863,813,799	79,156,136	732,754,838	386	149
102	99,79,84	321,331,322	53,27,39	270,293,292	505	149
103	109,155,128	2791,2735,2701	197,173,195	4014,4397,4387	227	149
104	68,62,55	0,3,0	80,120,57	2,3,5	850	149
105	59,87,55	247,247,252	46,39,46	391,462,426	351	149
106	8,13,33	345,386,401	12,17,40	353,384,427	236	149
107	12,7,21	289,380,372	20,12,9	314,369,416	236	149
108	215,209,203	176,213,240	64,77,104	178,201,213	666	149
109	40,26,29	290,292,269	13,16,25	224,273,302	243	149
110	58,59,49	164,186,164	24,45,44	221,247,290	404	149
111	12,9,7	155,186,215	0,8,18	166,218,205	234	149
112	36,23,30	311,327,338	12,19,44	292,381,341	228	149
113	363,367,398	132,135,101	278,413,385	162,160,181	379	149
114	15,6,9	45,41,57	23,21,41	36,76,47	268	149
115	54,32,28	145,191,181	39,37,38	208,325,283	228	149
117	1330,1257,1107	1082,1209,1136	1433,1750,1525	1643,1967,1922	1567	149
118	41,52,51	258,308,262	49,70,55	430,396,402	230	149
119	23,26,28	89,88,100	57,63,74	169,163,218	225	149
120	40,60,41	85,104,92	59,35,45	164,184,205	552	149
121	3,1,0	0,1,0	4,0,0	0,0,1	234	149
122	2,1,0	0,0,0	2,0,0	0,2,2	226	149
123	0,3,7	0,1,0	5,2,1	0,0,0	436	149
124	48,36,46	1008,948,994	40,86,106	1876,2230,2004	289	149
125	60,90,49	875,1001,909	77,89,84	1876,2167,1885	234	149
126	0,1,0	123,108,124	0,0,0	159,188,206	310	149
127	25,20,22	253,243,234	31,37,43	428,452,453	248	149
128	8,6,1	148,177,177	13,1,23	213,261,324	234	149
129	0,1,0	2,4,6	0,0,0	6,4,11	773	149
130	1,0,0	37,34,33	2,0,0	16,25,27	241	149
131	4,8,5	27,30,21	1,10,11	9,21,22	879	149
132	5,19,18	565,558,527	9,5,10	687,626,833	277	149
133	34,54,78	709,687,768	50,53,71	774,957,1112	408	149
134	72,88,77	14,16,11	75,73,50	30,33,22	791	149
135	5,1,5	60,54,33	5,1,2	55,60,46	224	149
136	84,111,73	19,26,20	86,148,95	49,37,26	715	149
137	11,23,22	323,378,307	23,27,36	253,326,317	377	149
138	87,97,98	7,7,8	23,16,13	0,0,2	1878	149
139	35,29,46	124,102,121	46,33,48	160,198,218	222	149
140	11,12,29	129,111,127	25,28,39	154,217,221	233	149
141	33,33,26	15,1,7	16,24,39	1,12,12	390	149
143	92,97,73	675,692,605	96,121,103	727,1002,959	269	149
144	26,23,21	1467,1667,1426	14,25,29	2372,2846,2704	247	149
145	4,2,1	12,14,21	3,7,5	31,24,26	229	149
147	14,24,28	36,29,27	26,20,25	24,34,24	527	149
148	93,110,111	569,591,544	102,147,119	643,735,818	293	149
149	320,383,465	55,68,94	413,508,432	55,110,82	422	149
150	884,1067,1124	21,34,38	949,1370,1039	28,48,28	717	149
151	1258,1482,1598	0,2,0	1392,1977,1490	0,3,7	884	149
153	52,64,65	35,47,42	57,36,67	41,50,46	957	149
154	692,631,568	2699,3014,2815	712,826,774	3441,4392,3590	458	149
157	30,10,29	14,4,10	35,26,18	3,6,12	1080	149
158	32,12,32	26,23,22	36,30,25	41,26,43	1173	149
159	32,13,34	4,1,8	44,30,28	10,7,21	1192	149
160	7,4,4	41,86,52	2,3,6	43,38,52	315	149
163	9,10,18	527,518,470	10,9,1	260,365,355	264	149
164	32,80,55	852,1045,906	41,44,24	1096,1510,1359	417	149
165	226,248,217	17,3,6	242,181,208	5,11,8	746	149
166	227,220,201	1052,1214,1162	234,170,235	1300,1712,1652	398	149
167	381,359,343	529,511,523	270,375,298	476,677,774	526	149
168	33,4,14	11,11,6	23,34,19	11,11,12	484	149
169	2,0,0	2,3,1	0,0,0	6,4,6	380	149
170	6,9,18	0,0,2	0,2,7	0,0,0	284	149
171	8,14,25	0,0,1	4,5,8	2,2,0	366	149
172	10,15,13	0,0,4	6,4,15	2,1,0	592	149
173	14,4,0	423,361,370	0,19,0	338,417,424	1260	149
174	114,120,130	0,2,4	149,93,147	2,1,1	1658	149
175	128,112,130	194,167,182	115,74,117	208,236,204	299	149
176	52,70,95	400,438,452	50,82,82	469,553,614	429	149
177	1172,1347,1312	340,342,385	1083,1159,1184	292,333,351	1326	149
178	57,44,59	366,356,381	35,52,41	505,544,626	1423	149
179	504,553,434	1239,1271,1180	432,466,590	1490,1257,1310	2616	149
180	5,6,15	163,140,203	15,15,10	150,231,199	276	149
181	129,131,175	525,559,540	127,107,125	467,489,459	911	149
182	107,142,117	686,735,636	87,114,82	801,848,931	874	149
183	29,15,28	640,737,689	24,27,32	720,786,824	238	149
184	440,383,531	1,5,0	293,353,389	11,3,4	269	149
186	168,126,137	14,8,14	87,124,88	4,8,7	1050	149
187	161,116,130	3,0,3	86,116,86	1,0,0	1015	149
188	74,38,50	0,0,1	57,78,61	0,0,0	1687	149
189	63,51,48	1019,1003,862	72,102,85	1543,1688,1610	222	149
190	8,6,12	1,1,1	10,8,5	2,0,0	916	149
191	4,0,9	4,0,10	8,5,0	2,0,3	498	149
197	1101,1123,1111	481,477,441	1001,971,1013	444,483,518	1772	149
198	9,4,9	636,562,752	3,9,7	395,456,530	905	149
199	30,10,5	221,186,243	4,13,17	155,158,212	1292	149
200	175,175,200	0,0,0	234,361,272	0,0,1	264	149
201	15,22,12	304,355,365	4,15,5	274,302,299	289	149
202	38,39,54	3,0,0	29,35,29	0,0,0	1484	149
203	58,51,39	3233,3465,3223	22,64,48	4328,4503,4240	574	149
204	37,31,23	169,189,171	30,10,18	231,227,208	601	149
205	21,14,7	312,294,275	25,22,31	363,399,420	249	149
207	218,232,278	952,1061,937	215,192,235	1016,1004,1090	382	149
208	391,349,432	425,443,373	241,319,349	348,468,465	346	149
209	1123,1002,1150	0,0,4	726,918,928	0,0,0	804	149
210	910,834,914	9,14,20	617,725,722	15,23,15	541	149
211	241,258,250	204,240,209	324,401,299	241,225,188	267	149
212	1057,1066,1074	25,25,25	828,1011,1087	24,35,55	281	149
213	17,12,8	482,416,535	9,5,8	389,517,606	224	149
216	682,718,872	0,2,0	867,971,947	3,0,11	1261	149
217	776,705,831	0,0,2	712,819,905	1,1,3	1702	149
218	90,76,110	984,1104,987	101,122,126	1279,1653,1532	221	149
219	8,16,7	10,10,7	15,23,6	15,5,23	253	149
220	11,13,11	0,1,0	21,24,11	0,0,0	427	149
221	5,2,5	19,27,8	8,7,5	33,29,26	220	149
222	11,1,5	19,3,14	3,2,5	18,3,2	435	149
225	622,666,645	246,238,256	399,517,469	284,334,357	1084	149
226	4,6,11	0,2,1	21,13,16	10,7,7	235	149
228	57,53,51	104,128,118	77,78,44	178,225,188	484	149
229	158,180,206	404,473,446	234,263,324	471,581,510	285	149
230	914,958,1013	2458,2436,2244	1218,1514,1341	2799,3779,3099	495	149
