"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008380","RNA splicing","55/1023","464/28928",0.118534482758621,3.35187245087134,9.77852366374076,4.84020376161662e-15,2.40074106576184e-11,1.97429363960678e-11,"Srsf6/Luc7l3/Srrm1/Arglu1/Snrnp70/Sf3b1/Cenatac/Pus7/Tra2b/Puf60/Prpf39/Tada3/Mbnl2/Celf1/Hnrnph3/Ccnl2/Clk2/Elavl4/Zfp326/Psip1/Srpk2/Cdk11b/Rsrc1/Hnrnpa2b1/Thoc2/Zcrb1/Scaf11/Prpf4b/Tia1/Tra2a/Ccnl1/Snrpd1/Rbm3/Luc7l/Zfp638/Hnrnpc/Pus1/Clk4/Mettl16/Magohb/Rsrp1/Acin1/Sf1/Prpf40a/Thoc1/Clk3/Prpf40b/Luc7l2/Trpt1/Lsm4/Thoc7/Srsf9/Ppih/Ilf3/Gcfc2",55
"GO:0022411","cellular component disassembly","45/1023","433/28928",0.103926096997691,2.93878214462287,7.78282257847063,1.3094741337888e-10,1.89101107452023e-07,1.55510779154624e-07,"Ndel1/Map4k4/Eml4/Add1/Chka/Klc1/Smarcd3/Akap8l/Map2/Dedd2/Gba1/Tpm1/Vangl2/Map1a/Ehbp1l1/Mical3/Dctn1/Eif5a/Clasp2/Oga/Rnf14/Kat5/Rubcn/Noxo1/Dmtn/Wnk1/Sharpin/Asph/Gtpbp2/Kif24/Nrg1/Acin1/Bbof1/Mical1/Synj1/Scaf4/Pym1/Apc/Chmp3/Mtif3/Ttbk2/Mical2/Map1s/Nes/Tmem39a",45
"GO:0000375","RNA splicing, via transesterification reactions","37/1023","315/28928",0.117460317460317,3.32149761827181,7.93213912980608,1.90626116383087e-10,1.89101107452023e-07,1.55510779154624e-07,"Srsf6/Luc7l3/Srrm1/Arglu1/Snrnp70/Sf3b1/Cenatac/Tra2b/Puf60/Prpf39/Mbnl2/Celf1/Psip1/Srpk2/Rsrc1/Hnrnpa2b1/Zcrb1/Scaf11/Prpf4b/Tia1/Tra2a/Snrpd1/Rbm3/Luc7l/Hnrnpc/Mettl16/Magohb/Rsrp1/Acin1/Sf1/Prpf40a/Prpf40b/Luc7l2/Lsm4/Srsf9/Ilf3/Gcfc2",37
"GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","37/1023","315/28928",0.117460317460317,3.32149761827181,7.93213912980608,1.90626116383087e-10,1.89101107452023e-07,1.55510779154624e-07,"Srsf6/Luc7l3/Srrm1/Arglu1/Snrnp70/Sf3b1/Cenatac/Tra2b/Puf60/Prpf39/Mbnl2/Celf1/Psip1/Srpk2/Rsrc1/Hnrnpa2b1/Zcrb1/Scaf11/Prpf4b/Tia1/Tra2a/Snrpd1/Rbm3/Luc7l/Hnrnpc/Mettl16/Magohb/Rsrp1/Acin1/Sf1/Prpf40a/Prpf40b/Luc7l2/Lsm4/Srsf9/Ilf3/Gcfc2",37
"GO:0000398","mRNA splicing, via spliceosome","37/1023","315/28928",0.117460317460317,3.32149761827181,7.93213912980608,1.90626116383087e-10,1.89101107452023e-07,1.55510779154624e-07,"Srsf6/Luc7l3/Srrm1/Arglu1/Snrnp70/Sf3b1/Cenatac/Tra2b/Puf60/Prpf39/Mbnl2/Celf1/Psip1/Srpk2/Rsrc1/Hnrnpa2b1/Zcrb1/Scaf11/Prpf4b/Tia1/Tra2a/Snrpd1/Rbm3/Luc7l/Hnrnpc/Mettl16/Magohb/Rsrp1/Acin1/Sf1/Prpf40a/Prpf40b/Luc7l2/Lsm4/Srsf9/Ilf3/Gcfc2",37
"GO:0031023","microtubule organizing center organization","24/1023","153/28928",0.156862745098039,4.43570429149177,8.15834990368659,9.49463078586026e-10,7.84889478297782e-07,6.45468320968571e-07,"Ndel1/Cenatac/Azin1/Ccnl2/Dctn1/Cdk11b/Clasp2/Dzip1/Ccnl1/Brca2/Bnip2/Cdk2/Gen1/Ckap5/Crocc/Cep44/Ccp110/Haus2/Arhgef10/Chmp3/Cetn4/Pde4dip/Mark4/Cep63",24
"GO:0010639","negative regulation of organelle organization","40/1023","393/28928",0.101781170483461,2.8781287387542,7.17763213346269,2.55064297623356e-09,1.8073127374455e-06,1.48627692224136e-06,"Eml4/Add1/Cenatac/Dnm1l/Flcn/Zfp207/Map2/Tpm1/Map1a/Tom1l2/Odf2l/Tbc1d4/Cyrib/Clasp2/Prpf4b/Ehmt2/Inpp5j/Nme6/Ppfia1/Dmtn/Hnrnpc/Pparg/Mapt/Incenp/Slit2/Kif24/Gen1/Huwe1/Bbof1/Anapc15/Ccp110/Apc/Gmfg/Ssh3/Kank3/Ttbk2/Arhgap33os/Togaram2/Terf2/Tmem39a",40
"GO:0007098","centrosome cycle","22/1023","139/28928",0.158273381294964,4.47559371857353,7.86450902502987,3.96985148056293e-09,2.37235690574557e-06,1.95095140275129e-06,"Ndel1/Cenatac/Azin1/Ccnl2/Dctn1/Cdk11b/Ccnl1/Brca2/Bnip2/Cdk2/Gen1/Ckap5/Crocc/Cep44/Ccp110/Haus2/Arhgef10/Chmp3/Cetn4/Pde4dip/Mark4/Cep63",22
"GO:0007059","chromosome segregation","42/1023","433/28928",0.0969976905311778,2.74286333498134,6.99634879158637,4.3046798692964e-09,2.37235690574557e-06,1.95095140275129e-06,"Ndel1/Bag6/Eml4/Cenatac/Psrc1/Sirt7/Zfp207/Smarcd3/Akap8l/Smarcad1/Anapc1/Smc6/Pbrm1/Clasp2/Prpf4b/Kif23/Ehmt2/Senp6/Kat5/Brca2/Kif2a/Sun1/Incenp/Ago4/Smc2/Gen1/Anapc15/Haus2/Cenpl/Apc/Tubgcp4/Top3b/Arhgef10/Actl6b/Chmp3/Cenpu/Arhgap33os/Map1s/Setdb2/Cep63/Meiob/Msh5",42
"GO:0043484","regulation of RNA splicing","26/1023","194/28928",0.134020618556701,3.78978343461217,7.4648625179326,6.07255030931844e-09,3.01198495342195e-06,2.47696131037989e-06,"Srsf6/Srrm1/Arglu1/Snrnp70/Tra2b/Puf60/Tada3/Mbnl2/Celf1/Hnrnph3/Ccnl2/Clk2/Zfp326/Cdk11b/Hnrnpa2b1/Tia1/Tra2a/Ccnl1/Rbm3/Zfp638/Clk4/Mettl16/Acin1/Sf1/Clk3/Srsf9",26
