"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000031502",11607.8363716624,0.915240347180075,0.0463442682950381,19.7487279625055,8.22638602694075e-87,1.23033829418926e-82
"ENSMUSG00000021379",2454.99153270037,0.858579862063666,0.0772978086080225,11.1074282379405,1.15436312288034e-28,8.63232743289916e-25
"ENSMUSG00000020758",5240.46856985788,-0.628866585612327,0.0593860738963243,-10.5894622148317,3.33502303295405e-26,1.66262014936202e-22
"ENSMUSG00000022797",3519.97659796057,0.943090964825518,0.10349667043178,9.11228313810499,8.06662069029559e-20,3.01610947610152e-16
"ENSMUSG00000020821",1933.72583744993,0.63173042903835,0.0699142719031036,9.03578642589434,1.62827369044262e-19,4.87049226285197e-16
"ENSMUSG00000031530",46610.8081608661,-0.637145469538464,0.0719554088522429,-8.8547265549809,8.38892110498606e-19,2.09107840076952e-15
"ENSMUSG00000023940",2677.9416317175,0.476200699293843,0.0570075408684519,8.35329312647783,6.63856312631588e-17,1.41837643024543e-13
"ENSMUSG00000040204",4906.08316141694,0.662133736184132,0.0797879578244192,8.29866754631343,1.05285541566358e-16,1.96831319958306e-13
"ENSMUSG00000050315",744.182042130572,0.862539385463381,0.104738110694542,8.23520091916581,1.79256534866062e-16,2.97884526161869e-13
"ENSMUSG00000038119",1742.62640506955,0.525170888175995,0.0643535250158454,8.16071672914087,3.33042396770925e-16,4.98098208610595e-13
"ENSMUSG00000022265",2388.20782664482,-0.643213255234302,0.0798992592908279,-8.05030310597811,8.25892406683248e-16,1.1229133485777e-12
"ENSMUSG00000029687",7529.46150237316,0.459099091801774,0.0572270589234931,8.02241283123678,1.03687977477878e-15,1.29229782596595e-12
"ENSMUSG00000030306",4380.85866979333,0.66583866807638,0.083591135551127,7.9654219755052,1.64660904274036e-15,1.89436037255576e-12
"ENSMUSG00000096977",511.17956493586,0.908858257385233,0.114845446973277,7.91375088292976,2.497478005464e-15,2.66705875612985e-12
"ENSMUSG00000020604",2015.26693006142,-0.723991760642738,0.0915841719106081,-7.90520616760502,2.67490514455388e-15,2.66705875612985e-12
"ENSMUSG00000037139",318.547938931953,-1.14829744984393,0.145743510043212,-7.87889251125807,3.30295471856978e-15,3.0874369231831e-12
"ENSMUSG00000004698",2172.65224338534,0.695899084337162,0.0889151006944767,7.82655678171424,5.0141290246998e-15,4.41125374667119e-12
"ENSMUSG00000040811",4515.49738805168,-0.657774330396114,0.0843700472308331,-7.79630155470306,6.37479449798439e-15,5.29674591732526e-12
"ENSMUSG00000020185",2888.71991639231,0.512776176714947,0.0659170280337744,7.77911553373146,7.30333419077932e-15,5.74887716617344e-12
"ENSMUSG00000029334",288.389692127202,-1.24776557797192,0.161193461883835,-7.74079521209816,9.87969207591779e-15,7.03622260416316e-12
"ENSMUSG00000053580",6409.61310624969,0.457744227440707,0.0591038236974679,7.74474811957586,9.57715063400084e-15,7.03622260416316e-12
"ENSMUSG00000045777",691.488866030337,-0.853127025107207,0.110380427822466,-7.72897008951046,1.08420142205682e-14,7.37059839467357e-12
"ENSMUSG00000078521",1469.20284795069,0.611137140785264,0.0792112824801376,7.71527895585464,1.20717908086801e-14,7.84981318846171e-12
"ENSMUSG00000055884",2853.86393025208,0.50682755690495,0.0661264292756837,7.66452328450953,1.79496642820735e-14,1.11856324584455e-11
"ENSMUSG00000047250",5410.0210145663,-0.580350385698196,0.076428561530975,-7.59337051585081,3.11689640823487e-14,1.79293471852157e-11
"ENSMUSG00000022419",3779.34761180507,-0.542099346278239,0.0713619988801966,-7.59647087784526,3.04315744502896e-14,1.79293471852157e-11
"ENSMUSG00000032340",28283.4731279428,-0.54357697666689,0.072962302492204,-7.45010722112245,9.32644033164735e-14,5.16615709630066e-11
"ENSMUSG00000041406",3878.46447460262,0.532740380184036,0.0715553688430216,7.44514896363351,9.68350896262659e-14,5.17237714446583e-11
"ENSMUSG00000042594",9837.1349938873,-0.587220713928711,0.0789835466804845,-7.43472202260326,1.04788086629638e-13,5.40417456425124e-11
"ENSMUSG00000021903",812.808516368523,-0.864795214655803,0.116443125067987,-7.42676061082077,1.11289509323503e-13,5.54815300480768e-11
"ENSMUSG00000016921",21926.843130454,0.351321072331939,0.0476010628034,7.38053000587301,1.57660638449543e-13,7.36866408953553e-11
"ENSMUSG00000028751",989.646459414242,-0.861953604303455,0.116743232437896,-7.38332823499631,1.54380796592134e-13,7.36866408953553e-11
"ENSMUSG00000027438",5249.48495482679,-0.478366880648304,0.0649155983323627,-7.36905910038914,1.71836476458492e-13,7.78783739973697e-11
"ENSMUSG00000034023",3426.73799918036,0.532479460601055,0.0723851566582238,7.35619683901809,1.89223927637295e-13,8.3236266521864e-11
"ENSMUSG00000022479",906.201931210943,-0.851051284632901,0.11579818148273,-7.34943566242294,1.99045432471662e-13,8.50549568013194e-11
"ENSMUSG00000003429",27850.9063120304,-0.346489501902811,0.047618320351632,-7.27639066947761,3.42869740654e-13,1.42443328922812e-10
"ENSMUSG00000051235",1485.02008233323,0.665534469830157,0.0918013004846607,7.24972812276622,4.17609043652575e-13,1.68804347482917e-10
"ENSMUSG00000012520",7542.44091118885,0.49611164905284,0.0685515051069443,7.23706428150451,4.58500868668981e-13,1.80456289258244e-10
"ENSMUSG00000028278",8192.86967930795,0.368484170055964,0.0511562551599147,7.20311072231697,5.88541422530961e-13,2.25698090137771e-10
"ENSMUSG00000040998",2746.39635338981,-0.490298945270864,0.0681108612013415,-7.19854273786818,6.08594712828852e-13,2.27553563126708e-10
"ENSMUSG00000022033",5713.3886405145,0.412787016415909,0.0575190516504884,7.17652681278872,7.15046337192709e-13,2.60834951684248e-10
"ENSMUSG00000037579",909.885526335138,-0.615217337735452,0.0859644389702809,-7.15664925060631,8.26728639750809e-13,2.94394131812217e-10
"ENSMUSG00000035048",648.690332499996,0.70487697851365,0.0985628953825974,7.15154496808852,8.58066012709887e-13,2.9844733223463e-10
"ENSMUSG00000025085",7126.5762679233,0.485327722207997,0.0679859856617327,7.1386436113873,9.42563612724268e-13,3.20385940725094e-10
"ENSMUSG00000043110",1125.39724676218,0.855171013330087,0.120658820524852,7.08751344999223,1.36543036614431e-12,4.53808367912318e-10
"ENSMUSG00000006546",517.70119507808,-0.82826545440625,0.117235115867588,-7.06499454772358,1.60622300233597e-12,5.22231983107322e-10
"ENSMUSG00000038047",2169.20977304055,0.536747675567914,0.0763763794752412,7.02766587334648,2.10017072028158e-12,6.68301133883646e-10
"ENSMUSG00000045273",2026.16990088593,0.623152861442632,0.0889217665368528,7.00787766271347,2.41960222836088e-12,7.38521855660518e-10
"ENSMUSG00000023484",185557.843871204,-0.353571822226958,0.0504499409400061,-7.00836939824008,2.4111153751568e-12,7.38521855660518e-10
"ENSMUSG00000032303",5723.34583060586,0.584398098393479,0.0835555196509961,6.99412918302055,2.66911539098957e-12,7.983857957528e-10
"ENSMUSG00000033730",556.012336479384,-0.702977713545176,0.10084023639565,-6.97120255437544,3.14243137607885e-12,9.21533405110496e-10
"ENSMUSG00000031808",5893.29504555848,-0.530133915696711,0.0761028374699633,-6.96602036561313,3.26031968598662e-12,9.37718100454153e-10
"ENSMUSG00000035455",7859.46089303962,0.526682171874119,0.0758288477026764,6.94567025387529,3.7666765318771e-12,1.0629134756746e-09
"ENSMUSG00000026959",2408.72007130281,-0.548155098561644,0.0792925761028428,-6.91306961512619,4.74277049776065e-12,1.31357176971312e-09
"ENSMUSG00000019773",3770.33000801128,0.46869192832756,0.0679274050576339,6.89989449663051,5.20411746169546e-12,1.41514146831122e-09
"ENSMUSG00000039187",1012.76093785104,0.615228195117768,0.0895758127681573,6.86824016556923,6.4998729332443e-12,1.73593034981432e-09
"ENSMUSG00000042386",4018.05074939316,0.681775375789125,0.0994795028863414,6.85342564053698,7.2102138949713e-12,1.89185893005598e-09
"ENSMUSG00000036875",3333.38770254805,0.488855327289549,0.0720104217636693,6.78867468508825,1.13168297298997e-11,2.86872043119288e-09
"ENSMUSG00000047786",3596.63650993578,1.04999271428357,0.154614413808797,6.79104029448402,1.11327822853166e-11,2.86872043119288e-09
"ENSMUSG00000022091",2030.34552894424,-0.418369804111922,0.0616689996097355,-6.78411854837151,1.16797395108503e-11,2.91136973540463e-09
"ENSMUSG00000020914",52164.8185775018,0.383238709459458,0.0565346102253823,6.77883349565212,1.21150050141322e-11,2.97036090149771e-09
