"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000032269",4021.99390336346,2.6044984653498,0.0653783450818976,39.837326290337,0,0
"ENSMUSG00000090223",3507.75531775482,3.06046056888503,0.0761543948768909,40.1875764863273,0,0
"ENSMUSG00000056602",2013.31554891756,-2.49245284083582,0.0710771972640575,-35.0668419236645,2.15939876396676e-269,1.24561318701482e-265
"ENSMUSG00000034403",1031.55323443881,-4.80775233633407,0.145125326981026,-33.1282790974358,1.16403987603303e-240,5.03592751368791e-237
"ENSMUSG00000031410",2664.9627285994,-3.50398334372899,0.110130826173814,-31.8165536885995,3.82127005817695e-222,1.32254156713504e-218
"ENSMUSG00000033436",10371.0006900993,-1.80708954102082,0.0580066306242119,-31.1531547613549,4.59681839250689e-213,1.32579903803886e-209
"ENSMUSG00000050071",999.984835309038,-3.9771140757407,0.129676559634926,-30.6694909776859,1.45291326260857e-206,3.59180914420589e-203
"ENSMUSG00000019989",2709.72723349523,1.93616078980192,0.0636841907684166,30.402534230868,5.08519692376194e-203,1.09999165957125e-199
"ENSMUSG00000051910",1856.15169555508,-2.30126235403762,0.0758217581826198,-30.3509495057466,2.44102747311442e-202,4.69355338024944e-199
"ENSMUSG00000029838",5217.13538869998,2.3858361720581,0.0787405332909145,30.2999747695815,1.14722234809461e-201,1.98526827337771e-198
"ENSMUSG00000040537",10054.2481334471,-3.01542289383705,0.100382376101495,-30.0393655833391,3.00627232357012e-198,4.72941295994372e-195
"ENSMUSG00000026185",2281.72778359236,2.23822047417653,0.0759358018693572,29.4751674319217,5.99255564978209e-191,8.64176462662325e-188
"ENSMUSG00000056820",8000.98601120019,-1.82865689691138,0.0623041198767468,-29.3504972147737,2.35485905751058e-189,3.13467969155543e-186
"ENSMUSG00000029625",4875.88959065099,-1.67356832374756,0.0573554350977134,-29.178896836828,3.59302295582414e-187,4.44123301789548e-184
"ENSMUSG00000020297",21199.8631551303,-1.36458173121741,0.0470731937082227,-28.9885096744358,9.18450901069653e-185,1.05958618953402e-181
"ENSMUSG00000026959",2408.72007130281,-2.43522217379831,0.084280704440337,-28.8941839056676,1.41271633813348e-183,1.5279410144625e-180
"ENSMUSG00000031026",7182.70402340519,-2.19718585298086,0.0773713611829905,-28.3979216519703,2.14521735079771e-177,2.18370507385614e-174
"ENSMUSG00000021379",2454.99153270037,2.1180002069965,0.0762001228866723,27.7952334820571,4.95311928196461e-170,4.76187384302209e-167
"ENSMUSG00000032231",5969.69627285533,1.52392174095085,0.0558977446610251,27.2626695440435,1.176029789316e-163,1.07111555284807e-160
"ENSMUSG00000046027",5787.21384456893,-2.69496715285634,0.0999659951249332,-26.9588388480332,4.4935591014298e-160,3.88805201251214e-157
"ENSMUSG00000030208",8687.27906413605,1.47874961211024,0.055065697485219,26.8542791545893,7.51782525395115e-159,6.19504600093451e-156
"ENSMUSG00000039131",2054.12507847404,1.63679726981675,0.0613036290796355,26.6998429683583,4.72659667278464e-157,3.71789797375174e-154
"ENSMUSG00000044258",7815.40478641717,1.80337904696822,0.0676738795121932,26.6480813567559,1.88370901524301e-156,1.41728628299045e-153
"ENSMUSG00000018593",7088.47371198536,1.61055383247973,0.0604998250657915,26.6208014771664,3.89950036863339e-156,2.8117022449667e-153
"ENSMUSG00000034543",17918.6662024852,1.28614793738163,0.0484693744782633,26.5352699766822,3.79897654165395e-155,2.62965156213286e-152
"ENSMUSG00000022456",2611.41206354553,-1.58505736447437,0.0604122378633988,-26.2373555513441,9.96519010416288e-152,6.63260056740534e-149
"ENSMUSG00000029621",7005.72839875294,-1.40837795235157,0.0537119941421415,-26.2209209478332,1.53449785146064e-151,9.83499456278755e-149
"ENSMUSG00000066621",3137.85479332456,-1.84587800647642,0.0705893457699176,-26.1495270475089,9.9780438975626e-151,6.16678748740431e-148
"ENSMUSG00000031845",871.949914861721,-3.53959073125465,0.136052592515363,-26.0163416647497,3.23546874137863e-149,1.93068229550197e-146
"ENSMUSG00000001270",1476.70253709755,-2.17534012100175,0.0837272873945442,-25.981256394358,8.06629476895874e-149,4.6529076992277e-146
"ENSMUSG00000026443",1293.68824359634,-2.47555199692654,0.0954487269075766,-25.9359352097345,2.62039277247653e-148,1.46277086863569e-145
"ENSMUSG00000036913",11956.4210627851,-1.2658194409689,0.0494739273196978,-25.5855863794528,2.20735701539895e-144,1.19369728598371e-141
"ENSMUSG00000000148",3778.23166452066,-1.5410919051957,0.0603427095304322,-25.5389908273591,7.27687940313559e-144,3.81595145670489e-141
"ENSMUSG00000029314",1684.73965158116,-2.31659395190753,0.0909928706932582,-25.4590709608107,5.60198408905008e-143,2.85124513708858e-140
"ENSMUSG00000055745",1982.06558287697,-1.93622277450256,0.0760575542264039,-25.4573368049532,5.85524147750361e-143,2.89499867909143e-140
"ENSMUSG00000040703",1039.69027485399,-2.39818863154554,0.0945407438573004,-25.3667205661652,5.87701823175554e-142,2.8250500139036e-139
"ENSMUSG00000025855",7067.00820750843,-1.47072098725204,0.0585541852335205,-25.1172649979953,3.22167613607999e-139,1.50678663607741e-136
"ENSMUSG00000031558",2210.31782182664,-2.12403871338963,0.0860187982773223,-24.6927271239222,1.28028479736789e-134,5.83034958380298e-132
"ENSMUSG00000000149",5349.2029056838,-1.67696897207772,0.0680449158811521,-24.645029689018,4.16056955536151e-134,1.84611938860336e-131
"ENSMUSG00000056493",7987.31459274722,-1.5181833600496,0.0621009387851997,-24.4470275288564,5.4123778827435e-132,2.34152998152191e-129
"ENSMUSG00000028185",651.555078259692,3.33268556662888,0.136442361198793,24.4255928829408,9.14627267111625e-132,3.8603963066748e-129
"ENSMUSG00000046658",3992.7700197905,-1.75921037137669,0.0726623855765325,-24.2107433910738,1.7145361715548e-129,7.06429724970378e-127
"ENSMUSG00000039747",2015.70503578985,-1.90817675464772,0.0788480715478485,-24.2006775459277,2.18848158187213e-129,8.80736599402262e-127
"ENSMUSG00000045078",7153.9414173002,-1.46097591801815,0.0606041817634161,-24.1068499814327,2.11865846856856e-128,8.33258745422247e-126
"ENSMUSG00000037206",2132.24355557369,-2.16351056304005,0.0898186084095486,-24.0875538081711,3.37557237631975e-128,1.29809511049363e-125
"ENSMUSG00000092035",13970.0244216936,2.23298374498683,0.0942908411345113,23.681873213978,5.54399642071737e-124,2.08562734914161e-121
