ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3	"ENSMUSG00000035299"	"Mid1"	chrX	+	168768892	168769093	168768931	168769093	168767994	168768138	3	0,3,0	1,0,2	0,0,2	4,4,3	188	149	0.210601390526	0.638845173291108	0.0,1.0,0.0	0.0,0.0,0.346	0.218
4	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165168386	165171984	165169947	165171984	165166930	165166996	4	47,46,51	368,448,323	77,120,98	577,668,686	298	149	0.164613127798	0.5480991496341009	0.06,0.049,0.073	0.063,0.082,0.067	-0.01
5	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164963348	164963805	164963441	164963805	164961787	164961826	5	640,831,583	0,11,0	799,753,900	15,2,3	242	149	0.90209048365	1.0	1.0,0.979,1.0	0.97,0.996,0.995	0.006
6	"ENSMUSG00000040855"	"Reps2"	chrX	-	161297274	161297347	161297274	161297344	161301324	161301419	6	0,0,2	0,3,0	0,3,7	1,0,0	152	149	1	1.0	NA,0.0,1.0	0.0,1.0,1.0	-0.167
9	"ENSMUSG00000025283"	"Sat1"	chrX	-	153996892	153996954	153996892	153996933	153997028	153997130	9	11,5,12	517,494,453	8,1,7	684,605,874	170	149	0.0947244601338	0.3822835440348195	0.018,0.009,0.023	0.01,0.001,0.007	0.011
10	"ENSMUSG00000025260"	"Hsd17b10"	chrX	+	150786618	150786777	150786648	150786777	150786356	150786521	10	21,13,4	3454,4058,3177	8,10,25	2848,2789,3159	179	149	1	1.0	0.005,0.003,0.001	0.002,0.003,0.007	-0.001
11	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589267	150589403	150589271	150589403	150583878	150583942	11	6,12,7	0,2,0	2,3,18	0,0,0	153	149	1	1.0	1.0,0.854,1.0	1.0,1.0,1.0	-0.049
12	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589267	150589403	150589271	150589403	150584309	150584362	12	20,21,23	3,7,10	14,11,32	6,7,1	153	149	0.676607269163	1.0	0.867,0.745,0.691	0.694,0.605,0.969	0.012
13	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589267	150589403	150589271	150589403	150586657	150586798	13	66,65,44	27,42,39	68,63,69	15,16,35	153	149	0.0109448749693	0.09083523340854632	0.704,0.601,0.524	0.815,0.793,0.658	-0.146
14	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589267	150589403	150589271	150589403	150587441	150587536	14	72,125,56	45,64,60	70,93,122	32,51,81	153	149	0.345972629033	0.8602701509137558	0.609,0.655,0.476	0.681,0.64,0.595	-0.059
