ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165168386	165171984	165168386	165168477	165169947	165171984	2	314,370,453	23,29,21	567,774,989	37,49,50	1619	149	0.630092383543	0.9049712594626628	0.557,0.54,0.665	0.585,0.592,0.645	-0.02
4	"ENSMUSG00000025262"	"Fam120c"	chrX	+	150250295	150250852	150250295	150250434	150250794	150250852	4	153,262,238	281,287,204	258,327,366	240,259,242	509	149	0.00100798685859	0.005666949740419371	0.137,0.211,0.255	0.239,0.27,0.307	-0.071
5	"ENSMUSG00000025268"	"Maged2"	chrX	-	149591716	149592148	149591716	149591779	149592105	149592148	5	141,174,128	458,445,392	321,343,432	546,452,582	475	149	1.8193779816e-11	1.0731003517479344e-09	0.088,0.109,0.093	0.156,0.192,0.189	-0.082
7	"ENSMUSG00000033460"	"Armcx1"	chrX	+	133619118	133619567	133619118	133619210	133619474	133619567	7	6,2,6	6,6,1	10,7,19	2,10,2	413	149	0.17248392482	0.354909286229049	0.265,0.107,0.684	0.643,0.202,0.774	-0.188
8	"ENSMUSG00000000223"	"Drp2"	chrX	+	133341083	133342135	133341083	133341169	133341977	133342135	8	102,138,89	11,12,3	62,111,94	5,3,0	957	149	0.0275884038856	0.08447348511039622	0.591,0.642,0.822	0.659,0.852,1.0	-0.152
9	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132970593	132974026	132970593	132970656	132973884	132974026	9	1101,1197,1309	41,32,22	1132,1331,1564	85,63,78	3377	149	0.000152451664071	0.0011729578464083406	0.542,0.623,0.724	0.37,0.482,0.469	0.189
10	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132970593	132974026	132970593	132970656	132973962	132974026	10	1274,1452,1551	32,48,25	1298,1547,1766	57,46,80	3455	149	0.0116009371013	0.041791468669668014	0.632,0.566,0.728	0.495,0.592,0.488	0.117
12	"ENSMUSG00000046032"	"Snx12"	chrX	-	100255564	100257470	100255564	100255952	100257379	100257470	12	3733,3307,2883	79,93,85	2973,3034,3413	88,76,73	1576	149	0.796680421043	1.0	0.817,0.771,0.762	0.762,0.791,0.816	-0.006
13	"ENSMUSG00000031297"	"Slc7a3"	chrX	-	100123706	100124477	100123706	100123873	100124313	100124477	13	279,381,393	646,737,527	148,169,203	683,531,694	589	149	6.88205048505e-12	4.817435339535e-10	0.098,0.116,0.159	0.052,0.075,0.069	0.059
15	"ENSMUSG00000025151"	"Maged1"	chrX	-	93580479	93580962	93580479	93580594	93580899	93580962	15	291,474,345	3682,3739,3642	1086,1091,1325	4527,4334,5239	454	149	0	0.0	0.025,0.04,0.03	0.073,0.076,0.077	-0.044
16	"ENSMUSG00000025151"	"Maged1"	chrX	-	93580899	93581190	93580899	93580962	93581147	93581190	16	83,60,67	3474,3292,3579	144,107,121	4675,4410,5376	334	149	0.31205243951	0.5578503800954933	0.011,0.008,0.008	0.014,0.011,0.01	-0.003
17	"ENSMUSG00000025151"	"Maged1"	chrX	-	93581281	93581671	93581281	93581361	93581579	93581671	17	1184,1792,1448	3275,2999,3072	2579,2813,3341	3826,3439,3880	367	149	1.72378500363e-09	6.344239652535154e-08	0.128,0.195,0.161	0.215,0.249,0.259	-0.08
20	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73351277	73351867	73351277	73351476	73351735	73351867	20	1030,1361,1516	1485,1725,1684	1836,2612,2734	1913,2028,1839	408	149	3.88973073839e-06	5.4670624945087796e-05	0.202,0.224,0.247	0.26,0.32,0.352	-0.086
21	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73352681	73353740	73352681	73352781	73353568	73353740	21	440,624,633	3451,4322,3410	957,1269,1276	4194,4866,5203	936	149	4.84156427172e-08	1.252491626814522e-06	0.02,0.022,0.029	0.035,0.04,0.038	-0.014
22	"ENSMUSG00000019087"	"Atp6ap1"	chrX	+	73344183	73344964	73344183	73344377	73344929	73344964	22	177,269,200	1160,1197,983	288,259,302	1207,935,1149	701	149	0.00314568830595	0.01481544492380145	0.031,0.046,0.041	0.048,0.056,0.053	-0.013
23	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73326355	73327006	73326355	73326722	73326877	73327006	23	14,21,14	579,792,738	26,33,67	675,1124,1125	304	149	0.000670802429678	0.004065814387012665	0.012,0.013,0.009	0.019,0.014,0.028	-0.009
24	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73331783	73332119	73331783	73331825	73332053	73332119	24	567,886,810	60,55,43	1092,1669,1819	12,26,28	377	149	0	0.0	0.789,0.864,0.882	0.973,0.962,0.963	-0.121
25	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73331783	73332119	73331783	73331825	73332056	73332119	25	571,886,816	246,224,162	1092,1671,1823	131,158,159	380	149	6.90579482487e-10	2.801555400543852e-08	0.476,0.608,0.664	0.766,0.806,0.818	-0.214
26	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73332056	73332625	73332056	73332119	73332534	73332625	26	712,1058,1041	7,8,2	1320,2065,2387	9,15,4	564	149	0.701797539815	0.9718453130874904	0.964,0.972,0.993	0.975,0.973,0.994	-0.004
