ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
3	1,7,0	0,10,1	0,0,2	4,4,3	188	149
4	56,109,64	388,441,440	77,120,98	577,668,686	298	149
5	596,554,586	0,2,5	799,753,900	15,2,3	242	149
6	10,3,1	3,0,1	0,3,7	1,0,0	152	149
7	1,0,3	2,2,5	0,0,0	1,1,4	152	149
9	4,8,4	321,537,528	8,1,7	684,605,874	170	149
10	6,2,8	2588,3198,3148	8,10,25	2848,2789,3159	179	149
11	27,29,20	3,5,24	14,11,32	6,7,1	153	149
12	60,88,82	25,19,43	68,63,69	15,16,35	153	149
13	91,85,105	56,43,49	70,93,122	32,51,81	153	149
14	768,715,908	0,0,0	808,639,780	0,7,0	152	149
15	50,107,110	0,0,0	67,51,110	0,2,0	152	149
16	1975,2269,2549	47,56,118	2140,2124,2134	56,58,70	152	149
17	26,18,19	50,79,57	16,20,33	25,31,40	298	149
20	326,363,416	104,113,111	594,440,795	136,120,144	152	149
21	1308,1755,1795	104,113,111	2784,2287,3206	136,120,144	298	149
22	1287,1737,1782	304,341,396	2725,2243,3135	532,395,714	298	149
23	22,22,20	0,0,1	65,45,81	0,0,0	152	149
25	10494,12443,11612	371,464,437	9131,8772,9645	390,380,461	154	149
27	329,412,465	58,53,59	251,279,280	57,46,80	227	149
28	337,424,454	95,128,123	207,272,224	67,69,73	227	149
29	291,323,381	176,187,192	196,234,240	262,236,263	227	149
31	101,127,97	45,49,59	53,58,97	60,46,61	164	149
32	84,55,78	7,6,16	43,62,84	12,2,4	152	149
33	12,10,4	2,0,0	0,7,6	0,0,5	152	149
36	219,257,290	88,81,62	203,283,207	82,101,98	212	149
41	0,0,0	53,54,42	0,0,4	41,57,110	181	149
44	19,34,43	1,0,0	19,35,40	8,0,5	152	149
45	34,24,39	0,0,1	27,27,55	2,0,0	152	149
50	3354,4321,4558	0,3,0	4832,5685,5968	0,2,0	239	149
51	687,783,805	0,0,0	1017,1537,1656	0,1,0	298	149
52	37,45,64	192,297,266	12,28,32	131,158,159	152	149
53	53,85,69	0,1,0	109,117,175	5,11,4	204	149
54	247,256,266	2,2,0	249,217,213	0,0,0	230	149
55	590,587,663	32,9,20	462,447,443	5,9,25	230	149
57	163,268,239	57,134,107	180,138,180	69,75,73	152	149
58	37,46,59	0,0,5	67,77,121	4,2,6	262	149
62	146,170,183	2,19,9	100,185,186	6,5,8	162	149
63	289,338,296	21,24,25	321,351,433	15,13,13	162	149
64	293,264,308	2,7,0	190,163,170	0,2,3	153	149
65	8,8,21	1,0,0	16,5,3	0,0,0	153	149
67	1,0,0	1887,2496,2492	1,1,0	1666,1631,1881	189	149
68	91,95,143	23,8,18	92,131,140	14,17,30	197	149
