ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
11	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589267	150589403	150589271	150589403	150584309	150584362
13	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589267	150589403	150589271	150589403	150587441	150587536
15	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150691723	150691952	150691726	150691952	150689946	150690080
16	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150691723	150691952	150691726	150691952	150690271	150690440
23	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141134374	141134614	141134374	141134611	141173300	141173500
28	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132973884	132974026	132973962	132974026	132973163	132973223
29	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132973884	132974026	132973962	132974026	132973426	132973513
32	"ENSMUSG00000025665"	"Rps6ka6"	chrX	-	110372546	110372798	110372546	110372795	110372967	110373152
44	"ENSMUSG00000035476"	"Tab3"	chrX	+	84652995	84653190	84652998	84653190	84619155	84619216
45	"ENSMUSG00000035476"	"Tab3"	chrX	+	84652995	84653190	84652998	84653190	84637257	84637360
54	"ENSMUSG00000031392"	"Irak1"	chrX	-	73060735	73061117	73060735	73061036	73061506	73061623
58	"ENSMUSG00000031392"	"Irak1"	chrX	-	73066454	73066671	73066454	73066558	73066971	73067139
62	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	72258833	72258961	72258846	72258961	72258379	72258426
64	"ENSMUSG00000015217"	"Hmgb3"	chrX	+	70601658	70601813	70601662	70601813	70599533	70599796
65	"ENSMUSG00000015217"	"Hmgb3"	chrX	+	70601658	70601813	70601662	70601813	70599595	70599843
68	"ENSMUSG00000054626"	"Xlr"	chrX	-	52798109	52798235	52798109	52798187	52799590	52799673
72	"ENSMUSG00000036916"	"Zfp280c"	chrX	-	47667256	47667433	47667256	47667406	47680549	47680638
75	"ENSMUSG00000054737"	"Zfp182"	chrX	-	20926741	20926796	20926741	20926767	20928132	20928242
76	"ENSMUSG00000054737"	"Zfp182"	chrX	-	20926741	20926767	20926741	20926762	20928176	20928291
77	"ENSMUSG00000054737"	"Zfp182"	chrX	-	20926741	20926796	20926741	20926762	20928176	20928291
78	"ENSMUSG00000054737"	"Zfp182"	chrX	-	20926741	20926796	20926741	20926767	20928176	20928291
80	"ENSMUSG00000031066"	"Usp11"	chrX	+	20578564	20579221	20579075	20579221	20578268	20578399
85	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8009485	8009571	8009485	8009568	8010811	8010918
86	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8010086	8010918	8010086	8010186	8011193	8011311
90	"ENSMUSG00000031154"	"Otud5"	chrX	+	7733753	7734062	7733905	7734062	7722542	7722636
91	"ENSMUSG00000097785"	"B230217O12Rik"	chr19	-	57313027	57313229	57313027	57313225	57348445	57349301
100	"ENSMUSG00000025159"	"Mms19"	chr19	-	41937893	41938276	41937893	41938020	41938419	41938522
108	"ENSMUSG00000025157"	"Zdhhc16"	chr19	+	41928038	41928172	41928126	41928172	41927246	41927275
146	"ENSMUSG00000024735"	"Prpf19"	chr19	+	10876289	10876488	10876346	10876488	10874866	10875016
157	"ENSMUSG00000024963"	"Dnajc4"	chr19	-	6968085	6968199	6968085	6968179	6969916	6969940
158	"ENSMUSG00000024963"	"Dnajc4"	chr19	-	6969526	6969689	6969526	6969640	6969916	6969940
159	"ENSMUSG00000024955"	"Esrra"	chr19	-	6891446	6891660	6891446	6891563	6897430	6897767
161	"ENSMUSG00000024949"	"Sf1"	chr19	+	6424039	6424313	6424158	6424313	6423650	6423783
163	"ENSMUSG00000024949"	"Sf1"	chr19	+	6424578	6424638	6424583	6424638	6424039	6424317
172	"ENSMUSG00000024944"	"Arl2"	chr19	-	6186008	6187670	6186008	6186089	6187759	6187870
174	"ENSMUSG00000056917"	"Sipa1"	chr19	-	5711623	5711654	5711623	5711651	5712615	5712869
175	"ENSMUSG00000056917"	"Sipa1"	chr19	-	5711623	5711686	5711623	5711651	5712615	5712869
181	"ENSMUSG00000024883"	"Rin1"	chr19	+	5101101	5101282	5101112	5101282	5100857	5100899
185	"ENSMUSG00000034108"	"Ccs"	chr19	-	4883368	4883546	4883368	4883475	4884200	4884338
189	"ENSMUSG00000024889"	"Rce1"	chr19	-	4674041	4674209	4674041	4674179	4674687	4674791
195	"ENSMUSG00000034616"	"Ssh3"	chr19	-	4314341	4315177	4314341	4314488	4315319	4315448
200	"ENSMUSG00000031310"	"Zmym3"	chrX	-	100460514	100460587	100460514	100460581	100462400	100462558
201	"ENSMUSG00000024824"	"Rad9a"	chr19	-	4247337	4247779	4247337	4247585	4250270	4250370
204	"ENSMUSG00000024845"	"Tmem134"	chr19	+	4177548	4177638	4177575	4177638	4175958	4176199
206	"ENSMUSG00000024845"	"Tmem134"	chr19	+	4177548	4177638	4177575	4177638	4177055	4177131
212	"ENSMUSG00000056153"	"Socs6"	chr18	-	88905115	88905189	88905115	88905176	88905336	88905457
215	"ENSMUSG00000053477"	"Tcf4"	chr18	+	69697104	69697234	69697107	69697234	69598421	69598518
220	"ENSMUSG00000024587"	"Nars"	chr18	-	64634373	64634946	64634373	64634505	64636578	64636692
222	"ENSMUSG00000024587"	"Nars"	chr18	-	64648396	64648479	64648396	64648476	64649557	64649599
232	"ENSMUSG00000025094"	"Slc18a2"	chr19	+	59261598	59263108	59263047	59263108	59261313	59261372
235	"ENSMUSG00000054477"	"Kcnn2"	chr18	+	45788264	45788406	45788265	45788406	45694287	45694383
239	"ENSMUSG00000052102"	"Gnpda1"	chr18	-	38463538	38463713	38463538	38463694	38466206	38466389
240	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38430518	38430628	38430552	38430628	38425619	38425745
242	"ENSMUSG00000024451"	"Arap3"	chr18	-	38129638	38130176	38129638	38130144	38130585	38130627
243	"ENSMUSG00000044024"	"Rell2"	chr18	+	38090511	38090827	38090641	38090827	38090141	38090208
244	"ENSMUSG00000024454"	"Hdac3"	chr18	-	38074431	38074606	38074431	38074511	38074760	38074819
245	"ENSMUSG00000024454"	"Hdac3"	chr18	-	38076730	38077262	38076730	38076804	38077944	38078078
246	"ENSMUSG00000024456"	"Diaph1"	chr18	-	37993467	37993575	37993467	37993566	38022750	38022865
253	"ENSMUSG00000024357"	"Sil1"	chr18	-	35481692	35481813	35481692	35481808	35571319	35571433
254	"ENSMUSG00000038773"	"Kdm3b"	chr18	+	34927502	34928833	34928727	34928833	34926056	34926224
255	"ENSMUSG00000034300"	"Fam53c"	chr18	+	34901220	34902005	34901223	34902005	34895547	34895777
256	"ENSMUSG00000034300"	"Fam53c"	chr18	+	34901220	34902005	34901223	34902005	34896125	34896183
261	"ENSMUSG00000036501"	"Fam13b"	chr18	-	34627651	34627829	34627651	34627746	34630386	34630956
262	"ENSMUSG00000036501"	"Fam13b"	chr18	-	34627651	34627829	34627651	34627746	34632738	34632905
274	"ENSMUSG00000024234"	"Mtpap"	chr18	+	4383184	4383413	4383188	4383413	4375591	4375778
276	"ENSMUSG00000024234"	"Mtpap"	chr18	+	4383184	4383413	4383188	4383413	4379568	4379741
278	"ENSMUSG00000024234"	"Mtpap"	chr18	+	4386952	4387179	4387127	4387179	4386170	4386382
