ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
5	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163205699	163205579	163205660	163210927	163211060	5	18,36,33	2,2,4	28,37,30	1,1,4	188	149	0.426089368276	0.9216371404216493	0.877,0.934,0.867	0.957,0.967,0.856	-0.034
6	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163205982	163205579	163205660	163210927	163211060	6	590,665,655	2,2,4	495,458,529	1,1,4	471	149	1	1.0	0.989,0.991,0.981	0.994,0.993,0.977	-0.001
7	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206359	163205579	163205660	163210927	163211060	7	835,934,949	2,2,4	683,658,808	1,1,4	848	149	0.744422788396	1.0	0.987,0.988,0.977	0.992,0.991,0.973	-0.001
8	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206668	163205579	163205660	163210927	163211060	8	827,933,924	2,2,4	677,668,805	1,1,4	1157	149	0.709891627808	1.0	0.982,0.984,0.967	0.989,0.989,0.963	-0.003
12	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206359	163205579	163205982	163210927	163211060	12	268,297,334	23,28,40	234,235,305	46,35,26	526	149	0.130355613151	0.3935592985954665	0.767,0.75,0.703	0.59,0.655,0.769	0.069
13	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206668	163205579	163205982	163210927	163211060	13	260,296,309	23,28,40	228,245,302	46,35,26	835	149	0.22299524692	0.5871953380913084	0.669,0.654,0.58	0.469,0.555,0.675	0.068
14	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206668	163205579	163206359	163210927	163211060	14	34,63,41	42,64,66	41,43,48	47,33,51	458	149	0.218922904799	0.5775760512575121	0.208,0.243,0.168	0.221,0.298,0.234	-0.045
15	"ENSMUSG00000031295"	"Phka2"	chrX	+	159369774	159369950	159369774	159369945	159371960	159372014	15	10,7,8	108,143,151	11,47,26	153,205,277	154	149	0.00188491932339	0.01430907505592697	0.082,0.045,0.049	0.065,0.182,0.083	-0.051
16	"ENSMUSG00000025283"	"Sat1"	chrX	-	153998115	153998680	153998596	153998680	153997028	153997130	16	144,186,209	597,739,825	151,151,245	1130,873,1349	630	149	5.71394227856e-05	0.0008202104416223855	0.054,0.056,0.057	0.031,0.039,0.041	0.019
17	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150999336	150999462	150999336	150999435	151001872	151001972	17	68,93,103	2,0,0	106,112,107	0,0,0	176	149	1	1.0	0.966,1.0,1.0	1.0,1.0,1.0	-0.011
18	"ENSMUSG00000025262"	"Fam120c"	chrX	+	150250295	150250852	150250295	150250434	150252471	150254838	18	449,709,579	0,0,0	635,688,762	2,0,0	567	149	1	1.0	1.0,1.0,1.0	0.988,1.0,1.0	0.004
19	"ENSMUSG00000041245"	"Wnk3"	chrX	+	150019529	150019723	150019529	150019630	150019888	150020032	19	0,2,0	49,23,43	0,0,0	53,29,48	242	149	1	1.0	0.0,0.051,0.0	0.0,0.0,0.0	0.017
20	"ENSMUSG00000041245"	"Wnk3"	chrX	+	150076805	150077037	150076805	150076896	150077417	150077548	20	2,15,8	25,28,26	12,8,13	20,16,14	290	149	0.0289048392423	0.12555912287095378	0.039,0.216,0.137	0.236,0.204,0.323	-0.124
21	"ENSMUSG00000031433"	"Rbm41"	chrX	-	138895860	138895977	138895921	138895977	138894660	138894853	21	199,267,289	2,0,9	240,238,295	4,0,1	210	149	0.342066127093	0.7967299188909867	0.986,1.0,0.958	0.977,1.0,0.995	-0.009
26	"ENSMUSG00000033460"	"Armcx1"	chrX	+	133619668	133619857	133619668	133619741	133620375	133620474	26	8,7,5	18,0,5	11,26,21	0,3,0	265	149	0.000258420239607	0.0028837141932116822	0.2,1.0,0.36	1.0,0.83,1.0	-0.423
30	"ENSMUSG00000025597"	"Klhl4"	chrX	+	113452698	113452885	113452698	113452867	113459049	113459274	30	3,1,1	2,3,5	0,0,0	4,3,8	167	149	0.00514906876861	0.03207250329639128	0.572,0.229,0.151	0.0,0.0,0.0	0.317
31	"ENSMUSG00000025592"	"Dach2"	chrX	+	112724539	112724718	112724539	112724688	112724813	112724961	31	5,8,11	31,26,24	6,1,4	34,11,26	179	149	0.0641716339506	0.23320370542692148	0.118,0.204,0.276	0.128,0.07,0.114	0.095
34	"ENSMUSG00000097571"	"Jpx"	chrX	+	102546465	102546798	102546465	102546536	102561916	102561963	34	18,42,38	0,1,4	14,30,36	0,0,0	411	149	0.051210002082	0.19602568069691637	1.0,0.938,0.775	1.0,1.0,1.0	-0.096
