ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165168386	165171984	165168386	165168477	165169947	165171984	2	103,113,80	13,38,37	123,192,186	37,49,50	298	149	0.909956905863	1.0	0.798,0.598,0.519	0.624,0.662,0.65	-0.007
4	"ENSMUSG00000025262"	"Fam120c"	chrX	+	150250295	150250852	150250295	150250434	150250794	150250852	4	100,156,98	169,263,264	158,175,233	240,259,242	298	149	0.00120150645563	0.006297953831006862	0.228,0.229,0.157	0.248,0.253,0.325	-0.071
5	"ENSMUSG00000025268"	"Maged2"	chrX	-	149591716	149592148	149591716	149591779	149592105	149592148	5	57,51,66	395,390,493	130,163,214	546,452,582	298	149	4.57445192836e-12	1.8781542859887264e-10	0.067,0.061,0.063	0.106,0.153,0.155	-0.074
7	"ENSMUSG00000033460"	"Armcx1"	chrX	+	133619118	133619567	133619118	133619210	133619474	133619567	7	9,2,13	6,1,12	10,7,19	2,10,2	298	149	0.16805780183	0.3469956463218266	0.429,0.5,0.351	0.714,0.259,0.826	-0.173
8	"ENSMUSG00000000223"	"Drp2"	chrX	+	133341083	133342135	133341083	133341169	133341977	133342135	8	11,19,21	4,7,2	10,24,19	5,3,0	298	149	0.296788127994	0.5311258482938718	0.579,0.576,0.84	0.5,0.8,1.0	-0.102
9	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132970593	132974026	132970593	132970656	132973884	132974026	9	195,154,196	78,129,147	164,199,243	85,63,78	298	149	0.01040162923	0.03796959308357303	0.556,0.374,0.4	0.491,0.612,0.609	-0.127
10	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132970593	132974026	132970593	132970656	132973962	132974026	10	367,380,436	58,53,59	252,310,358	57,46,80	298	149	0.0290581184127	0.08660139587783033	0.76,0.782,0.787	0.689,0.771,0.691	0.059
12	"ENSMUSG00000046032"	"Snx12"	chrX	-	100255564	100257470	100255564	100255952	100257379	100257470	12	1037,1117,1142	86,114,103	805,775,907	88,76,73	298	149	0.766234426848	1.0	0.858,0.83,0.847	0.821,0.836,0.861	0.006
13	"ENSMUSG00000031297"	"Slc7a3"	chrX	-	100123706	100124477	100123706	100123873	100124313	100124477	13	260,205,198	455,610,492	60,78,85	683,531,694	298	149	0	0.0	0.222,0.144,0.168	0.042,0.068,0.058	0.122
15	"ENSMUSG00000025151"	"Maged1"	chrX	-	93580479	93580962	93580479	93580594	93580899	93580962	15	229,261,248	4368,4172,5379	774,757,981	4527,4334,5239	298	149	0	0.0	0.026,0.03,0.023	0.079,0.08,0.086	-0.055
