ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
5	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163205699	163205579	163205660	163210927	163211060	5	18,36,33	2,2,4	28,37,30	1,1,4	188	149	0.426089368276	0.9293710708651389	0.877,0.934,0.867	0.957,0.967,0.856	-0.034
6	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163205982	163205579	163205660	163210927	163211060	6	316,329,353	2,2,4	272,253,265	1,1,4	298	149	0.87254787943	1.0	0.988,0.988,0.978	0.993,0.992,0.971	-0.001
7	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206359	163205579	163205660	163210927	163211060	7	335,365,379	2,2,4	273,251,290	1,1,4	298	149	0.849093053602	1.0	0.988,0.989,0.979	0.993,0.992,0.973	-0.001
8	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206668	163205579	163205660	163210927	163211060	8	293,302,313	2,2,4	226,221,239	1,1,4	298	149	0.811392876771	1.0	0.987,0.987,0.975	0.991,0.991,0.968	-0.0
12	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206359	163205579	163205982	163210927	163211060	12	160,185,192	23,28,40	159,142,181	46,35,26	298	149	0.172101345754	0.4969367311981921	0.777,0.768,0.706	0.633,0.67,0.777	0.057
13	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206668	163205579	163205982	163210927	163211060	13	118,122,126	23,28,40	112,112,130	46,35,26	298	149	0.368960327413	0.8549477190274802	0.72,0.685,0.612	0.549,0.615,0.714	0.046
14	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206668	163205579	163206359	163210927	163211060	14	10,27,11	42,64,66	16,21,19	47,33,51	298	149	0.0802327692278	0.2791781914916613	0.106,0.174,0.077	0.145,0.241,0.157	-0.062
15	"ENSMUSG00000031295"	"Phka2"	chrX	+	159369774	159369950	159369774	159369945	159371960	159372014	15	10,7,8	108,143,151	11,47,26	153,205,277	154	149	0.00188491932339	0.015060266796503392	0.082,0.045,0.049	0.065,0.182,0.083	-0.051
16	"ENSMUSG00000025283"	"Sat1"	chrX	-	153998115	153998680	153998596	153998680	153997028	153997130	16	60,83,102	597,739,825	79,75,126	1130,873,1349	298	149	0.0149071835983	0.07722903275809574	0.048,0.053,0.058	0.034,0.041,0.045	0.013
17	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150999336	150999462	150999336	150999435	151001872	151001972	17	68,93,103	2,0,0	106,112,107	0,0,0	176	149	1	1.0	0.966,1.0,1.0	1.0,1.0,1.0	-0.011
18	"ENSMUSG00000025262"	"Fam120c"	chrX	+	150250295	150250852	150250295	150250434	150252471	150254838	18	312,549,490	0,0,0	511,494,567	2,0,0	298	149	1	1.0	1.0,1.0,1.0	0.992,1.0,1.0	0.003
19	"ENSMUSG00000041245"	"Wnk3"	chrX	+	150019529	150019723	150019529	150019630	150019888	150020032	19	0,2,0	49,23,43	0,0,0	53,29,48	242	149	1	1.0	0.0,0.051,0.0	0.0,0.0,0.0	0.017
20	"ENSMUSG00000041245"	"Wnk3"	chrX	+	150076805	150077037	150076805	150076896	150077417	150077548	20	2,15,8	25,28,26	12,8,13	20,16,14	290	149	0.0289048392423	0.12776424740714118	0.039,0.216,0.137	0.236,0.204,0.323	-0.124
21	"ENSMUSG00000031433"	"Rbm41"	chrX	-	138895860	138895977	138895921	138895977	138894660	138894853	21	199,267,289	2,0,9	240,238,295	4,0,1	210	149	0.342066127093	0.8124014756725328	0.986,1.0,0.958	0.977,1.0,0.995	-0.009
26	"ENSMUSG00000033460"	"Armcx1"	chrX	+	133619668	133619857	133619668	133619741	133620375	133620474	26	8,7,5	18,0,5	11,26,21	0,3,0	265	149	0.000258420239607	0.0030431875977600447	0.2,1.0,0.36	1.0,0.83,1.0	-0.423
30	"ENSMUSG00000025597"	"Klhl4"	chrX	+	113452698	113452885	113452698	113452867	113459049	113459274	30	3,1,1	2,3,5	0,0,0	4,3,8	167	149	0.00514906876861	0.03371464944757917	0.572,0.229,0.151	0.0,0.0,0.0	0.317
31	"ENSMUSG00000025592"	"Dach2"	chrX	+	112724539	112724718	112724539	112724688	112724813	112724961	31	5,8,11	31,26,24	6,1,4	34,11,26	179	149	0.0641716339506	0.23604391229381538	0.118,0.204,0.276	0.128,0.07,0.114	0.095
34	"ENSMUSG00000097571"	"Jpx"	chrX	+	102546465	102546798	102546465	102546536	102561916	102561963	34	11,26,22	0,1,4	12,20,18	0,0,0	298	149	0.0363364084737	0.15372346533913836	1.0,0.929,0.733	1.0,1.0,1.0	-0.113
