"event_key","event_type","GeneID","geneSymbol","exon_length","size_category","dPSI","FDR","significant"
"chrX:150584149:150584362:150583942:150586171:SE","SE","ENSMUSG00000025261","Huwe1",213,"Regular (>50bp)",-0.042,0.0138430902384648,FALSE
"chrX:150586171:150586345:150584362:150587441:SE","SE","ENSMUSG00000025261","Huwe1",174,"Regular (>50bp)",0.003,1,FALSE
"chrX:150586171:150586345:150584362:150589271:SE","SE","ENSMUSG00000025261","Huwe1",174,"Regular (>50bp)",-0.064,0.565513182060478,FALSE
"chrX:150586464:150586565:150586345:150589271:SE","SE","ENSMUSG00000025261","Huwe1",101,"Regular (>50bp)",0.019,1,FALSE
"chrX:150586751:150586798:150586565:150587441:SE","SE","ENSMUSG00000025261","Huwe1",47,"Small (30-50bp)",0.183,0.00141797295325857,TRUE
"chrX:150587441:150587536:150586565:150589267:SE","SE","ENSMUSG00000025261","Huwe1",95,"Regular (>50bp)",-0.103,0.0032201028538228,TRUE
"chrX:150587441:150587536:150586565:150589271:SE","SE","ENSMUSG00000025261","Huwe1",95,"Regular (>50bp)",-0.111,0.0180475924478087,TRUE
"chrX:150587441:150587536:150586565:150589715:SE","SE","ENSMUSG00000025261","Huwe1",95,"Regular (>50bp)",-0.01,0.0171920999760827,FALSE
"chrX:150587441:150587536:150586565:150618219:SE","SE","ENSMUSG00000025261","Huwe1",95,"Regular (>50bp)",-0.019,1,FALSE
"chrX:150587441:150587536:150586798:150589267:SE","SE","ENSMUSG00000025261","Huwe1",95,"Regular (>50bp)",0.001,1,FALSE
"chrX:150587441:150587536:150586798:150589271:SE","SE","ENSMUSG00000025261","Huwe1",95,"Regular (>50bp)",0.005,1,FALSE
"chrX:150587441:150587536:150586798:150589715:SE","SE","ENSMUSG00000025261","Huwe1",95,"Regular (>50bp)",-0.185,0.109453353636531,FALSE
"chrX:150589267:150589403:150583942:150589715:SE","SE","ENSMUSG00000025261","Huwe1",136,"Regular (>50bp)",-0.055,0.000590784177886142,FALSE
"chrX:150589267:150589403:150584362:150589715:SE","SE","ENSMUSG00000025261","Huwe1",136,"Regular (>50bp)",-0.045,0.815500589433189,FALSE
"chrX:150589267:150589403:150586565:150589715:SE","SE","ENSMUSG00000025261","Huwe1",136,"Regular (>50bp)",0.004,1,FALSE
"chrX:150589267:150589403:150586798:150589715:SE","SE","ENSMUSG00000025261","Huwe1",136,"Regular (>50bp)",-0.079,3.27742087886003e-05,FALSE
"chrX:150589267:150589403:150587536:150589715:SE","SE","ENSMUSG00000025261","Huwe1",136,"Regular (>50bp)",0.005,1,FALSE
"chrX:150589271:150589403:150584362:150589715:SE","SE","ENSMUSG00000025261","Huwe1",132,"Regular (>50bp)",-0.043,0.872551395010781,FALSE
"chrX:150589271:150589403:150586565:150589715:SE","SE","ENSMUSG00000025261","Huwe1",132,"Regular (>50bp)",0.005,1,FALSE
"chrX:150589271:150589403:150586798:150589715:SE","SE","ENSMUSG00000025261","Huwe1",132,"Regular (>50bp)",-0.085,8.90014504837408e-05,FALSE
"chrX:150589271:150589403:150587536:150589715:SE","SE","ENSMUSG00000025261","Huwe1",132,"Regular (>50bp)",0.006,1,FALSE
"chrX:150589715:150589856:150584362:150618219:SE","SE","ENSMUSG00000025261","Huwe1",141,"Regular (>50bp)",-0.001,1,FALSE
"chrX:150589715:150589856:150586565:150618219:SE","SE","ENSMUSG00000025261","Huwe1",141,"Regular (>50bp)",0.001,1,FALSE
"chrX:150589715:150589856:150586565:150623051:SE","SE","ENSMUSG00000025261","Huwe1",141,"Regular (>50bp)",0.001,1,FALSE
"chrX:150589715:150589856:150587536:150618219:SE","SE","ENSMUSG00000025261","Huwe1",141,"Regular (>50bp)",0.001,1,FALSE
"chrX:150618219:150618288:150586565:150623051:SE","SE","ENSMUSG00000025261","Huwe1",69,"Regular (>50bp)",0.001,1,FALSE
"chrX:150618219:150618288:150589856:150623051:SE","SE","ENSMUSG00000025261","Huwe1",69,"Regular (>50bp)",-0.01,1,FALSE
"chrX:150619217:150619325:150618288:150623051:SE","SE","ENSMUSG00000025261","Huwe1",108,"Regular (>50bp)",0.007,1,FALSE
"chrX:150635470:150635548:150633775:150636394:SE","SE","ENSMUSG00000025261","Huwe1",78,"Regular (>50bp)",-0.002,1,FALSE
"chrX:150640455:150640596:150639840:150640803:SE","SE","ENSMUSG00000025261","Huwe1",141,"Regular (>50bp)",-0.001,1,FALSE
"chrX:150642450:150642684:150640909:150643162:SE","SE","ENSMUSG00000025261","Huwe1",234,"Regular (>50bp)",-0.008,1,FALSE
"chrX:150665487:150665725:150664196:150666074:SE","SE","ENSMUSG00000025261","Huwe1",238,"Regular (>50bp)",-0.002,1,FALSE
"chrX:150674735:150675094:150674172:150676818:SE","SE","ENSMUSG00000025261","Huwe1",359,"Regular (>50bp)",-0.001,1,FALSE
"chrX:150680182:150680249:150679704:150681439:SE","SE","ENSMUSG00000025261","Huwe1",67,"Regular (>50bp)",-0.001,1,FALSE
"chrX:150689260:150689359:150688427:150689946:SE","SE","ENSMUSG00000025261","Huwe1",99,"Regular (>50bp)",-0.017,0.000239712214690532,FALSE
"chrX:150689260:150689359:150688427:150691723:SE","SE","ENSMUSG00000025261","Huwe1",99,"Regular (>50bp)",0.041,0.203454934753522,FALSE
"chrX:150689946:150690080:150688427:150691723:SE","SE","ENSMUSG00000025261","Huwe1",134,"Regular (>50bp)",0.072,0.000250335655526099,FALSE
"chrX:150689946:150690080:150688427:150691726:SE","SE","ENSMUSG00000025261","Huwe1",134,"Regular (>50bp)",0.113,0.554044108356978,FALSE
"chrX:150689946:150690080:150689359:150691723:SE","SE","ENSMUSG00000025261","Huwe1",134,"Regular (>50bp)",0,1,FALSE
"chrX:150690271:150690440:150690080:150691723:SE","SE","ENSMUSG00000025261","Huwe1",169,"Regular (>50bp)",0.001,1,FALSE
