"event_key","event_type","GeneID","geneSymbol","exon_length","size_category","dPSI","FDR","significant"
"chrX:150584149:150584362:150583942:150586171:SE","SE","ENSMUSG00000025261","Huwe1",213,"Regular (>50bp)",0.006,1,FALSE
"chrX:150586171:150586345:150584362:150587441:SE","SE","ENSMUSG00000025261","Huwe1",174,"Regular (>50bp)",-0.017,1,FALSE
"chrX:150586171:150586345:150584362:150589271:SE","SE","ENSMUSG00000025261","Huwe1",174,"Regular (>50bp)",-0.033,1,FALSE
"chrX:150586464:150586565:150586345:150589271:SE","SE","ENSMUSG00000025261","Huwe1",101,"Regular (>50bp)",0.019,1,FALSE
"chrX:150586751:150586798:150586565:150587441:SE","SE","ENSMUSG00000025261","Huwe1",47,"Small (30-50bp)",0.067,1,FALSE
"chrX:150587441:150587536:150586565:150589267:SE","SE","ENSMUSG00000025261","Huwe1",95,"Regular (>50bp)",-0.069,0.229729246053053,FALSE
"chrX:150587441:150587536:150586565:150589271:SE","SE","ENSMUSG00000025261","Huwe1",95,"Regular (>50bp)",-0.052,0.947167351491348,FALSE
"chrX:150587441:150587536:150586565:150589715:SE","SE","ENSMUSG00000025261","Huwe1",95,"Regular (>50bp)",-0.006,0.804989953776155,FALSE
"chrX:150587441:150587536:150586565:150618219:SE","SE","ENSMUSG00000025261","Huwe1",95,"Regular (>50bp)",-0.012,1,FALSE
"chrX:150587441:150587536:150586798:150589267:SE","SE","ENSMUSG00000025261","Huwe1",95,"Regular (>50bp)",0.025,1,FALSE
"chrX:150587441:150587536:150586798:150589271:SE","SE","ENSMUSG00000025261","Huwe1",95,"Regular (>50bp)",-0.072,1,FALSE
"chrX:150587441:150587536:150586798:150589715:SE","SE","ENSMUSG00000025261","Huwe1",95,"Regular (>50bp)",-0.208,0.0301232350321887,TRUE
"chrX:150589267:150589403:150583942:150589715:SE","SE","ENSMUSG00000025261","Huwe1",136,"Regular (>50bp)",-0.034,0.062622800070119,FALSE
"chrX:150589267:150589403:150584362:150589715:SE","SE","ENSMUSG00000025261","Huwe1",136,"Regular (>50bp)",-0.006,1,FALSE
"chrX:150589267:150589403:150586565:150589715:SE","SE","ENSMUSG00000025261","Huwe1",136,"Regular (>50bp)",0.006,1,FALSE
"chrX:150589267:150589403:150586798:150589715:SE","SE","ENSMUSG00000025261","Huwe1",136,"Regular (>50bp)",-0.07,0.000661135092816451,FALSE
"chrX:150589267:150589403:150587536:150589715:SE","SE","ENSMUSG00000025261","Huwe1",136,"Regular (>50bp)",-0.003,1,FALSE
"chrX:150589271:150589403:150583942:150589715:SE","SE","ENSMUSG00000025261","Huwe1",132,"Regular (>50bp)",-0.034,0.0647756159852699,FALSE
"chrX:150589271:150589403:150584362:150589715:SE","SE","ENSMUSG00000025261","Huwe1",132,"Regular (>50bp)",-0.005,1,FALSE
"chrX:150589271:150589403:150586565:150589715:SE","SE","ENSMUSG00000025261","Huwe1",132,"Regular (>50bp)",0.011,1,FALSE
"chrX:150589271:150589403:150586798:150589715:SE","SE","ENSMUSG00000025261","Huwe1",132,"Regular (>50bp)",-0.07,0.00256657518443105,FALSE
"chrX:150589271:150589403:150587536:150589715:SE","SE","ENSMUSG00000025261","Huwe1",132,"Regular (>50bp)",-0.003,1,FALSE
"chrX:150589715:150589856:150584362:150618219:SE","SE","ENSMUSG00000025261","Huwe1",141,"Regular (>50bp)",-0.002,1,FALSE
"chrX:150589715:150589856:150586565:150618219:SE","SE","ENSMUSG00000025261","Huwe1",141,"Regular (>50bp)",0,1,FALSE
"chrX:150589715:150589856:150586565:150623051:SE","SE","ENSMUSG00000025261","Huwe1",141,"Regular (>50bp)",0,1,FALSE
"chrX:150589715:150589856:150587536:150618219:SE","SE","ENSMUSG00000025261","Huwe1",141,"Regular (>50bp)",0.001,1,FALSE
"chrX:150618219:150618288:150586565:150623051:SE","SE","ENSMUSG00000025261","Huwe1",69,"Regular (>50bp)",0,1,FALSE
"chrX:150618219:150618288:150589856:150623051:SE","SE","ENSMUSG00000025261","Huwe1",69,"Regular (>50bp)",-0.004,1,FALSE
"chrX:150619217:150619325:150618288:150623051:SE","SE","ENSMUSG00000025261","Huwe1",108,"Regular (>50bp)",0.016,1,FALSE
"chrX:150625998:150626151:150589856:150633712:SE","SE","ENSMUSG00000025261","Huwe1",153,"Regular (>50bp)",-0.002,1,FALSE
"chrX:150635470:150635548:150633775:150636394:SE","SE","ENSMUSG00000025261","Huwe1",78,"Regular (>50bp)",-0.001,1,FALSE
"chrX:150636394:150636442:150635548:150636519:SE","SE","ENSMUSG00000025261","Huwe1",48,"Small (30-50bp)",-0.001,1,FALSE
"chrX:150636519:150636588:150636442:150637137:SE","SE","ENSMUSG00000025261","Huwe1",69,"Regular (>50bp)",-0.011,1,FALSE
"chrX:150642450:150642684:150640909:150643162:SE","SE","ENSMUSG00000025261","Huwe1",234,"Regular (>50bp)",0.013,1,FALSE
"chrX:150653454:150653512:150647769:150659808:SE","SE","ENSMUSG00000025261","Huwe1",58,"Regular (>50bp)",-0.002,1,FALSE
"chrX:150654475:150654652:150653512:150657528:SE","SE","ENSMUSG00000025261","Huwe1",177,"Regular (>50bp)",-0.001,1,FALSE
"chrX:150654475:150654652:150653512:150659808:SE","SE","ENSMUSG00000025261","Huwe1",177,"Regular (>50bp)",-0.001,1,FALSE
"chrX:150657528:150657774:150654652:150659808:SE","SE","ENSMUSG00000025261","Huwe1",246,"Regular (>50bp)",0.003,1,FALSE
"chrX:150659290:150659424:150657774:150659808:SE","SE","ENSMUSG00000025261","Huwe1",134,"Regular (>50bp)",-0.002,1,FALSE
"chrX:150664073:150664196:150663712:150665487:SE","SE","ENSMUSG00000025261","Huwe1",123,"Regular (>50bp)",0,1,FALSE
"chrX:150674735:150675094:150674172:150676818:SE","SE","ENSMUSG00000025261","Huwe1",359,"Regular (>50bp)",0,1,FALSE
"chrX:150687349:150687498:150686997:150688351:SE","SE","ENSMUSG00000025261","Huwe1",149,"Regular (>50bp)",0,1,FALSE
"chrX:150688351:150688427:150687498:150691723:SE","SE","ENSMUSG00000025261","Huwe1",76,"Regular (>50bp)",-0.004,1,FALSE
"chrX:150689260:150689359:150688427:150689946:SE","SE","ENSMUSG00000025261","Huwe1",99,"Regular (>50bp)",-0.004,1,FALSE
"chrX:150689260:150689359:150688427:150691723:SE","SE","ENSMUSG00000025261","Huwe1",99,"Regular (>50bp)",0.03,0.689741056069365,FALSE
"chrX:150689946:150690080:150688427:150691723:SE","SE","ENSMUSG00000025261","Huwe1",134,"Regular (>50bp)",0.016,1,FALSE
"chrX:150689946:150690080:150688427:150691726:SE","SE","ENSMUSG00000025261","Huwe1",134,"Regular (>50bp)",-0.056,1,FALSE
"chrX:150689946:150690080:150689359:150691723:SE","SE","ENSMUSG00000025261","Huwe1",134,"Regular (>50bp)",0,1,FALSE
"chrX:150690271:150690440:150690080:150691723:SE","SE","ENSMUSG00000025261","Huwe1",169,"Regular (>50bp)",0.001,1,FALSE
"chrX:150690271:150690440:150690080:150691726:SE","SE","ENSMUSG00000025261","Huwe1",169,"Regular (>50bp)",0,1,FALSE
"chrX:150693096:150693251:150692945:150695204:SE","SE","ENSMUSG00000025261","Huwe1",155,"Regular (>50bp)",0,1,FALSE
"chrX:150704041:150704157:150703181:150704257:SE","SE","ENSMUSG00000025261","Huwe1",116,"Regular (>50bp)",0,1,FALSE
"chrX:150705691:150705894:150705460:150706474:SE","SE","ENSMUSG00000025261","Huwe1",203,"Regular (>50bp)",-0.001,1,FALSE
