"event_id","geneSymbol","chr","strand","exonStart_0base","exonEnd","exon_length","upstreamES","upstreamEE","downstreamES","downstreamEE","FDR","IncLevelDifference"
"chr1:60478100-60478118|up:60476214-60476391|down:60483143-60483241","Abi2","chr1","+",60478100,60478118,18,60476214,60476391,60483143,60483241,0,-0.192
"chr1:89538005-89538017|up:89537217-89537305|down:89555482-89555568","Agap1","chr1","+",89538005,89538017,12,89537217,89537305,89555482,89555568,1.35832390990953e-05,-0.128
"chr10:60133316-60133325|up:60131725-60131782|down:60134876-60135008","Psap","chr10","+",60133316,60133325,9,60131725,60131782,60134876,60135008,0,-0.169
"chr10:69816653-69816680|up:69816101-69816224|down:69817945-69818027","Ank3","chr10","+",69816653,69816680,27,69816101,69816224,69817945,69818027,0.00320802029789536,-0.129
"chr10:76107209-76107239|up:76106229-76106291|down:76108366-76108537","Dip2a","chr10","-",76107209,76107239,30,76106229,76106291,76108366,76108537,0.00172773960048172,-0.125
"chr10:88317214-88317241|up:88316676-88316808|down:88318092-88318177","Chpt1","chr10","-",88317214,88317241,27,88316676,88316808,88318092,88318177,0.0171960729853986,-0.182
"chr10:122858990-122858993|up:122858738-122858849|down:122859814-122859916","Mon2","chr10","-",122858990,122858993,3,122858738,122858849,122859814,122859916,0.00305786624407419,-0.123
"chr10:127132585-127132609|up:127132409-127132502|down:127132741-127132813","Mars1","chr10","-",127132585,127132609,24,127132409,127132502,127132741,127132813,6.08886163483443e-09,-0.141
"chr11:31868800-31868824|up:31858824-31858875|down:31870408-31870582","Cpeb4","chr11","+",31868800,31868824,24,31858824,31858875,31870408,31870582,0.0124957994528287,0.122
"chr11:97901452-97901472|up:97900683-97900742|down:97902168-97902323","Cacnb1","chr11","-",97901452,97901472,20,97900683,97900742,97902168,97902323,0.0495735485107121,-0.341
"chr11:102422138-102422156|up:102418919-102418992|down:102429107-102429182","Gpatch8","chr11","-",102422138,102422156,18,102418919,102418992,102429107,102429182,5.81428934292745e-05,-0.133
"chr12:98903378-98903408|up:98887078-98887208|down:98908476-98908597","Ttc8","chr12","+",98903378,98903408,30,98887078,98887208,98908476,98908597,0.000464670395864923,-0.444
"chr12:103016153-103016182|up:103013916-103013957|down:103025577-103025687","Unc79","chr12","+",103016153,103016182,29,103013916,103013957,103025577,103025687,0.0295964181947837,0.207
"chr13:38167070-38167085|up:38163718-38163782|down:38167368-38167462","Ssr1","chr13","-",38167070,38167085,15,38163718,38163782,38167368,38167462,0.00103622076099931,-0.108
"chr13:45106647-45106670|up:45100221-45100604|down:45123521-45123616","Dtnbp1","chr13","-",45106647,45106670,23,45100221,45100604,45123521,45123616,0.0171101245796303,-0.114
"chr13:67644303-67644330|up:67642721-67642848|down:67648529-67648622","Zfp58","chr13","-",67644303,67644330,27,67642721,67642848,67648529,67648622,0.00675526133378442,-0.117
"chr14:101698134-101698137|up:101696170-101696329|down:101700310-101700520","Tbc1d4","chr14","-",101698134,101698137,3,101696170,101696329,101700310,101700520,8.50099271685382e-06,-0.29
"chr15:79247857-79247878|up:79244903-79247085|down:79249484-79249679","Tmem184b","chr15","-",79247857,79247878,21,79244903,79247085,79249484,79249679,5.23319635343233e-06,-0.142
"chr15:83267823-83267829|up:83265962-83266084|down:83269187-83269292","Pacsin2","chr15","-",83267823,83267829,6,83265962,83266084,83269187,83269292,2.68699662676668e-06,-0.127
"chr15:93293467-93293496|up:93285627-93285740|down:93296043-93296182","Zcrb1","chr15","-",93293467,93293496,29,93285627,93285740,93296043,93296182,8.50099271685382e-06,-0.371
"chr17:24062930-24062957|up:24060025-24061499|down:24063050-24063146","Prss41","chr17","-",24062930,24062957,27,24060025,24061499,24063050,24063146,0.0194518820591725,0.667
"chr17:25127384-25127402|up:25126302-25126360|down:25128123-25128135","Mapk8ip3","chr17","-",25127384,25127402,18,25126302,25126360,25128123,25128135,8.71200588607524e-05,-0.106
"chr18:35872977-35873001|up:35872495-35872630|down:35873359-35873542","Sting1","chr18","-",35872977,35873001,24,35872495,35872630,35873359,35873542,9.85710703348617e-06,-0.354
"chr19:6498284-6498314|up:6496327-6496451|down:6500557-6500629","Nrxn2","chr19","+",6498284,6498314,30,6496327,6496451,6500557,6500629,0.0100050187765785,0.25
"chr19:9860555-9860567|up:9855682-9855792|down:9861062-9861197","Incenp","chr19","-",9860555,9860567,12,9855682,9855792,9861062,9861197,0.000413627253948577,-0.139
"chr19:46314605-46314621|up:46313392-46313452|down:46315522-46315595","Psd","chr19","-",46314605,46314621,16,46313392,46313452,46315522,46315595,0.000580795420531676,0.306
"chr19:47030560-47030578|up:47028482-47028581|down:47031204-47031232","Pcgf6","chr19","-",47030560,47030578,18,47028482,47028581,47031204,47031232,8.02260841651831e-05,-0.239
"chr19:55375620-55375641|up:55369373-55369451|down:55380215-55380300","Vti1a","chr19","+",55375620,55375641,21,55369373,55369451,55380215,55380300,0.028565428913202,0.133
"chr19:55916161-55916186|up:55914408-55914481|down:55919865-55921661","Tcf7l2","chr19","+",55916161,55916186,25,55914408,55914481,55919865,55921661,0.000144925292810683,-0.23
"chr19:55916161-55916186|up:55915115-55915188|down:55919865-55921661","Tcf7l2","chr19","+",55916161,55916186,25,55915115,55915188,55919865,55921661,8.31582603574912e-05,-0.261
"chr2:20888010-20888040|up:20884771-20886662|down:20891916-20891971","Arhgap21","chr2","-",20888010,20888040,30,20884771,20886662,20891916,20891971,0.0259022052114803,0.109
"chr2:30239237-30239249|up:30238079-30238629|down:30240299-30240392","Sh3glb2","chr2","-",30239237,30239249,12,30238079,30238629,30240299,30240392,8.35987223704826e-05,-0.102
"chr2:84862864-84862891|up:84855260-84855335|down:84863344-84863654","P2rx3","chr2","-",84862864,84862891,27,84855260,84855335,84863344,84863654,0.00355553083615883,-0.331
"chr2:90971153-90971162|up:90970901-90970971|down:90973100-90973207","Madd","chr2","-",90971153,90971162,9,90970901,90970971,90973100,90973207,0.00165392342550515,-0.119
"chr2:91429948-91429972|up:91429550-91429723|down:91430985-91431038","Ckap5","chr2","+",91429948,91429972,24,91429550,91429723,91430985,91431038,0.00403930666762491,-0.11
"chr2:124929596-124929623|up:124928487-124928636|down:124930782-124930957","Myef2","chr2","-",124929596,124929623,27,124928487,124928636,124930782,124930957,0.00155854391235661,-0.139
"chr2:155857296-155857311|up:155853268-155853326|down:155857908-155857940","Ergic3","chr2","+",155857296,155857311,15,155853268,155853326,155857908,155857940,1.68970967297462e-05,-0.123
"chr2:164838783-164838798|up:164838241-164838438|down:164839029-164839163","Slc12a5","chr2","+",164838783,164838798,15,164838241,164838438,164839029,164839163,0.000156906897602068,-0.139
"chr2:165694787-165694799|up:165693919-165694068|down:165717624-165717695","Zmynd8","chr2","-",165694787,165694799,12,165693919,165694068,165717624,165717695,0.00121419725215528,-0.103
"chr3:9008610-9008637|up:9000051-9000100|down:9009670-9009772","Tpd52","chr3","-",9008610,9008637,27,9000051,9000100,9009670,9009772,4.35077212331642e-07,-0.167
"chr3:86695928-86695941|up:86693459-86694719|down:86696618-86696797","Dclk2","chr3","-",86695928,86695941,13,86693459,86694719,86696618,86696797,0.00138547240036193,0.237
"chr3:126772904-126772916|up:126770493-126770596|down:126775448-126775593","Ank2","chr3","-",126772904,126772916,12,126770493,126770596,126775448,126775593,0.00608290220861478,-0.184
"chr3:144405614-144405638|up:144403138-144403228|down:144411273-144411366","Sh3glb1","chr3","-",144405614,144405638,24,144403138,144403228,144411273,144411366,3.70255676578016e-09,-0.128
"chr3:148566062-148566074|up:148564368-148565169|down:148571235-148571345","Adgrl2","chr3","-",148566062,148566074,12,148564368,148565169,148571235,148571345,2.75212031095613e-05,-0.2
"chr4:56922386-56922410|up:56916701-56916806|down:56923338-56923508","Tmem245","chr4","-",56922386,56922410,24,56916701,56916806,56923338,56923508,0.00522775807558244,-0.118
