ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3	"ENSMUSG00000035299"	"Mid1"	chrX	+	168768892	168769093	168768931	168769093	168767994	168768138	3	1,7,0	0,10,1	0,3,0	1,0,2	188	149	0.741666247684	1.0	1.0,0.357,0.0	0.0,1.0,0.0	0.119
4	"ENSMUSG00000031342"	"Gpm6b"	chrX	+	165168386	165171984	165169947	165171984	165166930	165166996	4	56,109,64	388,441,440	47,46,51	368,448,323	298	149	0.0138996263529	0.14285878200671387	0.067,0.11,0.068	0.06,0.049,0.073	0.021
5	"ENSMUSG00000040621"	"Gemin8"	chrX	+	164963348	164963805	164963441	164963805	164961787	164961826	5	596,554,586	0,2,5	640,831,583	0,11,0	242	149	0.891561678414	1.0	1.0,0.994,0.986	1.0,0.979,1.0	0.0
6	"ENSMUSG00000040855"	"Reps2"	chrX	-	161297274	161297347	161297274	161297344	161301324	161301419	6	10,3,1	3,0,1	0,0,2	0,3,0	152	149	1	1.0	0.766,1.0,0.495	NA,0.0,1.0	0.254
7	"ENSMUSG00000040855"	"Reps2"	chrX	-	161335538	161335665	161335538	161335662	161337792	161337941	7	1,0,3	2,2,5	0,0,0	2,0,2	152	149	1	1.0	0.329,0.0,0.37	0.0,NA,0.0	0.233
9	"ENSMUSG00000025283"	"Sat1"	chrX	-	153996892	153996954	153996892	153996933	153997028	153997130	9	4,8,4	321,537,528	11,5,12	517,494,453	170	149	0.12976484136	0.5635217631619405	0.011,0.013,0.007	0.018,0.009,0.023	-0.006
10	"ENSMUSG00000025260"	"Hsd17b10"	chrX	+	150786618	150786777	150786648	150786777	150786356	150786521	10	6,2,8	2588,3198,3148	21,13,4	3454,4058,3177	179	149	1	1.0	0.002,0.001,0.002	0.005,0.003,0.001	-0.001
11	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589267	150589403	150589271	150589403	150583878	150583942	11	11,4,7	0,0,0	6,12,7	0,2,0	153	149	1	1.0	1.0,1.0,1.0	1.0,0.854,1.0	0.049
12	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589267	150589403	150589271	150589403	150584309	150584362	12	27,29,20	3,5,24	20,21,23	3,7,10	153	149	0.871916074866	1.0	0.898,0.85,0.448	0.867,0.745,0.691	-0.036
13	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589267	150589403	150589271	150589403	150586657	150586798	13	60,88,82	25,19,43	66,65,44	27,42,39	153	149	0.0447157939297	0.29652443146311164	0.7,0.819,0.65	0.704,0.601,0.524	0.113
14	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150589267	150589403	150589271	150589403	150587441	150587536	14	91,85,105	56,43,49	72,125,56	45,64,60	153	149	0.186350847574	0.6941222860995838	0.613,0.658,0.676	0.609,0.655,0.476	0.069
15	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150681439	150681657	150681442	150681657	150680182	150680249	15	768,715,908	0,0,0	636,716,657	2,1,2	152	149	1	1.0	1.0,1.0,1.0	0.997,0.999,0.997	0.002
16	"ENSMUSG00000025261"	"Huwe1"	chrX	+	150691723	150691952	150691726	150691952	150690271	150690440	16	1975,2269,2549	47,56,118	2018,2433,1885	48,70,66	152	149	0.492646441703	1.0	0.976,0.975,0.955	0.976,0.971,0.966	-0.002
17	"ENSMUSG00000025271"	"Pfkfb1"	chrX	+	149372791	149373080	149372948	149373080	149371940	149372040	17	26,18,19	50,79,57	12,18,10	25,36,43	298	149	0.726411388645	1.0	0.206,0.102,0.143	0.194,0.2,0.104	-0.016
20	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141134374	141134614	141134374	141134611	141143382	141143432	20	326,363,416	104,113,111	399,468,427	117,84,117	152	149	0.115759639335	0.5279618424479793	0.754,0.759,0.786	0.77,0.845,0.782	-0.033
21	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141134374	141134904	141134374	141134611	141143382	141143432	21	1308,1755,1795	104,113,111	1730,1998,1934	117,84,117	298	149	0.100193706399	0.48768984801440957	0.863,0.886,0.89	0.881,0.922,0.892	-0.019
22	"ENSMUSG00000031278"	"Acsl4"	chrX	-	141134374	141134904	141134374	141134614	141143382	141143432	22	1287,1737,1782	304,341,396	1712,1961,1911	378,422,391	298	149	0.849454805688	1.0	0.679,0.718,0.692	0.694,0.699,0.71	-0.005
24	"ENSMUSG00000046432"	"Bex3"	chrX	+	135172011	135172727	135172016	135172727	135171558	135171631	24	10494,12443,11612	371,464,437	10344,12230,9314	467,565,398	154	149	0.0331736056657	0.24643249923091426	0.965,0.963,0.963	0.955,0.954,0.958	0.008
26	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132973884	132974026	132973962	132974026	132970593	132970656	26	329,412,465	58,53,59	214,287,264	32,48,25	227	149	0.788924929266	1.0	0.788,0.836,0.838	0.814,0.797,0.874	-0.008
27	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132973884	132974026	132973962	132974026	132973163	132973223	27	337,424,454	95,128,123	296,346,309	108,133,101	227	149	0.0537263905303	0.33235689406965324	0.7,0.685,0.708	0.643,0.631,0.668	0.05
28	"ENSMUSG00000031256"	"Cstf2"	chrX	+	132973884	132974026	132973962	132974026	132973426	132973513	28	291,323,381	176,187,192	224,343,308	162,292,247	227	149	0.001361209939	0.02818755720522945	0.52,0.531,0.566	0.476,0.435,0.45	0.085
30	"ENSMUSG00000025665"	"Rps6ka6"	chrX	-	110309904	110309981	110309904	110309966	110314374	110314536	30	101,127,97	45,49,59	91,66,78	62,32,45	164	149	0.211063493913	0.7387634876718189	0.671,0.702,0.599	0.571,0.652,0.612	0.046
31	"ENSMUSG00000025665"	"Rps6ka6"	chrX	-	110372546	110372798	110372546	110372795	110372967	110373152	31	84,55,78	7,6,16	44,70,61	8,9,4	152	149	0.690614349936	1.0	0.922,0.9,0.827	0.844,0.884,0.937	-0.005
32	"ENSMUSG00000025665"	"Rps6ka6"	chrX	-	110372546	110372798	110372546	110372795	110396365	110396497	32	12,10,4	2,0,0	2,4,2	0,0,0	152	149	1	1.0	0.855,1.0,1.0	1.0,1.0,1.0	-0.048
35	"ENSMUSG00000031314"	"Taf1"	chrX	+	100584365	100584607	100584428	100584607	100582673	100582793	35	219,257,290	88,81,62	204,195,190	62,63,68	212	149	0.616090716855	1.0	0.636,0.69,0.767	0.698,0.685,0.663	0.016
43	"ENSMUSG00000035476"	"Tab3"	chrX	+	84652995	84653190	84652998	84653190	84619155	84619216	43	19,34,43	1,0,0	46,54,31	3,3,3	152	149	0.00454306926388	0.0681719993539936	0.949,1.0,1.0	0.938,0.946,0.91	0.052
44	"ENSMUSG00000035476"	"Tab3"	chrX	+	84652995	84653190	84652998	84653190	84637257	84637360	44	34,24,39	0,0,1	28,62,24	0,0,0	152	149	1	1.0	1.0,1.0,0.975	1.0,1.0,1.0	-0.008
49	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73351277	73351867	73351735	73351867	73350450	73350550	49	535,605,645	0,0,0	424,562,562	1,0,0	298	149	1	1.0	1.0,1.0,1.0	0.995,1.0,1.0	0.002
50	"ENSMUSG00000015291"	"Gdi1"	chrX	+	73353995	73354140	73354085	73354140	73353568	73353740	50	3354,4321,4558	0,3,0	4267,5087,4255	0,0,0	239	149	1	1.0	1.0,0.999,1.0	1.0,1.0,1.0	-0.0
52	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73332053	73332119	73332056	73332119	73331783	73331825	52	37,45,64	192,297,266	64,55,49	246,224,162	152	149	0.0313138078045	0.23810920927196527	0.159,0.129,0.191	0.203,0.194,0.229	-0.049
53	"ENSMUSG00000009995"	"Tafazzin"	chrX	+	73332534	73332625	73332589	73332625	73332267	73332320	53	53,85,69	0,1,0	33,82,77	0,12,1	204	149	0.000139346544277	0.005381235665755912	1.0,0.984,1.0	1.0,0.833,0.983	0.056
54	"ENSMUSG00000031392"	"Irak1"	chrX	-	73060735	73061117	73060735	73061036	73061506	73061623	54	247,256,266	2,2,0	251,330,209	1,0,2	230	149	1	1.0	0.988,0.988,1.0	0.994,1.0,0.985	-0.001
55	"ENSMUSG00000031392"	"Irak1"	chrX	-	73060735	73061117	73060735	73061036	73061735	73061972	55	590,587,663	32,9,20	541,735,487	26,17,16	230	149	0.947986695552	1.0	0.923,0.977,0.956	0.931,0.966,0.952	0.002
57	"ENSMUSG00000031392"	"Irak1"	chrX	-	73066078	73066270	73066078	73066267	73066454	73066558	57	163,268,239	57,134,107	240,245,228	121,126,106	152	149	0.340587983385	0.9439409439250765	0.737,0.662,0.686	0.66,0.656,0.678	0.03
58	"ENSMUSG00000031392"	"Irak1"	chrX	-	73066454	73066671	73066454	73066558	73066971	73067139	58	37,46,59	0,0,5	63,70,45	0,5,0	262	149	0.886802431628	1.0	1.0,1.0,0.87	1.0,0.888,1.0	-0.006
62	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	72258833	72258961	72258846	72258961	72258379	72258426	62	146,170,183	2,19,9	133,153,149	0,2,12	162	149	0.0383169653967	0.2690383720099845	0.985,0.892,0.949	1.0,0.986,0.919	-0.026
63	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	72258833	72258961	72258846	72258961	72258379	72258462	63	289,338,296	21,24,25	238,296,279	12,22,11	162	149	0.116518283336	0.5288617326606839	0.927,0.928,0.916	0.948,0.925,0.959	-0.02
64	"ENSMUSG00000015217"	"Hmgb3"	chrX	+	70601658	70601813	70601662	70601813	70599533	70599796	64	293,264,308	2,7,0	200,230,187	3,2,6	153	149	0.529103022984	1.0	0.993,0.973,1.0	0.985,0.991,0.968	0.007
65	"ENSMUSG00000015217"	"Hmgb3"	chrX	+	70601658	70601813	70601662	70601813	70599595	70599843	65	8,8,21	1,0,0	4,2,13	0,0,0	153	149	1	1.0	0.886,1.0,1.0	1.0,1.0,1.0	-0.038
67	"ENSMUSG00000062070"	"Pgk1"	chrX	+	105243722	105243942	105243762	105243942	105243252	105243367	67	1,0,0	1887,2496,2492	0,0,0	1970,2169,1637	189	149	1	1.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0
68	"ENSMUSG00000054626"	"Xlr"	chrX	-	52798109	52798235	52798109	52798187	52799590	52799673	68	91,95,143	23,8,18	107,85,91	9,8,12	197	149	0.154606803758	0.6281672229213333	0.75,0.9,0.857	0.9,0.889,0.852	-0.045
69	"ENSMUSG00000054626"	"Xlr"	chrX	-	52798109	52798235	52798109	52798187	52799598	52799663	69	305,318,370	238,391,373	281,380,277	256,292,259	197	149	0.251782594054	0.8068103623987846	0.492,0.381,0.429	0.454,0.496,0.447	-0.032
71	"ENSMUSG00000036916"	"Zfp280c"	chrX	-	47667256	47667433	47667256	47667406	47677579	47677626	71	68,76,98	88,88,114	69,73,74	53,104,78	176	149	0.508352709077	1.0	0.395,0.422,0.421	0.524,0.373,0.445	-0.035
72	"ENSMUSG00000036916"	"Zfp280c"	chrX	-	47667256	47667433	47667256	47667406	47680549	47680638	72	11,8,20	2,2,0	15,6,11	0,0,3	176	149	0.41834460798	1.0	0.823,0.772,1.0	1.0,1.0,0.756	-0.054
73	"ENSMUSG00000031095"	"Cul4b"	chrX	-	37634372	37634493	37634372	37634477	37635568	37635761	73	5,0,0	187,220,224	1,0,0	204,191,214	165	149	1	1.0	0.024,0.0,0.0	0.004,0.0,0.0	0.007
74	"ENSMUSG00000016308"	"Ube2a"	chrX	+	36146251	36146340	36146260	36146340	36145309	36145399	74	543,681,620	2,2,0	549,673,518	1,0,0	158	149	1	1.0	0.996,0.997,1.0	0.998,1.0,1.0	-0.002
76	"ENSMUSG00000054737"	"Zfp182"	chrX	-	20926741	20926796	20926741	20926762	20928132	20928242	76	6,6,9	0,0,0	0,8,8	0,1,0	183	149	1	1.0	1.0,1.0,1.0	NA,0.867,1.0	0.067
78	"ENSMUSG00000054737"	"Zfp182"	chrX	-	20926741	20926767	20926741	20926762	20928176	20928291	78	0,1,0	0,0,0	0,2,0	0,0,6	154	149	1	1.0	NA,1.0,NA	NA,1.0,0.0	0.5
79	"ENSMUSG00000054737"	"Zfp182"	chrX	-	20926741	20926796	20926741	20926762	20928176	20928291	79	31,85,37	0,0,0	31,30,55	0,0,6	183	149	0.114675651653	0.5255467037360874	1.0,1.0,1.0	1.0,1.0,0.882	0.039
80	"ENSMUSG00000054737"	"Zfp182"	chrX	-	20926741	20926796	20926741	20926767	20928176	20928291	80	31,85,37	0,1,0	31,30,55	0,2,0	178	149	1	1.0	1.0,0.986,1.0	1.0,0.926,1.0	0.02
81	"ENSMUSG00000001127"	"Araf"	chrX	+	20724980	20725112	20725004	20725112	20724632	20724751	81	307,358,350	16,8,4	390,480,412	6,28,7	173	149	0.529013027753	1.0	0.943,0.975,0.987	0.982,0.937,0.981	0.002
82	"ENSMUSG00000031066"	"Usp11"	chrX	+	20578564	20579221	20579075	20579221	20578268	20578399	82	239,459,372	0,0,1	469,553,406	0,0,3	298	149	1	1.0	1.0,1.0,0.995	1.0,1.0,0.985	0.003
84	"ENSMUSG00000008035"	"Mid1ip1"	chrX	+	10584222	10585929	10584225	10585929	10583628	10583943	84	573,562,608	1943,2266,2183	452,577,442	1954,2178,1841	152	149	0.239133946904	0.7918861848296394	0.224,0.196,0.214	0.185,0.206,0.191	0.017
85	"ENSMUSG00000031169"	"Porcn"	chrX	-	8070434	8070627	8070434	8070556	8071803	8071972	85	38,42,46	0,7,3	73,94,68	3,0,0	220	149	0.000868230961636	0.02083736129976135	1.0,0.803,0.912	0.943,1.0,1.0	-0.076
86	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8009485	8009571	8009485	8009568	8009896	8009990	86	5307,6690,7113	4625,5668,5478	5946,5714,4664	4315,4355,3576	152	149	0.242266285355	0.7974038522119751	0.529,0.536,0.56	0.575,0.563,0.561	-0.025
87	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8009485	8009571	8009485	8009568	8010811	8010918	87	35,46,41	8,0,4	27,48,30	1,2,5	152	149	0.530646636727	1.0	0.811,1.0,0.909	0.964,0.959,0.855	-0.019
88	"ENSMUSG00000031167"	"Rbm3"	chrX	-	8010086	8010918	8010086	8010186	8011193	8011311	88	6996,7464,7818	1,4,4	5185,5622,5070	2,9,4	298	149	1	1.0	1.0,0.999,0.999	0.999,0.997,0.998	0.001
89	"ENSMUSG00000031166"	"Wdr13"	chrX	-	7997623	7997864	7997623	7997830	7998525	7998605	89	378,471,438	47,33,37	373,514,386	39,42,31	183	149	0.836331827755	1.0	0.868,0.921,0.906	0.886,0.909,0.91	-0.003
91	"ENSMUSG00000031156"	"Slc35a2"	chrX	+	7758378	7759106	7758968	7759106	7755850	7756002	91	544,632,649	1,2,0	633,729,567	4,8,1	298	149	0.792817301091	1.0	0.996,0.994,1.0	0.988,0.979,0.996	0.009
92	"ENSMUSG00000031154"	"Otud5"	chrX	+	7733753	7734062	7733905	7734062	7722542	7722636	92	856,900,1071	5,1,2	924,1039,665	0,0,0	298	149	1	1.0	0.988,0.998,0.996	1.0,1.0,1.0	-0.006
93	"ENSMUSG00000097785"	"B230217O12Rik"	chr19	-	57313027	57313229	57313027	57313225	57348445	57349301	93	11,13,26	0,0,0	7,33,23	0,0,3	153	149	0.841264158505	1.0	1.0,1.0,1.0	1.0,1.0,0.882	0.039
95	"ENSMUSG00000024978"	"Gpam"	chr19	-	55063973	55064111	55063973	55064107	55064722	55064800	95	135,158,118	1,2,3	147,107,80	2,9,8	153	149	0.000653474148563	0.01716023114126438	0.992,0.987,0.975	0.986,0.92,0.907	0.047
96	"ENSMUSG00000025024"	"Smndc1"	chr19	-	53371987	53372166	53371987	53372149	53372884	53373027	96	131,197,155	969,1082,1184	149,160,125	1073,1207,1009	166	149	0.267380191973	0.8353258407418906	0.108,0.14,0.105	0.111,0.106,0.1	0.012
97	"ENSMUSG00000025231"	"Sufu"	chr19	+	46441597	46441754	46441600	46441754	46413437	46413574	97	0,0,4	0,0,2	0,0,3	0,0,0	152	149	1	1.0	NA,NA,0.662	NA,NA,1.0	-0.338
98	"ENSMUSG00000025231"	"Sufu"	chr19	+	46441597	46441754	46441600	46441754	46439329	46439402	98	98,187,218	200,240,239	147,149,108	213,222,205	152	149	0.414085877478	1.0	0.324,0.433,0.472	0.404,0.397,0.341	0.029
99	"ENSMUSG00000025224"	"Gbf1"	chr19	+	46256829	46256955	46256858	46256955	46256431	46256555	99	394,478,579	8,9,10	517,510,408	4,19,3	178	149	0.799516618984	1.0	0.976,0.978,0.98	0.991,0.957,0.991	-0.002
100	"ENSMUSG00000025200"	"Cwf19l1"	chr19	-	44120524	44120603	44120524	44120587	44121438	44121523	100	150,190,176	110,87,67	116,131,130	61,127,70	165	149	0.199405345462	0.7172764374757207	0.552,0.664,0.703	0.632,0.482,0.626	0.06
