ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
0	1638,1987,1839	1,0,2	1691,2449,2260	3,0,4	298	149
1	151,156,171	0,0,0	113,289,208	4,0,5	298	149
2	2660,3624,3502	0,0,0	3095,4419,3479	4,0,5	296	149
3	4153,5467,5183	7,12,15	4679,6603,5533	9,24,6	296	149
4	901,986,1031	0,5,1	864,1040,944	0,0,0	298	149
5	4245,6261,4858	592,609,606	4683,7590,6045	546,643,579	298	149
6	2179,3313,2646	894,975,1016	2492,3794,3024	855,1016,938	298	149
7	4176,5524,4388	894,975,1016	3807,5949,5336	855,1016,938	298	149
8	5826,8125,6228	176,263,234	5611,9222,7904	159,120,126	298	149
169	1047,1400,1475	0,0,0	1346,1438,958	0,5,0	298	149
170	1684,2043,2191	0,0,0	1959,1998,1456	1,0,0	275	149
171	1635,1920,2085	0,0,0	1793,1741,1346	1,5,4	241	149
172	330,308,360	564,732,714	290,277,267	601,558,469	232	149
174	609,728,782	0,1,2	635,626,448	0,2,0	298	149
175	667,730,918	0,1,0	744,632,533	3,0,0	274	149
180	248,266,234	2,10,6	202,292,212	0,12,7	269	149
181	399,440,408	681,808,779	334,454,368	653,700,610	269	149
182	4,12,13	681,808,779	0,23,7	653,700,610	296	149
183	2,2,10	152,175,178	0,13,0	132,164,156	296	149
184	31,76,58	388,441,440	32,47,32	368,448,323	240	149
185	395,438,409	0,0,0	450,503,425	0,8,5	298	149
186	449,465,439	7,13,9	501,551,445	20,37,12	298	149
187	67,60,76	7,13,9	55,73,78	20,37,12	258	149
188	161,197,200	257,235,267	158,184,194	254,311,217	258	149
189	705,733,793	5,0,0	733,948,742	0,0,1	298	149
190	314,365,383	5,0,0	327,427,365	0,0,1	298	149
197	66,23,74	1,0,0	43,38,31	0,0,0	298	149
198	1483,1558,1606	13,23,28	1255,1263,1241	25,34,19	278	149
199	1212,1351,1492	0,0,2	1224,1154,1067	0,0,0	242	149
200	1262,1431,1607	3,5,2	1340,1273,1134	1,6,0	233	149
201	629,652,750	0,0,0	634,546,548	1,0,2	298	149
202	534,552,646	0,0,0	522,487,434	0,4,0	234	149
203	505,494,538	15,17,38	575,419,499	22,10,9	194	149
205	240,270,246	0,2,1	244,301,228	5,0,2	259	149
206	106,106,121	0,5,0	101,153,88	0,0,2	205	149
207	1735,1939,2058	0,0,4	1726,1790,1529	0,0,0	231	149
208	676,825,829	0,0,3	617,750,571	0,0,0	297	149
209	376,443,459	5,0,3	344,437,336	1,0,0	297	149
