ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
5	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163205699	163205579	163205660	163210927	163211060	5	18,36,33	2,2,4	7,22,27	1,5,5	188	149	0.118006855481	0.4748057741596121	0.877,0.934,0.867	0.847,0.777,0.811	0.081
6	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163205982	163205579	163205660	163210927	163211060	6	316,329,353	2,2,4	205,341,267	1,5,5	298	149	0.253321175682	0.7901381915844901	0.988,0.988,0.978	0.99,0.972,0.964	0.009
7	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206359	163205579	163205660	163210927	163211060	7	335,365,379	2,2,4	190,321,270	1,5,5	298	149	0.175157809773	0.6222509937997056	0.988,0.989,0.979	0.99,0.97,0.964	0.011
8	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206668	163205579	163205660	163210927	163211060	8	293,302,313	2,2,4	169,291,242	1,5,5	298	149	0.215682443734	0.7153430999022451	0.987,0.987,0.975	0.988,0.967,0.96	0.011
12	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206359	163205579	163205982	163210927	163211060	12	160,185,192	23,28,40	118,169,121	36,52,25	298	149	0.00703400458325	0.0696323563469901	0.777,0.768,0.706	0.621,0.619,0.708	0.101
13	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206668	163205579	163205982	163210927	163211060	13	118,122,126	23,28,40	97,139,93	36,52,25	298	149	0.0887482963673	0.39474755932140154	0.72,0.685,0.612	0.574,0.572,0.65	0.074
14	"ENSMUSG00000031381"	"Piga"	chrX	+	163205579	163206668	163205579	163206359	163210927	163211060	14	10,27,11	42,64,66	26,28,11	21,32,28	298	149	0.000372068608248	0.0100675564248438	0.106,0.174,0.077	0.382,0.304,0.164	-0.164
15	"ENSMUSG00000031295"	"Phka2"	chrX	+	159369774	159369950	159369774	159369945	159371960	159372014	15	10,7,8	108,143,151	13,19,14	107,208,130	154	149	0.0417646861453	0.23749550948124187	0.082,0.045,0.049	0.105,0.081,0.094	-0.035
16	"ENSMUSG00000025283"	"Sat1"	chrX	-	153998115	153998680	153998596	153998680	153997028	153997130	16	60,83,102	597,739,825	72,100,49	897,839,861	298	149	0.0241456132926	0.16299543942010852	0.048,0.053,0.058	0.039,0.056,0.028	0.012
17	"ENSMUSG00000041115"	"Iqsec2"	chrX	+	150999336	150999462	150999336	150999435	151001872	151001972	17	68,93,103	2,0,0	88,99,84	0,0,0	176	149	1	1.0	0.966,1.0,1.0	1.0,1.0,1.0	-0.011
18	"ENSMUSG00000041245"	"Wnk3"	chrX	+	150019529	150019723	150019529	150019630	150019888	150020032	18	0,2,0	49,23,43	0,0,0	29,12,26	242	149	1	1.0	0.0,0.051,0.0	0.0,0.0,0.0	0.017
19	"ENSMUSG00000041245"	"Wnk3"	chrX	+	150076805	150077037	150076805	150076896	150077417	150077548	19	2,15,8	25,28,26	12,6,26	29,11,27	290	149	0.0265472424405	0.17449169272126214	0.039,0.216,0.137	0.175,0.219,0.331	-0.111
20	"ENSMUSG00000031433"	"Rbm41"	chrX	-	138895860	138895977	138895921	138895977	138894660	138894853	20	199,267,289	2,0,9	126,281,210	0,0,0	210	149	0.346983169543	0.9459734269572804	0.986,1.0,0.958	1.0,1.0,1.0	-0.019
26	"ENSMUSG00000033460"	"Armcx1"	chrX	+	133619668	133619857	133619668	133619741	133620375	133620474	26	8,7,5	18,0,5	12,20,8	6,10,3	265	149	0.70637944023	1.0	0.2,1.0,0.36	0.529,0.529,0.6	-0.033
30	"ENSMUSG00000025597"	"Klhl4"	chrX	+	113452698	113452885	113452698	113452867	113459049	113459274	30	3,1,1	2,3,5	0,3,0	2,3,8	167	149	0.0901024786923	0.39750373412214407	0.572,0.229,0.151	0.0,0.472,0.0	0.16
