ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
0	16728,20832,18937	1,0,2	16638,22837,19968	3,0,4	1093	149
1	15241,19001,17269	0,0,0	15060,20677,17916	4,0,5	1093	149
2	2660,3624,3502	0,0,0	3095,4419,3479	4,0,5	296	149
3	4153,5467,5183	7,12,15	4679,6603,5533	9,24,6	296	149
4	10163,13009,12732	0,5,1	12250,17376,13486	0,0,0	739	149
5	4539,6612,5166	592,609,606	4955,8148,6428	546,643,579	315	149
6	2473,3664,2954	894,975,1016	2764,4352,3407	855,1016,938	315	149
7	4883,6400,5131	894,975,1016	4430,6978,6131	855,1016,938	421	149
8	6533,9001,6971	176,263,234	6234,10251,8699	159,120,126	421	149
169	1069,1414,1530	0,0,0	1372,1464,985	0,5,0	308	149
170	1684,2043,2191	0,0,0	1959,1998,1456	1,0,0	275	149
171	1635,1920,2085	0,0,0	1793,1741,1346	1,5,4	241	149
172	330,308,360	564,732,714	290,277,267	601,558,469	232	149
174	624,748,793	0,1,2	638,656,458	0,2,0	309	149
175	667,730,918	0,1,0	744,632,533	3,0,0	274	149
180	248,266,234	2,10,6	202,292,212	0,12,7	269	149
181	399,440,408	681,808,779	334,454,368	653,700,610	269	149
182	4,12,13	681,808,779	0,23,7	653,700,610	296	149
183	2,2,10	152,175,178	0,13,0	132,164,156	296	149
184	31,76,58	388,441,440	32,47,32	368,448,323	240	149
185	450,505,490	0,0,0	517,590,495	0,8,5	384	149
186	504,532,520	7,13,9	568,638,515	20,37,12	384	149
187	67,60,76	7,13,9	55,73,78	20,37,12	258	149
188	161,197,200	257,235,267	158,184,194	254,311,217	258	149
189	1267,1473,1465	5,0,0	1400,1774,1348	0,0,1	606	149
190	671,921,884	5,0,0	760,954,765	0,0,1	513	149
197	68,27,76	1,0,0	45,44,35	0,0,0	340	149
198	1483,1558,1606	13,23,28	1255,1263,1241	25,34,19	278	149
199	1212,1351,1492	0,0,2	1224,1154,1067	0,0,0	242	149
200	1262,1431,1607	3,5,2	1340,1273,1134	1,6,0	233	149
201	752,787,925	0,0,0	756,690,651	1,0,2	356	149
202	534,552,646	0,0,0	522,487,434	0,4,0	234	149
203	505,494,538	15,17,38	575,419,499	22,10,9	194	149
205	240,270,246	0,2,1	244,301,228	5,0,2	259	149
206	106,106,121	0,5,0	101,153,88	0,0,2	205	149
207	1735,1939,2058	0,0,4	1726,1790,1529	0,0,0	231	149
208	676,825,829	0,0,3	617,750,571	0,0,0	297	149
209	376,443,459	5,0,3	344,437,336	1,0,0	297	149
210	376,443,459	1,0,0	344,436,335	0,1,0	297	149
